activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,16,gini,0,1,1,23,invscaling,77,log2,8,30,randomForestClassifier,9,10,adam,uniform,0.9568965517241379
identity,brute,11,entropy,0,0,0,14,adaptive,77,log2,7,32,kneighborsClassifier,5,8,lbfgs,distance,0.0
identity,ball_tree,31,gini,1,0,1,24,invscaling,38,sqrt,10,14,nnClassifier,7,2,lbfgs,uniform,0.9331896551724138
tanh,kd_tree,15,entropy,1,0,1,14,adaptive,48,sqrt,16,20,randomForestClassifier,6,8,lbfgs,distance,0.9568965517241379
relu,brute,15,entropy,1,0,1,33,constant,77,sqrt,19,25,randomForestClassifier,10,10,sgd,distance,0.9568965517241379
tanh,auto,29,entropy,0,1,0,25,constant,46,sqrt,7,12,kneighborsClassifier,3,8,adam,distance,0.9568965517241379
tanh,brute,17,entropy,0,1,0,27,constant,92,log2,3,8,kneighborsClassifier,4,9,sgd,uniform,0.9568965517241379
identity,ball_tree,18,gini,0,0,0,12,invscaling,39,log2,14,37,kneighborsClassifier,6,5,adam,uniform,0.0
identity,kd_tree,30,entropy,1,0,1,33,invscaling,99,sqrt,16,2,kneighborsClassifier,5,3,lbfgs,distance,0.9321120689655172
logistic,kd_tree,17,gini,1,1,0,6,invscaling,33,log2,3,26,randomForestClassifier,5,2,lbfgs,uniform,0.9568965517241379
identity,auto,18,entropy,0,1,0,9,invscaling,36,sqrt,3,28,nnClassifier,8,4,sgd,uniform,0.9428879310344828
logistic,ball_tree,28,entropy,0,1,1,23,constant,86,log2,9,15,kneighborsClassifier,2,5,adam,distance,0.9385775862068966
identity,kd_tree,14,gini,0,1,1,7,constant,88,sqrt,3,11,kneighborsClassifier,1,4,adam,distance,0.9375
logistic,brute,10,gini,1,0,1,16,adaptive,43,auto,4,8,nnClassifier,9,5,adam,distance,0.9418103448275862
relu,brute,20,entropy,1,1,0,2,adaptive,73,log2,18,23,kneighborsClassifier,8,10,lbfgs,uniform,0.9568965517241379
relu,auto,29,entropy,1,0,1,25,constant,66,log2,4,20,nnClassifier,1,3,lbfgs,distance,0.9418103448275862
logistic,brute,9,entropy,0,1,0,9,constant,13,log2,15,40,nnClassifier,3,4,lbfgs,distance,0.9428879310344828
logistic,ball_tree,20,entropy,1,1,1,22,adaptive,64,sqrt,9,5,randomForestClassifier,2,1,lbfgs,distance,0.9568965517241379
relu,kd_tree,28,gini,1,0,1,4,constant,6,auto,6,18,nnClassifier,9,10,sgd,uniform,0.9428879310344828
logistic,auto,17,gini,0,1,0,2,constant,97,log2,13,21,nnClassifier,2,6,adam,uniform,0.9428879310344828
logistic,auto,16,gini,0,1,1,23,invscaling,77,log2,8,30,randomForestClassifier,9,10,adam,uniform,0.9568965517241379
tanh,kd_tree,15,entropy,1,0,1,14,adaptive,48,sqrt,16,20,randomForestClassifier,6,8,lbfgs,distance,0.9568965517241379
