activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,14,gini,1,0,0,21,adaptive,33,auto,17,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
logistic,brute,16,gini,1,1,0,18,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
identity,brute,9,gini,1,1,0,14,adaptive,88,log2,15,16,kneighborsClassifier,9,10,sgd,uniform,0.9493534482758621
identity,kd_tree,11,gini,0,1,1,28,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
identity,kd_tree,14,gini,1,0,0,21,adaptive,33,auto,17,25,kneighborsClassifier,2,9,adam,uniform,0.9493534482758621
logistic,ball_tree,22,gini,0,0,0,26,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.0
relu,auto,12,entropy,1,1,1,38,adaptive,88,log2,15,16,kneighborsClassifier,6,10,sgd,uniform,0.9493534482758621
identity,brute,9,gini,1,1,0,14,invscaling,84,sqrt,6,12,kneighborsClassifier,3,9,lbfgs,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,adaptive,54,auto,17,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,adaptive,45,auto,14,12,randomForestClassifier,3,4,sgd,distance,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
relu,brute,16,gini,1,1,0,18,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,uniform,0.9493534482758621
identity,brute,9,gini,1,1,0,14,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,adaptive,88,log2,15,16,kneighborsClassifier,9,10,sgd,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,33,auto,17,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
relu,auto,12,entropy,1,1,1,38,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
identity,brute,9,gini,1,1,0,14,adaptive,88,log2,15,16,kneighborsClassifier,6,10,sgd,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,adaptive,33,auto,17,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
logistic,brute,16,gini,1,1,0,18,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
identity,brute,9,gini,1,1,0,14,adaptive,68,log2,15,16,kneighborsClassifier,9,10,sgd,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,7,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
relu,brute,17,gini,1,1,0,21,constant,33,auto,9,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,14,log2,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
relu,auto,12,entropy,1,1,1,38,adaptive,88,log2,15,16,kneighborsClassifier,6,10,sgd,uniform,0.9493534482758621
logistic,brute,12,gini,1,1,0,14,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,adaptive,33,auto,20,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
logistic,brute,16,gini,1,1,0,18,invscaling,94,auto,5,40,randomForestClassifier,9,9,adam,uniform,0.9493534482758621
identity,brute,9,gini,1,1,0,14,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,adaptive,88,log2,15,16,kneighborsClassifier,9,10,sgd,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,33,auto,17,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
relu,auto,12,entropy,1,1,1,38,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
identity,brute,9,gini,1,1,0,14,adaptive,88,log2,15,16,kneighborsClassifier,6,10,sgd,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,adaptive,33,auto,17,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
logistic,brute,16,gini,1,1,0,18,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
identity,brute,9,gini,1,0,0,8,adaptive,88,log2,15,16,kneighborsClassifier,9,10,sgd,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,invscaling,84,sqrt,6,14,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,adaptive,33,auto,17,25,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,45,auto,14,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
relu,auto,12,entropy,1,1,1,38,adaptive,88,log2,15,16,kneighborsClassifier,6,10,sgd,uniform,0.9493534482758621
identity,brute,9,gini,1,1,0,14,invscaling,84,sqrt,6,12,kneighborsClassifier,9,9,lbfgs,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,1,1,28,adaptive,33,auto,17,38,randomForestClassifier,2,9,adam,uniform,0.9493534482758621
relu,brute,14,gini,1,0,0,21,adaptive,45,auto,10,12,randomForestClassifier,3,1,sgd,distance,0.9493534482758621
logistic,ball_tree,22,gini,1,0,0,26,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
logistic,brute,16,gini,1,1,0,18,adaptive,94,auto,5,40,randomForestClassifier,9,9,lbfgs,distance,0.9493534482758621
