feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,0,1,1,0,1,1,0,1,1,nnClassifier,identity,NA,27,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.5982905982905983,11.66897988319397
1,0,0,0,1,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,sqrt,4,36,nan,nan,NA,NA,0.8632478632478633,17.721734046936035
0,1,0,1,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,sqrt,2,26,nan,nan,NA,NA,0.8632478632478633,23.924895524978638
0,0,1,1,1,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,74,log2,3,21,nan,nan,NA,NA,0.9133089133089133,29.68035054206848
1,0,1,1,1,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,log2,16,20,nan,nan,NA,NA,0.9035409035409036,35.88643455505371
1,1,1,1,0,0,0,0,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.811965811965812,41.67293405532837
1,0,0,0,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,log2,5,14,nan,nan,NA,NA,0.9157509157509157,48.47917103767395
1,0,1,0,1,1,1,1,1,1,0,0,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.6898656898656899,57.006717681884766
0,0,0,1,1,0,1,1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,4,NA,distance,0.7277167277167277,62.09951639175415
1,0,1,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,log2,17,14,nan,nan,NA,NA,0.9194139194139194,68.61016821861267
1,0,0,0,1,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,auto,11,7,nan,nan,NA,NA,0.9096459096459096,74.7584216594696
1,1,0,1,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,log2,12,13,nan,nan,NA,NA,0.8754578754578755,81.03571343421936
0,0,1,1,0,0,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,17,NA,nan,NA,nan,nan,nan,5,NA,distance,0.7851037851037851,86.54684019088745
1,0,0,0,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,log2,5,14,nan,nan,NA,NA,0.8803418803418803,92.60538482666016
1,0,1,1,0,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,13,10,nan,nan,NA,NA,0.9096459096459096,99.1871235370636
0,0,0,1,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,sqrt,19,26,nan,nan,NA,NA,0.8937728937728938,105.5148913860321
0,0,0,0,0,1,1,1,0,0,0,1,nnClassifier,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.590964590964591,116.44488406181335
1,0,1,1,0,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,log2,5,25,nan,nan,NA,NA,0.9120879120879121,121.95750284194946
0,0,0,0,0,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,sqrt,20,8,nan,nan,NA,NA,0.8498168498168498,127.94538235664368
0,1,1,1,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,log2,12,13,nan,nan,NA,NA,0.9218559218559218,134.5889036655426
1,0,1,0,1,0,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,sqrt,18,10,nan,nan,NA,NA,0.8754578754578755,140.2200152873993
0,1,1,1,0,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,log2,12,4,nan,nan,NA,NA,0.9145299145299145,146.05890250205994
1,0,1,1,1,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,auto,16,5,nan,nan,NA,NA,0.9145299145299145,152.11412978172302
0,0,1,1,0,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,auto,14,13,nan,nan,NA,NA,0.8852258852258852,157.63842606544495
1,1,0,0,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,log2,2,37,nan,nan,NA,NA,0.8962148962148963,163.56661534309387
0,0,1,1,0,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,log2,20,17,nan,nan,NA,NA,0.9145299145299145,170.0836787223816
0,0,0,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,81,auto,3,24,nan,nan,NA,NA,0.8962148962148963,175.21860265731812
1,0,0,1,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,auto,18,8,nan,nan,NA,NA,0.8693528693528694,181.14947533607483
0,0,1,0,0,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,log2,15,6,nan,nan,NA,NA,0.9108669108669109,187.25525736808777
0,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,sqrt,14,23,nan,nan,NA,NA,0.9255189255189256,193.64013814926147
1,1,1,1,0,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,41,log2,6,29,nan,nan,NA,NA,0.9181929181929182,200.10128664970398
0,0,1,1,0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,auto,2,2,nan,nan,NA,NA,0.884004884004884,206.4473373889923
0,1,1,0,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,88,log2,20,31,nan,nan,NA,NA,0.9255189255189256,213.46457362174988
0,1,1,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,sqrt,19,37,nan,nan,NA,NA,0.9218559218559218,219.57985067367554
0,1,1,1,0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,sqrt,15,33,nan,nan,NA,NA,0.9133089133089133,224.89782428741455
1,1,1,1,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,sqrt,19,34,nan,nan,NA,NA,0.9267399267399268,230.50417232513428
0,1,1,0,1,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,log2,20,26,nan,nan,NA,NA,0.8888888888888888,236.2192256450653
0,1,1,1,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,sqrt,6,35,nan,nan,NA,NA,0.9047619047619048,241.88453602790833
1,0,1,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,sqrt,2,37,nan,nan,NA,NA,0.9242979242979243,248.38268947601318
0,1,0,0,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,sqrt,13,33,nan,nan,NA,NA,0.9120879120879121,253.85001826286316
0,1,1,1,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,log2,20,35,nan,nan,NA,NA,0.9169719169719169,259.7720613479614
0,1,0,0,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,sqrt,6,37,nan,nan,NA,NA,0.9035409035409036,265.9628608226776
0,1,1,1,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,sqrt,15,18,nan,nan,NA,NA,0.9072039072039072,272.28209352493286
0,1,1,0,0,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,log2,17,23,nan,nan,NA,NA,0.8632478632478633,278.8366332054138
1,1,1,0,0,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,log2,6,12,nan,nan,NA,NA,0.9230769230769231,285.15475630760193
1,0,0,1,1,1,0,0,0,0,0,1,nnClassifier,identity,NA,10,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.6068376068376068,295.29301834106445
0,1,1,0,0,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,log2,4,33,nan,nan,NA,NA,0.8669108669108669,302.32448863983154
1,0,1,0,0,1,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,log2,10,15,nan,nan,NA,NA,0.8864468864468864,308.74554347991943
1,1,1,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,sqrt,5,27,nan,nan,NA,NA,0.9304029304029304,315.53173542022705
0,0,1,1,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.78998778998779,320.98990631103516
1,0,1,0,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,sqrt,6,33,nan,nan,NA,NA,0.9242979242979243,327.1127188205719
1,1,1,1,0,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,sqrt,14,33,nan,nan,NA,NA,0.8766788766788767,333.58681774139404
1,0,1,0,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,94,log2,7,9,nan,nan,NA,NA,0.9194139194139194,339.29672956466675
1,1,1,1,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,sqrt,11,22,nan,nan,NA,NA,0.9206349206349206,345.26037430763245
1,1,1,0,0,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,sqrt,17,35,nan,nan,NA,NA,0.9181929181929182,350.5435161590576
0,1,1,0,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,sqrt,5,38,nan,nan,NA,NA,0.9218559218559218,356.4342601299286
1,0,0,1,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,sqrt,10,8,nan,nan,NA,NA,0.9133089133089133,362.5383846759796
1,0,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,auto,19,15,nan,nan,NA,NA,0.9206349206349206,369.1581676006317
0,0,1,0,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,79,sqrt,5,29,nan,nan,NA,NA,0.9255189255189256,375.61204385757446
1,1,1,0,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,4,28,nan,nan,NA,NA,0.9181929181929182,381.9028515815735
0,1,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,sqrt,14,24,nan,nan,NA,NA,0.9242979242979243,388.0879147052765
0,0,0,0,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,log2,16,21,nan,nan,NA,NA,0.9047619047619048,394.66857957839966
1,1,1,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,sqrt,19,9,nan,nan,NA,NA,0.9242979242979243,400.5879600048065
1,1,0,0,1,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,sqrt,6,22,nan,nan,NA,NA,0.9096459096459096,406.37099385261536
0,0,1,0,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,auto,1,31,nan,nan,NA,NA,0.9230769230769231,412.2719783782959
0,0,1,0,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,sqrt,1,8,nan,nan,NA,NA,0.927960927960928,418.57861375808716
1,0,1,1,0,1,0,1,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,10,NA,distance,0.7936507936507936,423.31426310539246
0,0,1,1,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,log2,20,5,nan,nan,NA,NA,0.9242979242979243,429.577588558197
1,1,1,0,0,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,sqrt,11,16,nan,nan,NA,NA,0.9291819291819292,435.3109860420227
0,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,sqrt,17,4,nan,nan,NA,NA,0.927960927960928,441.6927797794342
0,0,0,0,1,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,log2,20,31,nan,nan,NA,NA,0.894993894993895,447.58416509628296
1,1,1,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,auto,20,25,nan,nan,NA,NA,0.9267399267399268,453.582070350647
0,1,1,1,0,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,auto,17,2,nan,nan,NA,NA,0.9242979242979243,458.9681100845337
1,1,1,0,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,sqrt,5,2,nan,nan,NA,NA,0.9267399267399268,465.15275859832764
0,0,1,0,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,log2,11,26,nan,nan,NA,NA,0.9255189255189256,471.7506093978882
0,0,1,0,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,log2,7,3,nan,nan,NA,NA,0.9242979242979243,478.1715750694275
1,1,1,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,sqrt,1,14,nan,nan,NA,NA,0.9328449328449329,484.57986855506897
0,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,log2,8,27,nan,nan,NA,NA,0.9304029304029304,490.9764084815979
0,1,1,1,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,auto,1,39,nan,nan,NA,NA,0.9255189255189256,496.89786553382874
0,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,log2,15,38,nan,nan,NA,NA,0.9206349206349206,503.975426197052
1,0,0,0,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,sqrt,8,5,nan,nan,NA,NA,0.8962148962148963,509.7781102657318
0,1,1,1,1,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,auto,10,10,nan,nan,NA,NA,0.905982905982906,516.2247786521912
0,1,1,1,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,log2,14,27,nan,nan,NA,NA,0.9267399267399268,522.227251291275
1,0,1,0,1,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,auto,5,9,nan,nan,NA,NA,0.9206349206349206,527.8676142692566
0,1,0,1,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,sqrt,17,20,nan,nan,NA,NA,0.9096459096459096,533.5233135223389
0,1,1,1,1,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,95,auto,20,21,nan,nan,NA,NA,0.9206349206349206,539.0171313285828
0,1,1,0,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,sqrt,20,6,nan,nan,NA,NA,0.9084249084249084,544.8453772068024
1,1,0,1,1,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,auto,11,34,nan,nan,NA,NA,0.8717948717948718,550.5142209529877
1,0,1,0,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,log2,19,11,nan,nan,NA,NA,0.9242979242979243,556.0667805671692
1,0,1,0,1,1,0,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.7716727716727717,560.3432312011719
0,1,1,1,0,0,1,1,0,1,0,1,nnClassifier,relu,NA,8,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.6898656898656899,564.9435625076294
1,1,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,log2,15,10,nan,nan,NA,NA,0.9206349206349206,571.1599888801575
0,1,1,1,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,sqrt,10,17,nan,nan,NA,NA,0.9242979242979243,576.7918157577515
0,0,1,1,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,log2,8,29,nan,nan,NA,NA,0.905982905982906,582.6178915500641
0,0,1,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,auto,6,6,nan,nan,NA,NA,0.9267399267399268,588.2664167881012
1,1,1,1,0,0,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,log2,15,11,nan,nan,NA,NA,0.8974358974358975,593.4024362564087
1,1,1,0,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,sqrt,14,2,nan,nan,NA,NA,0.9218559218559218,598.5982103347778
1,0,1,0,1,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,auto,2,20,nan,nan,NA,NA,0.9181929181929182,604.0484044551849
0,1,1,1,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,log2,1,32,nan,nan,NA,NA,0.9316239316239316,609.3812787532806
0,1,1,0,1,1,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,auto,8,33,nan,nan,NA,NA,0.9157509157509157,615.1273746490479
