feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,1,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,sqrt,14,25,nan,nan,NA,NA,0.894993894993895,6.58796238899231
0,0,0,1,0,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,log2,18,21,nan,nan,NA,NA,0.8669108669108669,12.038523197174072
1,1,0,0,1,0,1,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,6,NA,distance,0.7875457875457875,16.39529800415039
0,0,0,0,0,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,sqrt,16,23,nan,nan,NA,NA,0.8669108669108669,21.494469165802002
1,1,0,1,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,auto,7,25,nan,nan,NA,NA,0.8852258852258852,26.394952297210693
0,1,1,0,0,1,0,1,1,0,1,1,nnClassifier,tanh,NA,19,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6019536019536019,35.48180437088013
0,1,1,0,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,auto,9,21,nan,nan,NA,NA,0.9120879120879121,41.49146342277527
0,1,1,1,1,0,0,0,0,1,1,1,nnClassifier,logistic,NA,12,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.5946275946275946,78.71534872055054
0,0,1,0,1,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,log2,4,17,nan,nan,NA,NA,0.9035409035409036,84.80822896957397
1,0,1,1,1,1,0,0,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.7472527472527473,90.15790677070618
