feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,0,0,0,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,auto,16,23,nan,nan,NA,NA,0.7387057387057387,95.7680013179779
1,1,1,0,0,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,log2,9,17,nan,nan,NA,NA,0.8986568986568987,102.32924294471741
0,1,1,1,1,1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,35,auto,12,13,nan,nan,NA,NA,0.9023199023199023,108.33271741867065
1,1,0,1,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,log2,6,37,nan,nan,NA,NA,0.8937728937728938,114.18783450126648
1,1,1,1,0,1,0,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,6,NA,distance,0.7826617826617827,119.07749652862549
0,1,0,1,0,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,9,3,nan,nan,NA,NA,0.9047619047619048,124.6803183555603
1,1,1,0,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,log2,4,13,nan,nan,NA,NA,0.9120879120879121,131.06471586227417
0,1,1,1,0,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,auto,13,8,nan,nan,NA,NA,0.9072039072039072,136.75787949562073
1,1,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,auto,3,2,nan,nan,NA,NA,0.9084249084249084,142.9339325428009
0,1,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,sqrt,16,18,nan,nan,NA,NA,0.9157509157509157,149.16338682174683
0,1,0,0,0,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,log2,1,3,nan,nan,NA,NA,0.884004884004884,155.76709818840027
1,1,1,0,1,0,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,16,16,nan,nan,NA,NA,0.8290598290598291,161.4200882911682
0,1,1,1,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,sqrt,16,13,nan,nan,NA,NA,0.9023199023199023,167.53543400764465
0,1,1,0,0,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,sqrt,10,29,nan,nan,NA,NA,0.8266178266178266,173.35006976127625
0,1,1,1,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,auto,16,16,nan,nan,NA,NA,0.9023199023199023,179.06394481658936
0,1,1,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,92,sqrt,8,21,nan,nan,NA,NA,0.9120879120879121,185.12111687660217
1,1,1,1,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,15,18,nan,nan,NA,NA,0.9047619047619048,191.1369481086731
1,0,0,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,auto,17,20,nan,nan,NA,NA,0.9023199023199023,196.8708860874176
0,0,0,0,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,sqrt,7,23,nan,nan,NA,NA,0.9084249084249084,202.33955812454224
0,1,0,1,0,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,log2,19,11,nan,nan,NA,NA,0.8327228327228328,207.71897625923157
0,1,1,0,1,1,1,1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.7948717948717948,212.61896514892578
0,0,1,0,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,auto,11,18,nan,nan,NA,NA,0.9072039072039072,218.41190361976624
0,0,1,0,1,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,auto,7,23,nan,nan,NA,NA,0.8498168498168498,224.11961960792542
1,1,0,1,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,sqrt,16,22,nan,nan,NA,NA,0.8986568986568987,229.95875239372253
0,0,0,0,0,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,2,4,nan,nan,NA,NA,0.894993894993895,235.95010018348694
0,0,1,0,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,log2,6,4,nan,nan,NA,NA,0.905982905982906,241.84735083580017
1,1,1,0,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,41,auto,7,4,nan,nan,NA,NA,0.9084249084249084,247.5297122001648
0,1,1,1,0,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,auto,8,8,nan,nan,NA,NA,0.8315018315018315,252.66989731788635
1,1,1,0,1,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,sqrt,12,16,nan,nan,NA,NA,0.9047619047619048,258.5551061630249
0,1,0,0,0,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,log2,4,21,nan,nan,NA,NA,0.884004884004884,264.3006465435028
0,0,1,1,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,log2,17,5,nan,nan,NA,NA,0.8925518925518926,270.4188268184662
0,1,1,0,1,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,auto,11,24,nan,nan,NA,NA,0.9108669108669109,275.8423399925232
0,1,1,1,1,1,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,sqrt,10,24,nan,nan,NA,NA,0.8986568986568987,281.7095899581909
1,1,1,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,sqrt,13,21,nan,nan,NA,NA,0.9157509157509157,287.8753778934479
0,1,1,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,sqrt,15,23,nan,nan,NA,NA,0.9010989010989011,293.1515564918518
1,1,1,1,0,1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,log2,3,32,nan,nan,NA,NA,0.9023199023199023,298.5764319896698
0,0,1,1,0,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,sqrt,16,23,nan,nan,NA,NA,0.8913308913308914,304.0891454219818
0,1,0,0,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,auto,16,26,nan,nan,NA,NA,0.9010989010989011,309.943097114563
0,1,1,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,auto,9,18,nan,nan,NA,NA,0.9181929181929182,315.78554797172546
1,1,1,0,0,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,33,log2,4,34,nan,nan,NA,NA,0.905982905982906,321.5684518814087
1,1,1,0,0,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,auto,19,40,nan,nan,NA,NA,0.9047619047619048,327.454509973526
1,0,1,0,1,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,sqrt,18,30,nan,nan,NA,NA,0.9047619047619048,333.44879937171936
0,1,0,0,0,1,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,15,14,nan,nan,NA,NA,0.8315018315018315,338.80886363983154
1,0,1,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,12,29,nan,nan,NA,NA,0.9072039072039072,344.55682611465454
0,1,0,0,1,1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,7,2,nan,nan,NA,NA,0.8962148962148963,350.42665934562683
1,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,auto,16,3,nan,nan,NA,NA,0.8998778998778999,356.0252103805542
1,0,1,0,1,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,auto,20,26,nan,nan,NA,NA,0.9108669108669109,361.33334851264954
1,0,1,0,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,16,34,nan,nan,NA,NA,0.905982905982906,367.00063395500183
1,1,0,1,0,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,2,33,nan,nan,NA,NA,0.8986568986568987,373.16545724868774
1,1,0,1,1,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,auto,7,18,nan,nan,NA,NA,0.9023199023199023,379.30403995513916
1,0,0,0,0,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,sqrt,16,23,nan,nan,NA,NA,0.8571428571428571,384.95636892318726
0,1,0,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,auto,17,23,nan,nan,NA,NA,0.8986568986568987,390.5601496696472
1,0,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,auto,15,36,nan,nan,NA,NA,0.9035409035409036,395.5251655578613
1,0,1,0,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,log2,14,22,nan,nan,NA,NA,0.9072039072039072,401.13285636901855
1,1,1,1,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,log2,16,35,nan,nan,NA,NA,0.8962148962148963,406.5461423397064
0,1,0,1,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,22,auto,15,34,nan,nan,NA,NA,0.9010989010989011,412.7889380455017
1,0,1,0,1,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,auto,4,8,nan,nan,NA,NA,0.905982905982906,418.3220431804657
0,0,1,1,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,auto,20,24,nan,nan,NA,NA,0.8986568986568987,423.73832988739014
1,1,1,0,0,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,auto,20,6,nan,nan,NA,NA,0.905982905982906,429.26034903526306
1,1,1,0,1,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,auto,19,32,nan,nan,NA,NA,0.905982905982906,434.88403844833374
1,0,0,1,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,auto,16,10,nan,nan,NA,NA,0.9023199023199023,440.6279149055481
0,1,1,0,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,1,29,nan,nan,NA,NA,0.9206349206349206,446.46993470191956
0,0,1,0,1,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,sqrt,17,13,nan,nan,NA,NA,0.8962148962148963,451.80429697036743
1,1,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,auto,19,31,nan,nan,NA,NA,0.9084249084249084,457.45175790786743
1,1,0,0,0,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,sqrt,11,4,nan,nan,NA,NA,0.8876678876678876,463.01737093925476
0,1,1,0,1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,auto,12,25,nan,nan,NA,NA,0.8656898656898657,469.04151010513306
0,1,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,sqrt,7,2,nan,nan,NA,NA,0.9120879120879121,474.7597584724426
1,1,1,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,auto,1,18,nan,nan,NA,NA,0.905982905982906,480.21157145500183
1,0,0,1,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,auto,11,28,nan,nan,NA,NA,0.8998778998778999,486.43340039253235
1,0,1,0,1,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,33,auto,18,37,nan,nan,NA,NA,0.9035409035409036,492.1853370666504
1,1,1,0,1,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,auto,18,30,nan,nan,NA,NA,0.9010989010989011,497.6938636302948
1,1,0,1,1,1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,log2,16,2,nan,nan,NA,NA,0.8974358974358975,503.22325682640076
0,0,0,0,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,auto,6,32,nan,nan,NA,NA,0.8974358974358975,508.781626701355
0,1,1,1,0,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,auto,8,39,nan,nan,NA,NA,0.8913308913308914,514.2756872177124
1,1,1,0,1,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,auto,18,14,nan,nan,NA,NA,0.9023199023199023,519.5489635467529
0,1,0,1,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,27,auto,5,8,nan,nan,NA,NA,0.8986568986568987,525.3178482055664
0,1,0,0,1,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,log2,8,30,nan,nan,NA,NA,0.9047619047619048,530.8820974826813
1,0,0,0,1,0,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,auto,17,4,nan,nan,NA,NA,0.873015873015873,536.205399274826
1,0,0,1,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,2,2,nan,nan,NA,NA,0.8681318681318682,540.8870549201965
1,0,1,0,1,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,auto,7,33,nan,nan,NA,NA,0.9035409035409036,546.4362118244171
0,0,1,0,0,1,1,1,1,1,1,1,nnClassifier,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.6166056166056166,554.5056755542755
0,0,1,0,1,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,log2,1,29,nan,nan,NA,NA,0.8290598290598291,560.4305863380432
0,1,0,0,0,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,sqrt,19,12,nan,nan,NA,NA,0.8827838827838828,565.5763192176819
0,1,1,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,sqrt,15,2,nan,nan,NA,NA,0.8962148962148963,570.1488039493561
0,1,0,0,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,auto,9,16,nan,nan,NA,NA,0.8974358974358975,575.62109375
1,1,1,0,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,log2,14,4,nan,nan,NA,NA,0.9108669108669109,581.1563396453857
0,1,0,1,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,auto,12,31,nan,nan,NA,NA,0.8974358974358975,586.4173958301544
1,1,1,1,1,1,1,0,0,0,1,0,nnClassifier,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.6178266178266179,630.0590815544128
0,1,0,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,auto,15,10,nan,nan,NA,NA,0.8998778998778999,635.6489796638489
1,0,0,1,1,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,auto,10,22,nan,nan,NA,NA,0.8937728937728938,640.5831468105316
