feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,0,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,sqrt,14,38,nan,nan,NA,NA,0.8986568986568987,6.479991912841797
0,1,0,0,1,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,14,sqrt,2,32,nan,nan,NA,NA,0.8925518925518926,12.594200849533081
0,0,1,1,1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,log2,20,39,nan,nan,NA,NA,0.9023199023199023,18.724524974822998
1,1,1,1,1,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,88,log2,9,3,nan,nan,NA,NA,0.8962148962148963,24.83142328262329
1,0,0,1,0,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,20,18,nan,nan,NA,NA,0.8485958485958486,30.630413055419922
1,1,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,14,log2,20,32,nan,nan,NA,NA,0.8901098901098901,37.055899143218994
1,0,1,1,0,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,log2,6,19,nan,nan,NA,NA,0.9108669108669109,42.840429067611694
0,1,0,0,0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,auto,5,33,nan,nan,NA,NA,0.8583638583638583,48.3985435962677
1,0,0,1,1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,auto,15,33,nan,nan,NA,NA,0.884004884004884,53.679359912872314
1,1,1,1,1,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,auto,7,13,nan,nan,NA,NA,0.8632478632478633,59.87887358665466
1,0,1,0,1,1,1,0,1,0,0,0,nnClassifier,relu,NA,25,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.557997557997558,68.02608132362366
1,0,0,1,0,1,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.7191697191697192,72.62334823608398
1,1,1,1,0,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,log2,2,25,nan,nan,NA,NA,0.9108669108669109,78.75002193450928
1,0,0,0,0,1,0,1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7472527472527473,83.7962875366211
1,1,1,0,0,0,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,log2,19,38,nan,nan,NA,NA,0.8559218559218559,89.76665019989014
