feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,1,1,0,1,1,1,0,1,0,nnClassifier,relu,NA,14,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.608058608058608,33.84734320640564
0,1,1,0,1,0,0,0,1,1,1,1,nnClassifier,tanh,NA,25,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.5982905982905983,43.43623995780945
0,0,1,0,1,1,0,0,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.796092796092796,48.71223735809326
1,1,1,0,1,1,0,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,8,NA,distance,0.7619047619047619,53.31863045692444
0,0,1,1,1,1,0,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.8205128205128205,57.9868483543396
1,0,1,1,0,1,0,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.7777777777777778,62.65527367591858
0,1,1,1,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,auto,3,24,nan,nan,NA,NA,0.9108669108669109,68.8777847290039
0,0,1,1,0,0,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,auto,16,37,nan,nan,NA,NA,0.8534798534798534,74.83040142059326
0,1,0,1,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,log2,11,17,nan,nan,NA,NA,0.8974358974358975,80.63249492645264
1,1,0,0,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,auto,10,22,nan,nan,NA,NA,0.8876678876678876,86.39603590965271
1,1,1,1,0,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,sqrt,1,14,nan,nan,NA,NA,0.8998778998778999,91.89387059211731
1,1,1,0,1,0,1,1,0,1,1,1,nnClassifier,logistic,NA,21,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.6056166056166056,117.10073685646057
1,0,1,0,1,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,log2,2,38,nan,nan,NA,NA,0.9108669108669109,122.5173089504242
1,0,0,0,0,0,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,auto,5,35,nan,nan,NA,NA,0.8156288156288156,128.35058879852295
1,1,0,1,0,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,log2,4,34,nan,nan,NA,NA,0.8693528693528694,134.30442452430725
1,1,0,0,1,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,sqrt,6,35,nan,nan,NA,NA,0.9010989010989011,139.78149104118347
0,0,0,0,1,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,auto,3,39,nan,nan,NA,NA,0.8253968253968254,145.71148371696472
1,1,1,1,1,0,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,auto,8,6,nan,nan,NA,NA,0.8901098901098901,152.0642967224121
0,1,0,0,0,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,auto,3,31,nan,nan,NA,NA,0.7814407814407814,158.00906801223755
0,1,1,0,0,1,1,0,1,0,1,1,nnClassifier,tanh,NA,10,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.6178266178266179,167.81443810462952
1,1,0,0,1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,sqrt,5,15,nan,nan,NA,NA,0.9108669108669109,173.51518535614014
0,1,1,0,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,auto,3,17,nan,nan,NA,NA,0.8876678876678876,179.7006561756134
0,1,1,0,0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,auto,3,24,nan,nan,NA,NA,0.9120879120879121,185.35113739967346
1,1,1,1,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,sqrt,5,31,nan,nan,NA,NA,0.9084249084249084,191.035058259964
1,0,0,0,1,0,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,log2,1,3,nan,nan,NA,NA,0.8717948717948718,196.65812349319458
1,1,1,0,1,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,log2,2,18,nan,nan,NA,NA,0.9096459096459096,202.77372789382935
1,1,1,1,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,12,22,nan,nan,NA,NA,0.9157509157509157,208.69455575942993
1,0,1,1,0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,log2,14,33,nan,nan,NA,NA,0.9096459096459096,214.29877924919128
0,1,1,0,1,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,auto,2,29,nan,nan,NA,NA,0.9047619047619048,219.92959928512573
1,0,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,log2,5,20,nan,nan,NA,NA,0.9108669108669109,225.88918662071228
1,0,1,0,1,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,sqrt,16,30,nan,nan,NA,NA,0.9120879120879121,231.86709094047546
1,1,0,1,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,log2,2,32,nan,nan,NA,NA,0.8815628815628815,237.47136878967285
1,1,0,1,1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,87,auto,7,20,nan,nan,NA,NA,0.8998778998778999,243.53866815567017
1,0,1,1,0,1,1,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,28,NA,nan,NA,nan,nan,nan,6,NA,distance,0.7496947496947497,248.47726011276245
0,1,1,0,0,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,74,log2,17,36,nan,nan,NA,NA,0.905982905982906,254.04899954795837
0,1,1,1,1,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,sqrt,3,11,nan,nan,NA,NA,0.9096459096459096,260.003849029541
1,0,1,0,0,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,log2,20,17,nan,nan,NA,NA,0.8998778998778999,265.62885785102844
0,0,1,0,0,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,sqrt,3,17,nan,nan,NA,NA,0.8363858363858364,272.1195180416107
1,1,1,0,0,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,auto,4,21,nan,nan,NA,NA,0.905982905982906,278.08849239349365
1,0,0,0,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,sqrt,19,31,nan,nan,NA,NA,0.8986568986568987,283.9475555419922
0,0,1,1,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,log2,16,32,nan,nan,NA,NA,0.9133089133089133,290.2061285972595
0,1,1,1,0,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,sqrt,6,37,nan,nan,NA,NA,0.9035409035409036,296.25246381759644
0,1,1,0,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,auto,18,26,nan,nan,NA,NA,0.8998778998778999,302.08981251716614
0,1,0,0,1,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,77,auto,8,33,nan,nan,NA,NA,0.8864468864468864,307.55466961860657
0,1,1,1,1,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,auto,5,18,nan,nan,NA,NA,0.8791208791208791,312.9824798107147
1,1,1,0,0,0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,sqrt,10,12,nan,nan,NA,NA,0.8913308913308914,319.03156089782715
0,1,0,1,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,auto,1,7,nan,nan,NA,NA,0.8962148962148963,324.81617045402527
1,1,0,0,0,0,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,auto,8,9,nan,nan,NA,NA,0.818070818070818,330.85184621810913
0,1,1,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,auto,4,11,nan,nan,NA,NA,0.9084249084249084,336.31455969810486
1,0,0,0,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,log2,4,15,nan,nan,NA,NA,0.8693528693528694,341.8613953590393
0,0,1,0,1,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,76,log2,16,35,nan,nan,NA,NA,0.851037851037851,347.4626715183258
0,1,1,1,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,log2,2,6,nan,nan,NA,NA,0.9035409035409036,353.64362478256226
0,1,1,0,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,sqrt,5,19,nan,nan,NA,NA,0.9145299145299145,359.59635853767395
0,0,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,auto,4,8,nan,nan,NA,NA,0.9035409035409036,365.40325808525085
0,1,1,1,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,14,11,nan,nan,NA,NA,0.9120879120879121,370.88048100471497
0,1,1,0,1,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,log2,3,34,nan,nan,NA,NA,0.9035409035409036,376.83682513237
0,0,1,1,1,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,auto,4,22,nan,nan,NA,NA,0.9096459096459096,383.2922043800354
