feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,1,1,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,auto,2,10,nan,nan,NA,NA,0.8583638583638583,389.43105721473694
1,1,0,0,0,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,sqrt,3,36,nan,nan,NA,NA,0.8864468864468864,395.0441541671753
1,1,0,0,0,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,auto,15,21,nan,nan,NA,NA,0.884004884004884,400.2801675796509
0,0,1,1,1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,42,sqrt,4,19,nan,nan,NA,NA,0.9084249084249084,406.4529240131378
1,0,1,0,1,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,log2,8,30,nan,nan,NA,NA,0.8998778998778999,412.19749546051025
1,1,1,1,1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,auto,3,32,nan,nan,NA,NA,0.9108669108669109,418.4107530117035
1,0,1,1,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,sqrt,6,26,nan,nan,NA,NA,0.9072039072039072,424.1463210582733
0,1,1,0,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,27,sqrt,1,19,nan,nan,NA,NA,0.8644688644688645,430.3455641269684
1,0,1,0,1,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,auto,3,14,nan,nan,NA,NA,0.9035409035409036,435.89469504356384
1,1,0,0,0,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,auto,7,21,nan,nan,NA,NA,0.8522588522588522,441.3434908390045
0,0,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,auto,2,2,nan,nan,NA,NA,0.9181929181929182,447.65570425987244
1,0,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,18,sqrt,16,39,nan,nan,NA,NA,0.9157509157509157,453.9123547077179
1,0,1,1,1,1,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,81,auto,9,36,nan,nan,NA,NA,0.9157509157509157,459.8318283557892
1,1,1,0,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,57,auto,3,21,nan,nan,NA,NA,0.8778998778998779,466.3051998615265
0,0,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,sqrt,5,28,nan,nan,NA,NA,0.905982905982906,472.20523738861084
0,1,0,1,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,sqrt,10,27,nan,nan,NA,NA,0.8986568986568987,477.7626974582672
1,0,0,1,1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,auto,1,32,nan,nan,NA,NA,0.905982905982906,483.2682251930237
1,1,0,0,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,log2,4,40,nan,nan,NA,NA,0.8937728937728938,489.0441007614136
1,1,0,1,0,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,auto,7,21,nan,nan,NA,NA,0.8791208791208791,495.0561420917511
1,0,1,1,1,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,auto,20,3,nan,nan,NA,NA,0.8962148962148963,500.7593688964844
0,0,1,0,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,sqrt,10,35,nan,nan,NA,NA,0.9145299145299145,506.53205919265747
0,0,1,0,0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,14,9,nan,nan,NA,NA,0.9084249084249084,512.4129619598389
1,1,1,1,1,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,auto,17,31,nan,nan,NA,NA,0.9157509157509157,518.3688547611237
0,0,1,1,0,1,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,2,22,nan,nan,NA,NA,0.8888888888888888,523.3661522865295
1,1,1,1,0,0,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,11,35,nan,nan,NA,NA,0.8449328449328449,528.0456573963165
1,0,1,0,1,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,57,log2,12,39,nan,nan,NA,NA,0.9145299145299145,533.7754218578339
0,1,0,0,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,log2,6,19,nan,nan,NA,NA,0.8925518925518926,539.8925495147705
0,1,0,0,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,log2,20,12,nan,nan,NA,NA,0.8962148962148963,545.2762320041656
0,1,0,1,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,74,sqrt,16,36,nan,nan,NA,NA,0.8962148962148963,550.8755829334259
0,0,1,0,1,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,12,39,nan,nan,NA,NA,0.905982905982906,556.2059872150421
0,1,0,0,1,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,auto,12,35,nan,nan,NA,NA,0.8974358974358975,561.734160900116
1,0,0,1,0,1,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,sqrt,5,12,nan,nan,NA,NA,0.8534798534798534,567.3806755542755
1,1,0,0,0,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,sqrt,4,4,nan,nan,NA,NA,0.8595848595848596,573.1101264953613
0,1,1,1,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,sqrt,7,40,nan,nan,NA,NA,0.8864468864468864,578.0054969787598
1,0,1,1,0,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,8,37,nan,nan,NA,NA,0.8998778998778999,583.4467995166779
0,0,1,0,0,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,auto,2,31,nan,nan,NA,NA,0.8681318681318682,588.3733954429626
0,1,1,0,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,log2,4,38,nan,nan,NA,NA,0.9023199023199023,594.1804840564728
1,1,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,8,7,nan,nan,NA,NA,0.9010989010989011,599.4263138771057
0,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,sqrt,17,35,nan,nan,NA,NA,0.9096459096459096,604.6868226528168
1,1,0,1,0,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,log2,2,17,nan,nan,NA,NA,0.8913308913308914,610.0549128055573
0,0,1,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,auto,4,4,nan,nan,NA,NA,0.9035409035409036,615.6493995189667
1,0,1,1,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,sqrt,18,3,nan,nan,NA,NA,0.9084249084249084,621.240208864212
1,0,1,0,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,auto,1,6,nan,nan,NA,NA,0.9181929181929182,626.6361417770386
