feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,0,1,0,0,0,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,4,NA,distance,0.73992673992674,5.541532754898071
1,0,1,0,0,1,0,1,0,1,1,0,nnClassifier,tanh,NA,22,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.6043956043956044,28.098631858825684
0,0,0,0,1,1,1,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,12,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.7643467643467643,33.324382305145264
1,0,0,0,0,1,0,1,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.7130647130647131,37.93308091163635
0,1,1,1,0,1,1,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.7704517704517705,43.10200071334839
0,0,0,1,0,0,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.7533577533577533,48.23900365829468
0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,log2,5,9,nan,nan,NA,NA,0.9267399267399268,54.65993523597717
0,1,1,0,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,auto,5,8,nan,nan,NA,NA,0.8656898656898657,61.13402342796326
1,0,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,log2,9,10,nan,nan,NA,NA,0.9206349206349206,66.98678708076477
0,0,0,1,0,1,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,1,37,nan,nan,NA,NA,0.9194139194139194,73.21916127204895
1,1,0,1,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,5,7,nan,nan,NA,NA,0.9218559218559218,79.45894026756287
1,0,1,1,0,1,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,log2,12,25,nan,nan,NA,NA,0.8778998778998779,85.21269989013672
0,0,0,1,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,auto,8,16,nan,nan,NA,NA,0.9194139194139194,91.42782783508301
0,1,1,0,1,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,auto,1,33,nan,nan,NA,NA,0.9120879120879121,97.39363861083984
1,1,1,1,1,0,1,0,1,0,0,1,nnClassifier,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.5970695970695971,105.26517486572266
0,0,0,0,0,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,3,37,nan,nan,NA,NA,0.8498168498168498,110.27067136764526
0,0,1,0,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,sqrt,8,11,nan,nan,NA,NA,0.9291819291819292,116.04201459884644
1,0,0,0,0,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,7,38,nan,nan,NA,NA,0.894993894993895,122.20458173751831
0,1,1,1,0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,sqrt,4,15,nan,nan,NA,NA,0.9157509157509157,128.01039242744446
0,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,11,31,nan,nan,NA,NA,0.9206349206349206,133.92051362991333
0,0,0,0,0,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,2,12,nan,nan,NA,NA,0.8485958485958486,139.8242576122284
0,0,1,0,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,log2,10,28,nan,nan,NA,NA,0.8962148962148963,146.07408690452576
0,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,auto,9,31,nan,nan,NA,NA,0.9267399267399268,151.6684067249298
0,0,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,log2,4,30,nan,nan,NA,NA,0.9157509157509157,157.9630889892578
0,0,0,1,1,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,6,16,nan,nan,NA,NA,0.8925518925518926,163.34742164611816
0,0,0,0,0,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,5,17,nan,nan,NA,NA,0.8876678876678876,170.01492977142334
1,0,0,1,1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,sqrt,5,34,nan,nan,NA,NA,0.9145299145299145,177.33521580696106
0,1,0,1,1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,54,log2,8,27,nan,nan,NA,NA,0.8888888888888888,183.3553557395935
0,1,0,1,1,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,log2,8,9,nan,nan,NA,NA,0.9255189255189256,189.70238280296326
0,0,0,1,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,sqrt,6,3,nan,nan,NA,NA,0.9255189255189256,196.10120153427124
0,0,0,1,1,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,27,sqrt,10,17,nan,nan,NA,NA,0.8559218559218559,201.98956775665283
0,0,0,1,1,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,auto,16,5,nan,nan,NA,NA,0.9023199023199023,207.59003520011902
0,0,0,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,sqrt,11,12,nan,nan,NA,NA,0.9242979242979243,213.3508656024933
0,1,0,0,1,1,1,0,1,1,1,0,nnClassifier,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.6043956043956044,225.79380893707275
0,1,1,0,0,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,log2,6,33,nan,nan,NA,NA,0.9133089133089133,232.59351134300232
0,0,1,0,0,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,2,9,nan,nan,NA,NA,0.9010989010989011,238.59887766838074
0,1,0,1,1,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,log2,5,8,nan,nan,NA,NA,0.8803418803418803,244.40022373199463
0,0,0,1,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,auto,9,7,nan,nan,NA,NA,0.9255189255189256,251.37737202644348
1,1,1,0,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,log2,13,8,nan,nan,NA,NA,0.9133089133089133,257.59866285324097
0,0,0,0,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,auto,13,15,nan,nan,NA,NA,0.9120879120879121,263.4555923938751
0,1,0,0,1,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,sqrt,15,23,nan,nan,NA,NA,0.9194139194139194,270.1462984085083
0,1,0,0,1,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,9,6,nan,nan,NA,NA,0.8473748473748474,275.70076537132263
0,1,0,0,1,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,sqrt,10,11,nan,nan,NA,NA,0.9157509157509157,281.53158044815063
