feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,1,0,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,26,log2,5,7,nan,nan,NA,NA,0.851037851037851,287.8189833164215
0,0,0,1,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,82,sqrt,7,2,nan,nan,NA,NA,0.905982905982906,294.1047055721283
1,1,1,0,0,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,auto,5,2,nan,nan,NA,NA,0.9181929181929182,299.6630907058716
0,1,1,0,0,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,sqrt,1,11,nan,nan,NA,NA,0.9157509157509157,305.0670862197876
0,1,0,1,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,auto,8,32,nan,nan,NA,NA,0.9035409035409036,310.977171421051
0,1,1,0,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,auto,8,17,nan,nan,NA,NA,0.8974358974358975,316.39196515083313
1,1,0,1,0,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,20,log2,1,40,nan,nan,NA,NA,0.9047619047619048,322.0662770271301
1,0,0,0,1,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,log2,9,5,nan,nan,NA,NA,0.8742368742368742,327.9584069252014
0,0,0,0,1,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,58,auto,18,38,nan,nan,NA,NA,0.9133089133089133,334.1210916042328
0,1,0,0,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,sqrt,6,19,nan,nan,NA,NA,0.905982905982906,340.275009393692
0,1,0,1,0,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,log2,8,2,nan,nan,NA,NA,0.9157509157509157,346.2945747375488
0,0,1,1,0,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,sqrt,6,24,nan,nan,NA,NA,0.9194139194139194,351.78765535354614
0,0,0,1,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,auto,4,6,nan,nan,NA,NA,0.9084249084249084,358.8378577232361
0,1,1,0,0,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,log2,7,11,nan,nan,NA,NA,0.8901098901098901,365.0130715370178
0,0,1,0,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,sqrt,7,23,nan,nan,NA,NA,0.9169719169719169,370.6450011730194
0,0,0,0,0,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,log2,4,34,nan,nan,NA,NA,0.8864468864468864,376.3769917488098
0,0,0,1,1,1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,auto,10,19,nan,nan,NA,NA,0.9169719169719169,382.72092723846436
1,1,0,0,1,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,2,7,nan,nan,NA,NA,0.9230769230769231,388.6434712409973
1,0,0,0,1,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,7,18,nan,nan,NA,NA,0.9133089133089133,394.89704418182373
0,0,0,0,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,log2,5,13,nan,nan,NA,NA,0.9145299145299145,400.69931721687317
0,1,1,1,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,log2,2,19,nan,nan,NA,NA,0.9157509157509157,406.5098180770874
1,1,0,0,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,log2,4,3,nan,nan,NA,NA,0.9181929181929182,412.4194657802582
1,0,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,auto,6,4,nan,nan,NA,NA,0.9120879120879121,418.29238200187683
1,0,0,1,0,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,auto,9,16,nan,nan,NA,NA,0.9035409035409036,424.05318236351013
1,0,1,1,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,sqrt,16,9,nan,nan,NA,NA,0.9206349206349206,430.99223375320435
0,0,0,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,auto,10,2,nan,nan,NA,NA,0.9169719169719169,437.52501368522644
0,1,0,0,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,log2,8,3,nan,nan,NA,NA,0.9023199023199023,443.8266761302948
1,1,0,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,auto,9,3,nan,nan,NA,NA,0.9169719169719169,450.2914094924927
1,0,1,1,1,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,auto,3,7,nan,nan,NA,NA,0.9169719169719169,456.1521384716034
0,0,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,sqrt,11,10,nan,nan,NA,NA,0.9084249084249084,462.6656391620636
0,0,1,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,log2,5,8,nan,nan,NA,NA,0.9255189255189256,469.1419949531555
1,0,1,1,1,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,28,log2,20,5,nan,nan,NA,NA,0.8766788766788767,475.68636751174927
0,0,0,1,1,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,log2,17,11,nan,nan,NA,NA,0.9120879120879121,481.69203424453735
0,1,0,1,1,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,sqrt,10,37,nan,nan,NA,NA,0.9120879120879121,488.11085653305054
1,1,1,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,sqrt,2,6,nan,nan,NA,NA,0.9291819291819292,494.3040487766266
1,0,1,0,1,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,sqrt,1,24,nan,nan,NA,NA,0.9181929181929182,500.21139216423035
1,1,1,0,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,sqrt,12,2,nan,nan,NA,NA,0.9157509157509157,506.094345331192
0,1,0,0,0,1,1,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,log2,4,18,nan,nan,NA,NA,0.8522588522588522,512.1080486774445
1,1,1,1,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,sqrt,20,13,nan,nan,NA,NA,0.9157509157509157,518.0233240127563
1,0,1,0,1,0,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,log2,6,4,nan,nan,NA,NA,0.8962148962148963,524.1086721420288
1,0,0,0,1,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,sqrt,3,21,nan,nan,NA,NA,0.905982905982906,530.1290628910065
0,0,0,0,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,log2,11,19,nan,nan,NA,NA,0.9169719169719169,535.674998998642
1,1,1,0,1,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,log2,2,5,nan,nan,NA,NA,0.9206349206349206,540.9598715305328
1,1,1,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,22,log2,8,17,nan,nan,NA,NA,0.9206349206349206,547.166196346283
0,0,1,1,1,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,log2,2,4,nan,nan,NA,NA,0.8901098901098901,553.5722615718842
1,1,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,8,18,nan,nan,NA,NA,0.9230769230769231,559.089849948883
0,0,0,0,1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,log2,1,16,nan,nan,NA,NA,0.9194139194139194,565.4235484600067
0,0,0,1,1,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,log2,15,17,nan,nan,NA,NA,0.9169719169719169,571.1343967914581
0,0,0,1,0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,58,log2,14,8,nan,nan,NA,NA,0.9072039072039072,577.3048260211945
1,1,1,0,1,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,log2,2,11,nan,nan,NA,NA,0.9194139194139194,582.6374244689941
0,1,1,0,0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,sqrt,4,18,nan,nan,NA,NA,0.9181929181929182,587.707551240921
0,1,0,0,0,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,14,sqrt,9,5,nan,nan,NA,NA,0.8522588522588522,593.9004557132721
1,1,0,0,0,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,sqrt,11,5,nan,nan,NA,NA,0.8717948717948718,599.2785062789917
1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,2,31,nan,nan,NA,NA,0.9120879120879121,604.8109400272369
0,0,0,0,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,sqrt,9,6,nan,nan,NA,NA,0.9072039072039072,609.9272062778473
0,0,0,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,sqrt,5,36,nan,nan,NA,NA,0.9169719169719169,615.7016179561615
1,1,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,sqrt,14,3,nan,nan,NA,NA,0.9181929181929182,621.0512492656708
