activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,0,1,1,12,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9230769230769231
tanh,auto,10,gini,0,1,0,0,0,1,0,1,1,1,0,1,11,adaptive,99,log2,5,26,randomForestClassifier,4,4,sgd,distance,0.9181929181929182
tanh,auto,10,gini,0,1,0,0,0,1,0,1,1,1,0,1,11,adaptive,99,log2,5,26,randomForestClassifier,4,4,sgd,distance,0.9181929181929182
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,0,0,1,1,36,invscaling,37,auto,20,26,randomForestClassifier,1,5,lbfgs,uniform,0.9157509157509157
logistic,kd_tree,26,entropy,1,0,0,1,1,1,0,0,1,0,1,1,35,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9133089133089133
logistic,auto,26,entropy,1,0,0,1,1,1,0,0,1,0,1,1,35,invscaling,44,auto,12,24,randomForestClassifier,4,5,sgd,uniform,0.9133089133089133
relu,ball_tree,9,gini,1,1,1,1,0,1,1,0,0,1,1,0,34,invscaling,40,auto,2,3,randomForestClassifier,5,3,lbfgs,uniform,0.9133089133089133
identity,auto,29,entropy,1,0,1,0,1,1,0,1,0,0,1,1,36,invscaling,37,auto,20,26,randomForestClassifier,1,5,lbfgs,uniform,0.9133089133089133
logistic,ball_tree,26,entropy,1,0,0,1,1,1,0,0,1,1,1,1,36,invscaling,72,sqrt,12,30,randomForestClassifier,10,8,adam,uniform,0.9120879120879121
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,0,0,1,0,34,invscaling,40,auto,2,3,randomForestClassifier,5,3,lbfgs,uniform,0.9108669108669109
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,1,0,1,11,adaptive,99,sqrt,5,26,randomForestClassifier,4,4,sgd,distance,0.9267399267399268
tanh,auto,10,gini,0,1,1,0,0,0,0,1,1,1,0,1,11,adaptive,99,log2,5,17,randomForestClassifier,4,4,sgd,distance,0.8559218559218559
tanh,auto,10,gini,0,1,0,0,0,1,0,1,0,0,1,1,36,constant,37,auto,20,26,randomForestClassifier,1,5,lbfgs,uniform,0.8925518925518926
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,0,1,1,35,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9230769230769231
logistic,kd_tree,26,entropy,1,0,0,1,1,1,0,0,1,0,1,1,35,invscaling,44,auto,12,24,randomForestClassifier,4,5,adam,uniform,0.9133089133089133
logistic,auto,26,entropy,1,0,0,1,1,1,0,0,0,1,1,0,34,invscaling,40,auto,8,3,randomForestClassifier,5,3,lbfgs,uniform,0.8962148962148963
relu,ball_tree,9,gini,1,1,1,1,0,1,1,0,0,0,1,1,33,invscaling,37,auto,20,20,randomForestClassifier,1,5,lbfgs,uniform,0.9108669108669109
identity,auto,29,entropy,1,0,1,0,1,1,0,1,1,1,1,1,36,invscaling,89,log2,12,30,randomForestClassifier,10,8,adam,uniform,0.9206349206349206
logistic,ball_tree,26,entropy,1,0,0,1,1,1,0,0,0,0,1,0,34,invscaling,40,auto,2,3,randomForestClassifier,5,3,lbfgs,uniform,0.894993894993895
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,1,1,1,12,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.927960927960928
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,1,1,1,12,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.927960927960928
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,1,0,1,11,adaptive,99,sqrt,5,26,randomForestClassifier,4,4,sgd,distance,0.9267399267399268
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,0,1,1,12,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9230769230769231
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,0,1,1,35,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9230769230769231
identity,auto,29,entropy,1,0,1,0,1,1,0,1,1,1,1,1,36,invscaling,89,log2,12,30,randomForestClassifier,10,8,adam,uniform,0.9206349206349206
tanh,auto,10,gini,0,1,0,0,0,1,0,1,1,1,0,1,11,adaptive,99,log2,5,26,randomForestClassifier,4,4,sgd,distance,0.9181929181929182
tanh,auto,10,gini,0,1,0,0,0,1,0,1,1,1,0,1,11,adaptive,99,log2,5,26,randomForestClassifier,4,4,sgd,distance,0.9181929181929182
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,0,0,1,1,36,invscaling,37,auto,20,26,randomForestClassifier,1,5,lbfgs,uniform,0.9157509157509157
logistic,kd_tree,26,entropy,1,0,0,1,1,1,0,0,1,0,1,1,35,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9133089133089133
logistic,auto,26,entropy,1,0,0,1,1,1,0,0,1,0,1,1,35,invscaling,44,auto,12,24,randomForestClassifier,4,5,sgd,uniform,0.9133089133089133
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,1,0,1,11,adaptive,99,sqrt,5,26,randomForestClassifier,4,4,sgd,distance,0.9267399267399268
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,0,1,1,12,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9230769230769231
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,0,1,1,35,invscaling,44,auto,12,27,nnClassifier,4,5,lbfgs,uniform,0.6043956043956044
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,1,1,1,36,invscaling,89,log2,12,30,randomForestClassifier,10,8,adam,uniform,0.927960927960928
identity,auto,29,entropy,1,0,1,0,1,0,0,1,1,1,0,1,11,adaptive,99,log2,5,26,randomForestClassifier,4,4,sgd,distance,0.8803418803418803
tanh,auto,10,gini,0,1,0,0,0,1,0,1,1,1,0,1,11,adaptive,99,sqrt,5,26,randomForestClassifier,4,4,sgd,distance,0.9181929181929182
tanh,auto,10,gini,0,1,0,0,0,1,0,1,0,0,1,1,36,invscaling,37,auto,20,39,randomForestClassifier,1,5,lbfgs,uniform,0.8925518925518926
tanh,ball_tree,18,entropy,1,0,1,1,0,1,0,0,1,0,1,1,35,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9230769230769231
logistic,kd_tree,26,entropy,1,0,0,1,1,1,0,0,1,0,1,1,35,invscaling,44,auto,12,24,randomForestClassifier,4,5,sgd,uniform,0.9133089133089133
logistic,auto,26,entropy,1,0,0,1,1,1,0,0,1,1,1,1,12,invscaling,44,auto,12,27,randomForestClassifier,4,5,lbfgs,uniform,0.9120879120879121
