activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,28,entropy,0,0,1,0,1,0,1,0,0,0,1,1,10,adaptive,8,sqrt,7,36,kneighborsClassifier,2,6,adam,uniform,0.8278388278388278
logistic,auto,29,gini,0,0,1,0,0,1,0,0,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9169719169719169
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,1,0,0,0,10,adaptive,72,log2,15,23,randomForestClassifier,7,6,lbfgs,distance,0.8998778998778999
tanh,auto,20,gini,1,1,0,1,0,0,1,0,0,0,0,0,27,constant,94,log2,3,14,randomForestClassifier,3,1,lbfgs,distance,0.8681318681318682
tanh,kd_tree,16,gini,1,0,1,0,0,0,1,1,0,0,0,1,2,adaptive,3,log2,2,14,kneighborsClassifier,8,7,lbfgs,distance,0.7863247863247863
relu,ball_tree,12,gini,1,1,1,1,0,0,0,0,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,distance,0.8986568986568987
relu,kd_tree,8,entropy,1,0,0,0,1,0,0,0,0,1,1,0,7,adaptive,23,auto,19,34,kneighborsClassifier,8,9,lbfgs,distance,0.818070818070818
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.9352869352869353
relu,kd_tree,16,entropy,0,0,1,0,0,0,0,0,0,1,1,1,14,constant,1,sqrt,13,17,kneighborsClassifier,9,8,adam,uniform,0.8266178266178266
logistic,brute,14,gini,0,1,1,0,1,0,0,0,0,0,1,1,10,adaptive,8,sqrt,7,36,kneighborsClassifier,2,6,adam,uniform,0.8278388278388278
logistic,auto,28,entropy,0,0,1,0,1,0,1,0,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9194139194139194
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.9352869352869353
logistic,auto,29,gini,0,0,1,0,0,1,0,0,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.9242979242979243
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9194139194139194
logistic,auto,28,entropy,0,0,1,0,1,0,1,0,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9194139194139194
logistic,auto,29,gini,0,0,1,0,0,1,0,0,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9169719169719169
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,1,0,0,0,10,adaptive,72,log2,15,23,randomForestClassifier,7,6,lbfgs,distance,0.8998778998778999
relu,ball_tree,12,gini,1,1,1,1,0,0,0,0,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,distance,0.8986568986568987
tanh,auto,20,gini,1,0,0,1,0,0,1,0,1,0,0,0,10,adaptive,72,log2,15,23,randomForestClassifier,7,6,lbfgs,distance,0.8864468864468864
tanh,kd_tree,16,gini,1,1,1,0,0,0,1,1,0,0,0,0,27,constant,94,log2,3,14,randomForestClassifier,3,1,lbfgs,distance,0.873015873015873
relu,ball_tree,28,gini,1,1,1,1,0,0,0,0,0,0,1,1,2,adaptive,3,log2,2,14,randomForestClassifier,8,9,lbfgs,distance,0.873015873015873
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.927960927960928
logistic,auto,29,gini,0,0,1,0,0,1,0,0,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9169719169719169
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
logistic,auto,28,entropy,0,0,1,0,1,0,1,0,1,1,0,0,34,invscaling,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9096459096459096
logistic,auto,29,gini,0,0,1,0,0,1,0,0,1,0,0,0,10,adaptive,72,log2,15,23,nnClassifier,2,6,lbfgs,distance,0.5677655677655677
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,distance,0.9255189255189256
relu,ball_tree,12,gini,1,1,1,1,0,0,0,0,1,0,0,0,10,adaptive,72,log2,15,23,randomForestClassifier,7,6,lbfgs,distance,0.8608058608058609
tanh,auto,20,gini,1,0,0,1,0,0,1,0,0,0,0,0,27,constant,94,log2,3,14,randomForestClassifier,3,1,lbfgs,distance,0.8754578754578755
tanh,kd_tree,16,gini,1,0,1,0,0,0,1,1,0,0,1,1,2,adaptive,14,log2,2,14,randomForestClassifier,8,9,lbfgs,uniform,0.9194139194139194
relu,ball_tree,14,gini,1,1,1,1,0,0,0,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.8986568986568987
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.9352869352869353
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.927960927960928
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,distance,0.9255189255189256
logistic,auto,29,gini,0,0,1,0,0,1,0,0,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.9242979242979243
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9194139194139194
logistic,auto,28,entropy,0,0,1,0,1,0,1,0,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9194139194139194
tanh,kd_tree,16,gini,1,0,1,0,0,0,1,1,0,0,1,1,2,adaptive,14,log2,2,14,randomForestClassifier,8,9,lbfgs,uniform,0.9194139194139194
logistic,auto,29,gini,0,0,1,0,0,1,0,0,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9169719169719169
logistic,auto,29,gini,0,0,1,0,0,1,0,0,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9169719169719169
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
relu,kd_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,uniform,0.9304029304029304
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,uniform,0.927960927960928
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.9291819291819292
logistic,auto,29,gini,0,0,1,0,0,1,0,0,1,1,0,0,34,constant,44,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9169719169719169
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
logistic,auto,28,entropy,0,0,0,0,1,0,1,0,0,0,1,1,2,adaptive,14,log2,2,14,randomForestClassifier,8,9,lbfgs,uniform,0.9133089133089133
tanh,kd_tree,16,gini,1,0,1,0,0,0,1,1,1,1,0,0,34,constant,30,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9096459096459096
logistic,auto,29,gini,0,1,1,0,0,1,0,0,1,1,0,0,34,constant,69,auto,7,34,randomForestClassifier,9,8,adam,distance,0.9206349206349206
logistic,auto,29,gini,0,0,1,0,0,1,1,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.9255189255189256
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.9352869352869353
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
relu,kd_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,uniform,0.9304029304029304
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.9291819291819292
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.927960927960928
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,uniform,0.927960927960928
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,distance,0.9255189255189256
logistic,auto,29,gini,0,0,1,0,0,1,1,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.9255189255189256
tanh,ball_tree,10,gini,0,1,1,1,1,1,1,0,0,1,1,1,13,adaptive,82,log2,15,10,randomForestClassifier,7,6,sgd,distance,0.9377289377289377
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,uniform,0.9304029304029304
relu,kd_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,log2,15,8,randomForestClassifier,7,6,sgd,distance,0.9304029304029304
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,39,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.9291819291819292
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,1,1,1,13,adaptive,82,auto,15,8,randomForestClassifier,7,6,sgd,uniform,0.9291819291819292
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,uniform,0.927960927960928
tanh,ball_tree,10,gini,0,0,1,1,1,1,1,0,0,1,0,1,3,adaptive,86,sqrt,9,3,randomForestClassifier,9,9,lbfgs,distance,0.927960927960928
relu,ball_tree,25,gini,1,1,1,0,0,1,0,1,0,0,0,1,15,constant,38,sqrt,14,28,randomForestClassifier,10,5,sgd,distance,0.9206349206349206
tanh,auto,29,gini,0,0,1,0,0,1,1,0,1,0,0,1,15,constant,38,sqrt,20,28,randomForestClassifier,10,5,sgd,distance,0.9255189255189256
