activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,17,15,randomForestClassifier,6,5,adam,uniform,0.9255189255189256
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,90,auto,3,15,randomForestClassifier,6,10,sgd,distance,0.9352869352869353
tanh,kd_tree,18,gini,1,0,0,0,0,1,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,7,4,sgd,distance,0.9206349206349206
logistic,ball_tree,31,entropy,1,1,0,0,1,0,1,1,0,1,0,1,21,constant,72,sqrt,18,38,randomForestClassifier,4,7,adam,uniform,0.9120879120879121
tanh,kd_tree,18,gini,1,0,0,1,0,1,1,1,0,1,0,1,21,constant,72,sqrt,18,38,randomForestClassifier,4,7,adam,distance,0.9157509157509157
logistic,ball_tree,29,entropy,1,1,0,0,1,0,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,1,8,sgd,distance,0.9169719169719169
logistic,brute,28,gini,0,0,0,0,1,1,0,0,0,0,0,0,36,constant,66,log2,12,14,randomForestClassifier,2,3,adam,distance,0.873015873015873
identity,kd_tree,30,entropy,1,0,0,1,0,1,1,0,0,0,0,0,7,constant,55,auto,17,27,randomForestClassifier,1,3,lbfgs,uniform,0.8815628815628815
identity,kd_tree,30,gini,1,1,0,1,1,1,1,0,1,0,1,1,3,invscaling,31,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9133089133089133
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,90,auto,3,15,randomForestClassifier,6,10,sgd,distance,0.9352869352869353
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,31,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9316239316239316
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,17,15,randomForestClassifier,6,5,adam,uniform,0.9255189255189256
tanh,kd_tree,18,gini,1,0,0,0,0,1,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,7,4,sgd,distance,0.9206349206349206
tanh,kd_tree,18,gini,1,0,0,1,0,1,1,1,1,0,1,1,3,invscaling,43,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9194139194139194
logistic,ball_tree,29,entropy,1,1,0,0,1,0,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,7,4,sgd,distance,0.9169719169719169
logistic,ball_tree,29,entropy,1,1,0,0,1,0,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,1,8,sgd,distance,0.9169719169719169
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,31,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9316239316239316
tanh,auto,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,kneighborsClassifier,6,5,adam,distance,0.8046398046398047
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
identity,kd_tree,22,entropy,1,0,1,0,1,1,1,1,1,1,1,0,24,constant,20,sqrt,17,15,randomForestClassifier,6,5,adam,uniform,0.927960927960928
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,7,4,sgd,distance,0.9304029304029304
tanh,kd_tree,18,gini,1,0,0,0,0,1,1,1,1,0,1,1,3,invscaling,43,log2,16,15,nnClassifier,6,10,sgd,distance,0.5787545787545788
relu,kd_tree,18,gini,0,0,0,1,0,1,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,7,10,sgd,distance,0.9218559218559218
logistic,ball_tree,29,entropy,1,1,0,0,1,0,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,1,8,sgd,distance,0.9169719169719169
logistic,ball_tree,29,entropy,1,1,0,0,1,0,1,1,1,0,1,1,3,invscaling,90,auto,3,15,randomForestClassifier,6,10,sgd,distance,0.9218559218559218
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,90,auto,3,15,randomForestClassifier,6,10,sgd,distance,0.9352869352869353
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,31,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9316239316239316
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,31,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9316239316239316
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,7,4,sgd,distance,0.9304029304029304
identity,kd_tree,22,entropy,1,0,1,0,1,1,1,1,1,1,1,0,24,constant,20,sqrt,17,15,randomForestClassifier,6,5,adam,uniform,0.927960927960928
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,gini,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,31,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9304029304029304
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,31,log2,16,15,randomForestClassifier,6,10,sgd,distance,0.9316239316239316
logistic,ball_tree,26,entropy,1,1,1,0,1,1,1,1,1,1,1,1,39,constant,48,auto,4,38,randomForestClassifier,7,4,sgd,distance,0.9328449328449329
tanh,kd_tree,22,entropy,1,0,1,0,1,0,1,1,1,1,1,0,24,constant,20,sqrt,17,15,randomForestClassifier,6,5,adam,uniform,0.927960927960928
identity,kd_tree,22,entropy,1,0,0,0,0,1,1,1,0,1,1,0,24,invscaling,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9157509157509157
tanh,kd_tree,30,entropy,1,0,1,0,1,1,1,0,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,0,1,1,0,6,constant,20,log2,4,15,randomForestClassifier,6,5,sgd,uniform,0.927960927960928
tanh,kd_tree,22,entropy,1,0,1,0,1,0,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9218559218559218
tanh,kd_tree,22,entropy,1,0,1,0,1,1,1,1,0,1,1,0,24,constant,20,sqrt,4,15,randomForestClassifier,6,5,adam,uniform,0.9267399267399268
logistic,ball_tree,26,entropy,1,0,1,0,1,1,1,1,1,0,1,1,3,invscaling,90,auto,3,15,randomForestClassifier,6,10,sgd,distance,0.9352869352869353
