activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,21,kneighborsClassifier,2,9,sgd,uniform,0.9818181818181818
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,6,invscaling,28,sqrt,17,28,kneighborsClassifier,9,10,sgd,distance,0.98
relu,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,11,23,kneighborsClassifier,4,2,lbfgs,uniform,0.98
identity,ball_tree,16,gini,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.98
relu,auto,11,entropy,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,21,invscaling,21,auto,17,6,kneighborsClassifier,6,8,adam,uniform,0.9763636363636363
tanh,brute,13,entropy,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,constant,6,auto,20,37,kneighborsClassifier,4,10,lbfgs,distance,0.9763636363636363
logistic,kd_tree,9,entropy,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,28,invscaling,59,auto,12,14,kneighborsClassifier,7,7,sgd,uniform,0.9763636363636363
relu,kd_tree,29,entropy,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,23,invscaling,47,auto,10,14,randomForestClassifier,9,8,lbfgs,uniform,0.9454545454545454
relu,auto,31,gini,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,2,adaptive,12,log2,16,2,randomForestClassifier,2,7,sgd,uniform,0.9418181818181818
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
relu,brute,26,entropy,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,6,invscaling,28,log2,17,28,kneighborsClassifier,9,10,sgd,distance,0.9763636363636363
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,20,23,kneighborsClassifier,4,2,lbfgs,uniform,0.9836363636363636
relu,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
identity,ball_tree,16,gini,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,21,invscaling,21,auto,17,6,nnClassifier,6,8,adam,uniform,0.07272727272727272
relu,auto,11,entropy,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,constant,6,auto,20,10,kneighborsClassifier,4,10,lbfgs,distance,0.9727272727272728
tanh,brute,13,entropy,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,28,invscaling,59,auto,12,14,kneighborsClassifier,7,7,sgd,uniform,0.9818181818181818
logistic,kd_tree,9,entropy,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,23,invscaling,47,auto,10,14,randomForestClassifier,9,8,sgd,uniform,0.9454545454545454
relu,kd_tree,29,entropy,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,2,adaptive,12,log2,16,2,randomForestClassifier,2,7,sgd,uniform,0.9327272727272727
relu,auto,31,gini,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,21,kneighborsClassifier,2,9,sgd,uniform,0.9745454545454545
relu,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,20,23,kneighborsClassifier,4,2,lbfgs,uniform,0.9836363636363636
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,21,kneighborsClassifier,2,9,sgd,uniform,0.9818181818181818
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,brute,13,entropy,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,28,invscaling,59,auto,12,14,kneighborsClassifier,7,7,sgd,uniform,0.9818181818181818
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,6,invscaling,28,sqrt,17,28,kneighborsClassifier,9,10,sgd,distance,0.98
relu,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,11,23,kneighborsClassifier,4,2,lbfgs,uniform,0.98
identity,ball_tree,16,gini,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.98
relu,auto,11,entropy,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,21,invscaling,21,auto,17,6,kneighborsClassifier,6,8,adam,uniform,0.9763636363636363
relu,brute,15,entropy,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,20,23,kneighborsClassifier,4,3,lbfgs,uniform,0.9745454545454545
relu,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,21,kneighborsClassifier,2,9,sgd,uniform,0.9781818181818182
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,nnClassifier,6,6,adam,uniform,0.08727272727272728
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,28,invscaling,59,auto,12,14,kneighborsClassifier,7,7,sgd,uniform,0.9781818181818182
tanh,brute,13,entropy,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,6,invscaling,28,sqrt,17,28,kneighborsClassifier,9,10,sgd,distance,0.98
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,11,23,kneighborsClassifier,4,2,lbfgs,uniform,0.9745454545454545
logistic,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
identity,ball_tree,16,gini,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,21,invscaling,21,auto,17,6,kneighborsClassifier,6,8,adam,uniform,0.98
relu,auto,11,entropy,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,5,25,kneighborsClassifier,3,8,sgd,distance,0.9818181818181818
relu,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
logistic,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,20,23,kneighborsClassifier,4,2,lbfgs,uniform,0.9836363636363636
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,21,kneighborsClassifier,2,9,sgd,uniform,0.9818181818181818
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,brute,13,entropy,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,28,invscaling,59,auto,12,14,kneighborsClassifier,7,7,sgd,uniform,0.9818181818181818
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
relu,auto,11,entropy,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,5,25,kneighborsClassifier,3,8,sgd,distance,0.9818181818181818
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,6,invscaling,28,sqrt,17,28,kneighborsClassifier,9,10,sgd,distance,0.98
relu,ball_tree,15,entropy,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9854545454545455
logistic,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,20,23,kneighborsClassifier,4,2,lbfgs,uniform,0.98
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,12,kneighborsClassifier,2,9,sgd,uniform,0.9763636363636363
tanh,ball_tree,29,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,28,invscaling,59,auto,12,14,kneighborsClassifier,7,7,sgd,uniform,0.9818181818181818
tanh,brute,13,entropy,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9763636363636363
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,5,25,kneighborsClassifier,3,8,sgd,distance,0.9836363636363636
relu,auto,11,entropy,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,6,invscaling,28,sqrt,17,28,kneighborsClassifier,9,10,sgd,distance,0.9781818181818182
identity,kd_tree,21,entropy,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9836363636363636
relu,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
logistic,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
relu,ball_tree,15,entropy,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9854545454545455
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,28,adaptive,89,log2,20,23,kneighborsClassifier,4,2,lbfgs,uniform,0.9836363636363636
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,5,25,kneighborsClassifier,3,8,sgd,distance,0.9836363636363636
identity,kd_tree,21,entropy,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9836363636363636
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,21,kneighborsClassifier,2,9,sgd,uniform,0.9818181818181818
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9818181818181818
tanh,brute,13,entropy,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,28,invscaling,59,auto,12,14,kneighborsClassifier,7,7,sgd,uniform,0.9818181818181818
relu,brute,15,entropy,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,20,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9836363636363636
logistic,brute,15,entropy,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9872727272727273
relu,ball_tree,15,entropy,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,28,adaptive,89,log2,20,23,kneighborsClassifier,4,2,lbfgs,uniform,0.9781818181818182
identity,kd_tree,21,gini,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,16,adaptive,8,auto,5,25,kneighborsClassifier,3,8,sgd,distance,0.9854545454545455
relu,brute,26,entropy,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,16,constant,8,auto,16,25,kneighborsClassifier,3,8,sgd,distance,0.9836363636363636
identity,kd_tree,21,entropy,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,29,invscaling,64,auto,20,21,kneighborsClassifier,2,9,sgd,uniform,0.9781818181818182
tanh,ball_tree,32,entropy,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,5,constant,32,log2,17,30,kneighborsClassifier,6,6,adam,uniform,0.9781818181818182
