feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,1,1,1,0,1,1,0,1,1,0,nnClassifier,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.6997991967871486,36.458118200302124
1,1,1,0,1,0,0,1,0,0,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8734939759036144,41.8047616481781
1,1,0,1,0,0,0,1,1,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8534136546184738,47.03700041770935
1,1,1,1,0,1,1,1,0,0,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8755020080321285,52.00014519691467
1,0,1,1,0,1,0,0,0,0,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9407630522088354,56.92186117172241
1,0,1,1,0,1,0,0,1,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9809236947791165,61.857367753982544
0,1,1,1,1,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,log2,10,4,nan,nan,NA,NA,0.9678714859437751,68.34986424446106
1,0,1,0,0,1,1,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,4,14,nan,nan,NA,NA,0.9437751004016064,74.54388618469238
0,0,1,0,0,1,0,0,1,1,1,1,1,1,nnClassifier,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.6877510040160643,137.75384378433228
1,1,1,1,0,0,0,1,1,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8825301204819277,142.40587186813354
0,0,1,1,1,0,1,0,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9728915662650602,147.23666143417358
1,0,0,1,1,0,1,0,0,0,0,1,1,1,nnClassifier,tanh,NA,12,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.7168674698795181,193.57232069969177
0,0,1,0,1,0,1,0,1,1,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9789156626506024,198.54514741897583
0,0,1,0,0,0,1,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,log2,13,19,nan,nan,NA,NA,0.9357429718875502,204.4795331954956
1,1,0,1,1,0,0,0,0,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8714859437751004,209.50212979316711
