feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,0,0,0,1,1,0,0,0,0,0,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9779116465863453,213.51324653625488
1,0,0,0,1,0,0,0,0,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9588353413654619,217.8087456226349
1,0,1,1,0,1,1,1,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9919678714859438,222.45237374305725
1,0,0,0,1,1,1,0,1,0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9959839357429718,227.583571434021
1,0,1,1,0,0,1,1,1,0,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9969879518072289,232.25468683242798
1,0,0,0,1,1,1,0,1,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9949799196787149,236.9373378753662
1,0,1,0,0,1,1,0,1,0,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9759036144578314,241.94241452217102
1,0,1,1,0,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,auto,20,7,nan,nan,NA,NA,0.9698795180722891,248.37770915031433
1,0,0,1,0,1,1,0,1,1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,32,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9799196787148594,253.02736806869507
1,0,1,1,1,0,1,1,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9909638554216867,258.147647857666
0,0,0,0,1,0,1,0,1,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9467871485943775,263.0123596191406
1,0,0,0,1,0,1,0,1,0,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.927710843373494,267.9220459461212
1,0,1,0,0,0,1,0,1,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9939759036144579,272.5338807106018
1,0,0,0,1,0,1,1,1,0,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9839357429718876,277.2056164741516
1,0,0,1,1,1,1,1,1,0,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9839357429718876,282.2965738773346
0,0,0,1,1,0,1,0,1,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9708835341365462,287.1297504901886
1,0,0,0,1,0,0,1,1,0,0,0,0,0,nnClassifier,tanh,NA,31,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7339357429718876,298.33352732658386
0,0,1,1,1,1,0,1,0,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9919678714859438,302.9248676300049
1,0,1,1,0,0,0,1,0,0,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9839357429718876,307.71422004699707
1,0,0,1,1,0,1,0,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9889558232931727,312.7033579349518
0,0,0,1,1,1,1,0,1,1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9658634538152611,317.76507234573364
1,0,1,0,0,0,1,1,1,0,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9879518072289156,323.0951006412506
1,0,0,0,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9738955823293173,327.78047347068787
1,0,1,0,0,0,0,1,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9849397590361446,332.5535342693329
0,0,0,1,0,1,1,0,1,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9548192771084337,337.13423204421997
1,0,0,0,1,1,0,0,1,1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9618473895582329,341.8128659725189
1,0,0,0,0,0,1,1,1,1,0,1,0,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9869477911646586,346.2703676223755
1,0,1,0,1,0,0,1,1,0,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9618473895582329,351.57300305366516
1,0,1,0,1,0,0,0,1,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9779116465863453,356.05231404304504
1,0,1,1,0,1,1,0,1,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.964859437751004,360.5209815502167
1,0,0,0,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9688755020080321,365.1722996234894
1,0,1,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9819277108433735,369.78847193717957
0,0,1,1,1,1,0,1,1,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9909638554216867,374.39867186546326
1,0,1,1,1,0,1,0,0,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9538152610441767,379.276789188385
1,0,0,1,0,0,1,1,1,1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9769076305220884,384.1824038028717
0,0,0,0,0,1,1,1,1,1,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9849397590361446,388.73080492019653
1,0,0,0,1,1,1,0,1,1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,21,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9839357429718876,393.68215250968933
1,0,0,1,1,0,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,sqrt,19,2,nan,nan,NA,NA,0.9738955823293173,400.0618963241577
1,0,1,1,0,0,1,0,1,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9779116465863453,404.7963082790375
0,0,1,1,0,0,1,1,1,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9859437751004017,410.0454912185669
0,0,0,0,0,1,1,0,0,1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9126506024096386,415.1274530887604
0,0,1,0,0,0,0,1,1,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9819277108433735,420.1803538799286
1,0,0,0,1,0,0,0,0,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9367469879518072,424.76467752456665
1,0,1,0,0,1,0,0,0,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9879518072289156,429.9740300178528
1,0,1,1,1,1,1,0,1,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9859437751004017,435.277957201004
1,0,1,1,0,1,1,0,1,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,33,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9929718875502008,439.841392993927
1,0,1,0,0,1,1,1,1,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9558232931726908,445.1902017593384
0,0,1,1,1,1,1,1,0,1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9889558232931727,449.7143654823303
1,0,0,0,1,1,0,1,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9789156626506024,454.177437543869
1,0,1,0,0,0,0,1,1,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9899598393574297,458.66958141326904
0,1,0,0,1,0,0,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,auto,14,30,nan,nan,NA,NA,0.9518072289156626,464.21330189704895
1,0,0,1,0,0,1,1,1,1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9819277108433735,468.79494071006775
0,0,1,0,1,0,1,1,0,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9799196787148594,473.3752267360687
1,0,0,0,0,0,0,0,1,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9538152610441767,478.1019604206085
1,0,1,1,1,0,0,0,1,1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9929718875502008,483.31849575042725
0,0,1,1,0,0,1,1,0,0,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9809236947791165,488.1193857192993
1,0,1,0,1,1,0,0,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,sqrt,7,31,nan,nan,NA,NA,0.9558232931726908,494.3093612194061
0,0,1,1,0,0,0,1,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9829317269076305,498.8449020385742
1,0,0,1,0,0,1,1,1,1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9879518072289156,503.45316338539124
1,0,0,0,1,0,0,1,1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9708835341365462,508.49489879608154
0,0,1,1,1,1,1,1,0,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9879518072289156,513.2771306037903
0,0,0,1,1,1,1,0,1,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9718875502008032,517.948009967804
0,0,0,0,1,1,0,1,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9769076305220884,522.5044195652008
0,0,0,1,0,1,1,0,0,0,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8403614457831325,526.8553025722504
0,0,1,1,0,1,1,0,0,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9789156626506024,531.144778251648
0,0,1,0,0,1,1,1,1,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9809236947791165,535.6863322257996
0,0,1,0,0,0,0,0,0,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9317269076305221,540.1460824012756
