feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,1,1,0,0,0,0,0,0,0,0,0,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9196787148594378,5.0759172439575195
0,0,1,1,0,0,1,0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,auto,17,3,nan,nan,NA,NA,0.964859437751004,11.53891897201538
1,0,0,1,0,1,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,auto,20,16,nan,nan,NA,NA,0.9407630522088354,18.41911768913269
0,1,1,0,0,1,1,1,0,1,0,0,0,1,kneighborsClassifier,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9497991967871486,23.27002215385437
0,0,1,0,0,0,0,0,1,1,1,1,1,0,nnClassifier,identity,NA,20,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.7520080321285141,31.133974075317383
1,1,0,1,0,0,1,0,0,1,1,0,0,0,nnClassifier,relu,NA,12,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7439759036144579,39.549084186553955
1,0,0,1,0,0,1,1,1,0,0,1,1,0,nnClassifier,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7379518072289156,48.60904669761658
0,1,0,1,0,1,0,0,1,1,1,1,1,1,nnClassifier,relu,NA,14,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.7540160642570282,82.64991760253906
1,0,0,0,0,0,1,1,0,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9809236947791165,87.54982495307922
0,1,0,1,0,0,1,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,log2,16,9,nan,nan,NA,NA,0.9548192771084337,94.51416826248169
1,0,0,1,1,0,1,1,0,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9779116465863453,99.4237949848175
1,0,1,0,1,0,1,0,0,0,0,0,0,0,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9508032128514057,104.25528049468994
0,0,0,0,0,0,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9708835341365462,109.34975624084473
1,0,1,1,0,1,0,1,1,0,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9869477911646586,113.97484469413757
1,1,0,1,0,0,0,0,1,1,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,33,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8825301204819277,118.86747074127197
1,0,1,0,0,0,0,1,0,0,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9588353413654619,123.78951859474182
1,0,0,1,1,0,1,1,1,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9969879518072289,128.32791209220886
1,0,1,1,0,0,0,1,0,0,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9879518072289156,132.55880045890808
0,0,1,0,0,1,0,1,1,1,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9718875502008032,137.35154843330383
1,0,1,1,0,1,1,1,0,0,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9939759036144579,141.88214921951294
1,1,1,0,0,1,1,0,0,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8865461847389559,146.66773128509521
0,0,0,1,0,0,1,0,1,1,0,0,0,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9206827309236948,151.8463704586029
1,0,0,1,0,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,sqrt,15,35,nan,nan,NA,NA,0.9809236947791165,158.23681926727295
1,1,1,1,1,0,1,1,0,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8985943775100401,162.9656913280487
1,0,0,1,1,1,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9698795180722891,168.05238223075867
1,0,0,0,1,0,1,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,14,35,nan,nan,NA,NA,0.9809236947791165,174.51918840408325
1,0,1,0,0,1,1,1,0,0,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9809236947791165,179.57967901229858
0,0,0,1,0,1,1,1,0,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9698795180722891,184.4581470489502
1,0,1,1,0,0,0,1,1,0,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9819277108433735,189.39055061340332
0,0,0,1,1,0,1,1,1,0,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9698795180722891,194.42080354690552
1,0,1,1,1,1,1,1,1,0,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9738955823293173,199.50615739822388
1,1,1,1,1,1,0,1,1,0,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8694779116465864,204.19037747383118
1,0,1,1,1,1,1,0,1,1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9959839357429718,208.80244994163513
