feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,0,1,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,74,sqrt,2,11,nan,nan,NA,NA,0.9789156626506024,270.8474419116974
1,0,1,0,1,1,0,1,1,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9969879518072289,275.96827483177185
1,0,1,1,1,1,0,1,0,1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9859437751004017,280.755331993103
1,0,1,0,1,0,0,1,1,1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9889558232931727,285.40808844566345
0,1,1,1,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,21,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9718875502008032,290.6411473751068
1,1,1,0,1,1,1,1,1,1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8694779116465864,295.5017430782318
0,0,1,1,0,0,1,1,0,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9618473895582329,300.6916687488556
1,1,1,1,1,0,0,1,1,1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8805220883534136,305.77327489852905
0,1,1,1,1,1,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,log2,11,9,nan,nan,NA,NA,0.9628514056224899,312.3508417606354
1,1,1,0,1,0,1,1,1,0,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8664658634538153,316.9631907939911
0,0,1,1,0,1,1,1,1,1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9809236947791165,322.34872937202454
1,0,1,1,0,0,1,1,1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9939759036144579,327.7771146297455
1,0,1,1,1,1,1,1,1,0,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9929718875502008,332.5814027786255
1,0,1,0,1,0,0,1,1,0,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9909638554216867,337.763135433197
1,0,1,1,1,0,1,1,0,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9919678714859438,342.6803786754608
1,0,1,1,1,1,1,1,1,1,0,1,1,0,nnClassifier,tanh,NA,29,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.7058232931726908,365.06548833847046
1,1,1,0,0,1,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,log2,18,26,nan,nan,NA,NA,0.9678714859437751,371.32756066322327
1,0,0,0,1,1,1,1,0,1,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9748995983935743,376.0895161628723
1,0,1,0,0,0,0,1,1,0,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9688755020080321,381.2566146850586
1,0,1,1,1,1,0,1,0,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9869477911646586,386.13987469673157
0,1,1,0,1,0,1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,auto,6,9,nan,nan,NA,NA,0.9809236947791165,392.54081630706787
0,1,0,0,0,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,sqrt,2,2,nan,nan,NA,NA,0.9176706827309237,399.1609251499176
1,0,1,0,1,1,1,0,1,0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9769076305220884,404.0177655220032
0,0,1,0,0,1,1,1,0,0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9377510040160643,408.546603679657
1,0,1,1,1,1,1,0,1,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,16,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9969879518072289,413.41463708877563
1,0,1,0,1,0,0,0,0,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9929718875502008,418.2523546218872
1,0,1,0,1,0,1,1,0,0,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9658634538152611,423.1601014137268
1,0,1,0,1,1,0,1,0,1,0,0,0,0,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9889558232931727,427.9683873653412
1,0,1,0,1,0,0,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,sqrt,5,34,nan,nan,NA,NA,0.9246987951807228,433.696581363678
1,0,1,1,0,1,0,1,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9979919678714859,437.85281705856323
1,0,0,1,0,1,0,1,0,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9708835341365462,442.62050771713257
0,0,1,0,0,1,0,0,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9678714859437751,447.4805517196655
1,0,1,1,0,0,0,1,0,0,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9829317269076305,452.33216404914856
1,0,0,1,1,1,1,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,10,25,nan,nan,NA,NA,0.9668674698795181,459.4915347099304
1,0,0,1,0,1,0,0,0,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9377510040160643,464.3021037578583
1,0,1,1,1,0,1,1,1,0,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9979919678714859,469.1756455898285
1,0,1,0,1,1,0,0,1,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,36,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9748995983935743,474.23551297187805
0,0,1,0,0,1,0,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,sqrt,12,20,nan,nan,NA,NA,0.9628514056224899,480.5821485519409
1,0,1,1,0,0,1,0,1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9879518072289156,485.31730794906616
1,0,0,1,1,1,1,1,0,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9799196787148594,490.2945101261139
1,0,1,1,0,0,1,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,7,32,nan,nan,NA,NA,0.9668674698795181,496.32795882225037
1,0,1,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,log2,4,39,nan,nan,NA,NA,0.9849397590361446,502.8287298679352
1,0,0,1,0,1,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,auto,14,36,nan,nan,NA,NA,0.9437751004016064,508.7685298919678
0,0,0,1,1,0,1,1,0,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9819277108433735,513.060667514801
1,0,1,1,0,1,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,auto,19,27,nan,nan,NA,NA,0.9618473895582329,519.5035157203674
0,0,0,1,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,log2,2,2,nan,nan,NA,NA,0.9718875502008032,525.8611238002777
1,0,0,0,1,0,0,0,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9728915662650602,530.4567484855652
1,0,1,0,1,1,0,1,0,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9859437751004017,535.5606393814087
1,0,1,1,1,1,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,sqrt,14,11,nan,nan,NA,NA,0.9889558232931727,541.5596785545349
1,0,1,1,0,0,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,auto,4,4,nan,nan,NA,NA,0.9437751004016064,547.803925037384
0,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,1,37,nan,nan,NA,NA,0.9357429718875502,553.5483200550079
1,1,0,0,0,0,1,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,log2,4,38,nan,nan,NA,NA,0.9196787148594378,559.8582446575165
0,0,1,0,1,0,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,auto,10,19,nan,nan,NA,NA,0.9809236947791165,566.0892281532288
1,0,1,1,1,1,1,0,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,log2,2,8,nan,nan,NA,NA,0.9819277108433735,572.0737292766571
0,0,1,1,1,1,1,1,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,6,23,nan,nan,NA,NA,0.9819277108433735,578.0044598579407
1,0,1,0,1,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,57,sqrt,20,39,nan,nan,NA,NA,0.964859437751004,584.0740942955017
0,0,0,1,0,1,1,1,0,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9608433734939759,588.136593580246
1,0,0,1,1,1,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,sqrt,17,35,nan,nan,NA,NA,0.9608433734939759,593.8737616539001
0,0,1,0,1,0,0,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,sqrt,12,20,nan,nan,NA,NA,0.9618473895582329,599.267210483551
1,0,1,0,0,1,1,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,log2,9,3,nan,nan,NA,NA,0.9387550200803213,604.5600693225861
1,0,1,0,0,1,1,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,sqrt,14,31,nan,nan,NA,NA,0.9678714859437751,610.1471633911133
1,0,1,1,0,1,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,sqrt,7,36,nan,nan,NA,NA,0.9819277108433735,616.1676032543182
0,0,1,1,1,1,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,sqrt,7,32,nan,nan,NA,NA,0.9728915662650602,622.0464775562286
1,0,0,1,1,1,1,0,1,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9618473895582329,626.3746778964996
