feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,0,0,0,0,1,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9036144578313253,268.53387689590454
1,0,0,1,0,0,0,0,1,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9738955823293173,273.5255479812622
1,0,0,1,1,0,0,0,1,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9889558232931727,278.4729561805725
1,1,1,1,1,0,0,0,0,1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8453815261044176,283.4961621761322
1,0,1,1,1,1,1,0,0,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9959839357429718,288.42664337158203
1,0,1,0,0,1,1,0,0,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9849397590361446,293.2765281200409
1,0,1,0,0,1,1,1,0,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9899598393574297,298.4502875804901
1,0,1,1,1,1,0,0,1,1,0,1,0,0,nnClassifier,tanh,NA,20,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.7379518072289156,326.07020592689514
1,0,1,0,0,1,0,0,0,1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9387550200803213,331.4223110675812
1,0,1,1,1,1,0,0,1,0,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9959839357429718,336.0989031791687
0,0,0,1,1,1,1,0,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9869477911646586,341.15269470214844
1,0,0,0,1,1,1,1,0,1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9949799196787149,346.09301018714905
1,0,1,0,1,0,0,1,0,0,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9829317269076305,350.89845967292786
1,0,1,0,0,1,1,0,1,0,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9568273092369478,355.91767144203186
1,0,0,1,1,0,0,1,1,1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9979919678714859,361.03177189826965
1,1,1,1,1,0,0,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,log2,11,35,nan,nan,NA,NA,0.9678714859437751,368.30353713035583
1,0,1,0,1,1,1,0,0,0,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9728915662650602,373.7390036582947
0,0,1,0,0,0,1,0,0,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9136546184738956,378.7734498977661
1,1,0,0,1,1,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,auto,11,21,nan,nan,NA,NA,0.963855421686747,384.94978761672974
1,0,1,1,1,0,0,0,1,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9959839357429718,389.4532823562622
1,1,0,0,1,0,0,1,1,1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8724899598393574,394.5099506378174
1,0,0,1,0,1,0,1,0,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9909638554216867,399.39327573776245
1,0,0,1,1,1,1,0,0,0,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9879518072289156,404.95297360420227
1,0,0,1,1,1,0,1,1,0,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9879518072289156,410.1737449169159
1,0,0,1,0,0,0,1,1,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9929718875502008,415.5061161518097
0,1,1,0,1,0,0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,auto,12,27,nan,nan,NA,NA,0.9759036144578314,421.38263034820557
1,1,1,0,1,1,1,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,log2,10,38,nan,nan,NA,NA,0.9678714859437751,427.7687704563141
0,0,1,0,1,0,1,0,0,1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9728915662650602,432.5475115776062
0,1,1,1,1,0,0,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,17,9,nan,nan,NA,NA,0.9608433734939759,438.32393884658813
1,0,1,0,1,0,0,0,1,1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9929718875502008,442.79584789276123
1,0,0,1,0,1,1,1,0,0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9919678714859438,447.7085552215576
1,0,1,1,0,0,1,0,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9979919678714859,452.5999126434326
1,0,1,0,1,1,0,0,0,0,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.964859437751004,457.3747136592865
1,0,1,0,1,0,0,1,1,0,0,1,0,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9959839357429718,462.3621757030487
1,0,0,0,1,1,0,1,0,0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9829317269076305,466.85156655311584
1,0,1,0,1,0,1,0,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9799196787148594,472.0715389251709
1,0,1,0,0,1,0,0,0,0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9678714859437751,477.33211517333984
1,0,0,0,1,1,1,1,0,0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9859437751004017,482.3963601589203
0,0,1,1,1,0,0,1,1,0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9708835341365462,487.22663474082947
0,0,0,1,1,1,0,1,1,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9889558232931727,492.0733015537262
0,1,1,0,0,1,1,0,0,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9146586345381527,496.79985642433167
1,0,0,1,1,0,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.998995983935743,502.06231141090393
1,0,0,0,1,1,0,1,0,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9939759036144579,507.34305238723755
0,0,1,0,1,0,1,0,1,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9959839357429718,512.5932619571686
0,0,0,0,1,0,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9809236947791165,517.3641827106476
1,1,0,1,0,1,0,1,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,5,12,nan,nan,NA,NA,0.9447791164658634,523.084308385849
1,0,0,0,0,1,0,1,1,0,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9839357429718876,527.5453827381134
0,0,0,0,1,0,0,0,1,0,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9417670682730924,532.4092662334442
1,0,1,1,1,1,0,1,1,1,0,1,0,0,kneighborsClassifier,NA,brute,nan,NA,17,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9919678714859438,537.3335320949554
1,0,0,1,0,1,0,1,1,1,1,1,1,1,nnClassifier,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7409638554216867,563.9821333885193
1,0,1,0,1,1,1,1,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9979919678714859,568.4302639961243
1,0,1,1,0,0,0,1,0,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9969879518072289,572.8536870479584
1,1,1,0,0,0,0,0,1,1,0,1,0,0,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.891566265060241,577.3830819129944
1,0,0,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9869477911646586,581.8767971992493
0,0,0,1,1,0,0,0,1,1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9548192771084337,586.5846843719482
0,0,0,1,1,1,1,0,0,1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9508032128514057,590.8959369659424
1,1,1,0,1,0,1,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,auto,12,31,nan,nan,NA,NA,0.9628514056224899,596.9822888374329
0,0,1,0,1,1,1,0,0,1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9829317269076305,601.2102017402649
1,0,1,1,0,0,0,0,1,0,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9728915662650602,605.3025195598602
1,0,0,1,1,0,1,1,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,1,NA,distance,0.998995983935743,609.6218922138214
0,1,1,1,0,1,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,sqrt,9,39,nan,nan,NA,NA,0.9668674698795181,615.9309878349304
