feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,1,0,0,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,87,auto,16,29,nan,nan,NA,NA,0.9377510040160643,7.019829750061035
0,0,1,1,0,1,1,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,sqrt,8,19,nan,nan,NA,NA,0.9618473895582329,14.32093334197998
1,1,1,1,1,1,1,0,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8694779116465864,19.53117275238037
1,1,0,0,0,0,0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,sqrt,10,9,nan,nan,NA,NA,0.9568273092369478,25.034661769866943
0,0,1,0,0,1,1,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,log2,8,35,nan,nan,NA,NA,0.9377510040160643,31.66440224647522
1,0,1,0,0,0,1,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,sqrt,5,23,nan,nan,NA,NA,0.9568273092369478,38.071775913238525
1,0,0,0,1,1,0,1,1,1,1,1,0,0,nnClassifier,relu,NA,9,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.7108433734939759,91.82864832878113
1,0,1,1,0,0,1,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,sqrt,3,14,nan,nan,NA,NA,0.9558232931726908,98.28965950012207
0,0,1,1,1,1,0,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,sqrt,12,33,nan,nan,NA,NA,0.963855421686747,104.44631910324097
1,1,0,0,1,0,0,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,15,15,nan,nan,NA,NA,0.9056224899598394,110.73477935791016
0,0,0,0,0,1,0,1,1,0,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.963855421686747,115.40002226829529
0,0,1,0,0,1,0,1,0,1,1,1,1,1,nnClassifier,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.7088353413654619,140.4139904975891
1,0,0,1,0,1,0,1,1,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9839357429718876,145.366801738739
0,0,1,0,0,1,0,1,1,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9769076305220884,150.8836624622345
1,0,0,1,0,0,0,1,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9698795180722891,155.708881855011
1,0,0,0,0,1,0,0,0,0,0,1,0,0,nnClassifier,tanh,NA,30,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.7590361445783133,179.85293436050415
0,0,1,1,1,1,0,1,0,0,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9829317269076305,185.86915802955627
0,1,1,1,1,0,0,1,0,0,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9477911646586346,191.2848024368286
0,1,0,0,0,1,1,1,1,0,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9367469879518072,196.34784936904907
1,1,1,1,1,1,1,0,1,0,0,1,1,0,nnClassifier,relu,NA,26,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.7128514056224899,219.3985993862152
0,0,0,1,1,1,0,0,0,0,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8684738955823293,224.7232747077942
1,0,1,0,1,0,0,1,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9839357429718876,229.73128461837769
1,0,1,0,1,1,1,1,1,1,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9919678714859438,235.09291124343872
0,1,1,0,1,1,1,1,0,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9698795180722891,240.5022165775299
1,0,0,1,0,0,1,1,1,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,32,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.964859437751004,245.76182460784912
1,0,0,0,0,1,1,1,0,0,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,30,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9518072289156626,250.63654923439026
1,0,1,0,1,0,0,1,0,0,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9779116465863453,255.430162191391
0,0,0,1,1,1,1,1,0,0,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,9,NA,distance,0.963855421686747,260.7921049594879
1,0,1,1,1,0,0,1,1,0,1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9829317269076305,265.5681481361389
1,1,0,1,1,1,0,1,1,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8724899598393574,270.71463918685913
1,0,1,1,1,1,0,1,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9909638554216867,277.2491705417633
1,0,1,1,1,1,0,0,1,1,1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9859437751004017,282.10750436782837
1,0,1,1,0,0,0,1,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9759036144578314,287.4762110710144
1,1,1,0,1,1,0,1,1,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8755020080321285,292.1845200061798
1,0,1,1,0,0,1,0,1,1,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9628514056224899,296.71547627449036
1,0,0,0,1,1,1,0,0,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.928714859437751,301.75391840934753
1,0,0,1,1,1,1,1,1,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9779116465863453,306.6830885410309
1,0,1,1,1,0,0,1,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9899598393574297,311.4648792743683
1,0,1,0,0,1,0,1,1,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9789156626506024,316.20403814315796
1,0,0,1,1,0,0,1,1,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9919678714859438,320.7760922908783
1,0,1,1,1,1,1,1,1,0,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9919678714859438,326.237202167511
1,0,1,1,1,1,0,0,1,1,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9889558232931727,331.3250436782837
1,0,0,1,1,1,0,0,1,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9929718875502008,336.5873432159424
1,0,1,1,1,1,0,0,0,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9859437751004017,341.3469319343567
0,0,1,0,1,0,1,0,1,0,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9708835341365462,346.4708375930786
1,0,1,0,1,0,1,1,0,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9899598393574297,351.3009407520294
1,0,1,1,1,1,1,0,1,1,0,0,0,0,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9939759036144579,356.5544784069061
0,0,1,1,1,0,0,0,0,0,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9457831325301205,361.07072281837463
1,0,0,1,1,1,1,1,0,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9809236947791165,365.69700026512146
1,0,0,0,1,1,0,0,1,0,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9799196787148594,370.68475580215454
1,0,0,1,1,0,0,1,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9779116465863453,375.8495388031006
0,0,1,1,1,1,0,1,1,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9839357429718876,381.030070066452
0,0,0,0,1,1,0,1,1,1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9769076305220884,387.0377416610718
0,0,0,1,1,0,0,1,0,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9738955823293173,392.494491815567
1,0,1,1,0,1,0,0,0,1,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9748995983935743,398.15604424476624
1,0,0,0,1,0,0,0,1,1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9889558232931727,403.719929933548
1,0,0,1,1,1,0,1,1,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9899598393574297,408.51396131515503
1,0,0,0,1,0,0,1,0,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9578313253012049,413.61922001838684
1,0,0,0,1,0,0,0,1,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9487951807228916,418.25962948799133
1,0,0,0,0,1,0,1,1,1,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9698795180722891,422.89951062202454
1,0,0,1,1,0,1,0,0,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9698795180722891,427.3745744228363
0,0,0,1,1,1,0,0,1,0,0,0,0,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9236947791164659,432.6969051361084
1,0,1,0,1,1,1,0,0,0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9738955823293173,437.45536255836487
0,0,0,1,1,0,1,1,1,1,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9678714859437751,442.797527551651
1,0,1,1,1,1,0,0,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9959839357429718,447.76243448257446
