feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8811320754716981,306.31056571006775
1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8867924528301887,310.38343596458435
0,1,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.6698113207547169,315.09072947502136
1,1,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.8867924528301887,319.68038272857666
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8943396226415095,324.1620123386383
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8886792452830189,328.620792388916
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,auto,7,7,nan,nan,NA,NA,0.8830188679245283,333.90009212493896
1,1,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8867924528301887,339.03856325149536
1,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8566037735849057,343.5676860809326
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8867924528301887,348.0652060508728
1,1,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8943396226415095,352.6659572124481
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8849056603773585,356.84182047843933
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8886792452830189,361.4637529850006
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8867924528301887,366.3260726928711
1,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8943396226415095,370.95395016670227
1,1,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8886792452830189,375.60922360420227
1,1,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8849056603773585,380.18165159225464
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8943396226415095,385.5466527938843
1,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8943396226415095,389.9947118759155
1,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8811320754716981,394.4847402572632
1,1,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8566037735849057,399.0310974121094
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8943396226415095,403.5677742958069
1,1,nnClassifier,tanh,NA,20,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.5245283018867924,421.1638276576996
1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8943396226415095,425.92574882507324
1,1,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8943396226415095,430.45490074157715
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8943396226415095,435.45255613327026
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8943396226415095,440.6114544868469
1,1,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8924528301886793,445.51493406295776
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8943396226415095,449.83096194267273
1,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8943396226415095,454.23790550231934
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8924528301886793,458.63978242874146
1,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8924528301886793,463.56449007987976
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8867924528301887,468.20884561538696
1,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8811320754716981,473.1297125816345
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8924528301886793,477.53851413726807
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8867924528301887,481.9682767391205
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8943396226415095,486.5439021587372
1,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8943396226415095,491.07343101501465
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8943396226415095,495.3914964199066
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8943396226415095,499.9094202518463
