feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9075471698113208,94.70476412773132
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9150943396226415,98.93442678451538
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9018867924528302,103.06791591644287
1,1,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9132075471698113,107.44774293899536
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9150943396226415,112.05141043663025
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,sqrt,10,4,nan,nan,NA,NA,0.9188679245283019,116.71098780632019
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,log2,19,32,nan,nan,NA,NA,0.9264150943396227,121.96698927879333
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,log2,17,35,nan,nan,NA,NA,0.9264150943396227,127.4213936328888
1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9150943396226415,131.86001062393188
1,1,nnClassifier,tanh,NA,15,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.49433962264150944,153.52780079841614
1,1,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9150943396226415,157.71270847320557
1,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9150943396226415,162.47279620170593
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,auto,15,38,nan,nan,NA,NA,0.9245283018867925,167.44632005691528
1,1,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9113207547169812,172.15089178085327
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,log2,20,34,nan,nan,NA,NA,0.9226415094339623,177.29564332962036
1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9150943396226415,181.67562699317932
1,1,nnClassifier,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5509433962264151,186.22550916671753
1,1,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.4981132075471698,199.27589392662048
1,1,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9075471698113208,203.7566614151001
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,auto,17,27,nan,nan,NA,NA,0.9245283018867925,208.93306636810303
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,log2,17,6,nan,nan,NA,NA,0.9245283018867925,214.0320851802826
0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,log2,18,29,nan,nan,NA,NA,0.6962264150943396,218.96523880958557
1,1,nnClassifier,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.5509433962264151,226.7623553276062
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,log2,7,31,nan,nan,NA,NA,0.9188679245283019,232.40638828277588
1,1,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.0,238.5171353816986
1,0,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.06981132075471698,246.07055497169495
1,1,nnClassifier,identity,NA,23,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.5509433962264151,250.8820767402649
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,19,11,nan,nan,NA,NA,0.9264150943396227,256.5162627696991
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,19,24,nan,nan,NA,NA,0.9283018867924528,261.7454035282135
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,sqrt,15,32,nan,nan,NA,NA,0.9245283018867925,266.6942620277405
1,0,nnClassifier,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.569811320754717,275.1668634414673
1,1,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9075471698113208,279.89595437049866
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,log2,19,20,nan,nan,NA,NA,0.9264150943396227,285.2700171470642
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,19,26,nan,nan,NA,NA,0.9,290.2039396762848
1,1,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5509433962264151,294.76442790031433
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,log2,16,10,nan,nan,NA,NA,0.9245283018867925,300.33706188201904
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,auto,13,39,nan,nan,NA,NA,0.9188679245283019,305.3673186302185
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,2,19,nan,nan,NA,NA,0.9150943396226415,310.66511940956116
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,log2,3,29,nan,nan,NA,NA,0.9226415094339623,315.98777627944946
1,1,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.4830188679245283,323.1562566757202
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,17,12,nan,nan,NA,NA,0.9264150943396227,329.062447309494
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,sqrt,14,32,nan,nan,NA,NA,0.9264150943396227,334.3190948963165
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,auto,18,8,nan,nan,NA,NA,0.9150943396226415,339.56175470352173
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,sqrt,14,32,nan,nan,NA,NA,0.9226415094339623,344.7670724391937
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,sqrt,15,20,nan,nan,NA,NA,0.9264150943396227,349.9534707069397
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,auto,3,30,nan,nan,NA,NA,0.8867924528301887,354.71972942352295
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,15,24,nan,nan,NA,NA,0.9188679245283019,360.0365746021271
0,0,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.0,364.24346017837524
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,auto,20,35,nan,nan,NA,NA,0.9226415094339623,369.46297550201416
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,auto,19,4,nan,nan,NA,NA,0.9283018867924528,374.8654465675354
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,16,19,nan,nan,NA,NA,0.9150943396226415,380.02972888946533
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,auto,17,18,nan,nan,NA,NA,0.9245283018867925,384.80869150161743
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,74,auto,16,23,nan,nan,NA,NA,0.9264150943396227,389.9036979675293
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,log2,4,37,nan,nan,NA,NA,0.9226415094339623,394.8956792354584
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,4,25,nan,nan,NA,NA,0.9169811320754717,400.12646102905273
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,log2,15,12,nan,nan,NA,NA,0.930188679245283,405.6072995662689
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,19,19,nan,nan,NA,NA,0.9283018867924528,410.77241230010986
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,19,4,nan,nan,NA,NA,0.9283018867924528,416.0576949119568
1,1,nnClassifier,logistic,NA,27,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.569811320754717,421.5095901489258
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,sqrt,1,30,nan,nan,NA,NA,0.9132075471698113,426.7984549999237
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,19,28,nan,nan,NA,NA,0.9169811320754717,431.92036533355713
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,sqrt,19,39,nan,nan,NA,NA,0.9245283018867925,436.97163820266724
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,log2,17,16,nan,nan,NA,NA,0.8811320754716981,441.976806640625
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,log2,18,22,nan,nan,NA,NA,0.9245283018867925,447.03952956199646
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,log2,8,17,nan,nan,NA,NA,0.9150943396226415,452.4213058948517
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,11,19,nan,nan,NA,NA,0.8415094339622642,457.34254336357117
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,13,16,nan,nan,NA,NA,0.930188679245283,462.3631889820099
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,auto,11,5,nan,nan,NA,NA,0.9113207547169812,467.52041888237
0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,sqrt,14,21,nan,nan,NA,NA,0.6943396226415094,472.48050332069397
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,28,auto,13,20,nan,nan,NA,NA,0.9283018867924528,477.4518949985504
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,5,14,nan,nan,NA,NA,0.8150943396226416,482.2313268184662
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,14,21,nan,nan,NA,NA,0.9188679245283019,487.22127652168274
0,0,nnClassifier,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.0,491.79227113723755
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,sqrt,4,28,nan,nan,NA,NA,0.9132075471698113,496.6099760532379
1,1,nnClassifier,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.569811320754717,502.7286972999573
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,20,18,nan,nan,NA,NA,0.9188679245283019,507.89387226104736
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,8,32,nan,nan,NA,NA,0.8150943396226416,512.750360250473
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,auto,6,22,nan,nan,NA,NA,0.8962264150943396,517.8041362762451
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,6,13,nan,nan,NA,NA,0.8150943396226416,522.2549741268158
1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,sqrt,12,13,nan,nan,NA,NA,0.9207547169811321,527.1240835189819
1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,2,30,nan,nan,NA,NA,0.8433962264150944,532.0627534389496
