activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,12,entropy,1,0,1,1,1,0,9,constant,71,sqrt,16,9,kneighborsClassifier,1,1,lbfgs,uniform,0.9722719141323792
identity,auto,23,entropy,0,1,0,0,0,0,10,constant,92,log2,19,39,nnClassifier,9,1,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
identity,ball_tree,27,entropy,0,1,1,1,1,1,25,adaptive,18,log2,20,30,nnClassifier,9,2,lbfgs,distance,1.0
identity,ball_tree,19,gini,0,1,1,1,1,1,4,constant,9,log2,7,19,randomForestClassifier,10,4,lbfgs,distance,0.9865831842576028
identity,brute,9,entropy,1,1,0,0,0,1,16,constant,93,sqrt,13,35,nnClassifier,2,4,sgd,distance,1.0
identity,kd_tree,10,entropy,1,1,1,0,1,0,17,constant,73,log2,9,4,randomForestClassifier,9,7,sgd,distance,0.9821109123434705
identity,brute,29,entropy,0,0,0,1,1,0,21,constant,100,sqrt,3,31,randomForestClassifier,5,7,sgd,uniform,0.9856887298747764
identity,kd_tree,15,entropy,1,0,0,1,0,0,35,invscaling,58,sqrt,4,7,kneighborsClassifier,8,8,adam,uniform,0.9749552772808586
logistic,auto,26,gini,1,1,1,1,0,0,32,adaptive,15,sqrt,5,27,nnClassifier,6,6,lbfgs,uniform,1.0
tanh,auto,9,gini,1,0,0,0,1,1,8,adaptive,63,auto,2,17,randomForestClassifier,1,7,adam,uniform,0.9856887298747764
relu,ball_tree,17,entropy,1,0,1,0,1,0,27,adaptive,47,auto,4,11,randomForestClassifier,4,6,sgd,distance,0.983005366726297
logistic,auto,27,entropy,0,1,1,0,1,0,3,adaptive,71,sqrt,14,37,nnClassifier,6,6,lbfgs,distance,1.0
logistic,brute,21,entropy,0,0,0,1,0,1,6,adaptive,10,auto,4,30,kneighborsClassifier,2,2,sgd,distance,0.9695885509838998
logistic,auto,12,gini,0,1,0,1,1,1,13,invscaling,57,sqrt,10,19,kneighborsClassifier,8,5,sgd,uniform,0.9865831842576028
logistic,auto,8,gini,1,1,0,0,0,0,20,constant,14,sqrt,18,11,kneighborsClassifier,3,10,adam,distance,0.9767441860465116
logistic,brute,16,entropy,0,0,0,1,1,0,12,adaptive,19,log2,15,37,kneighborsClassifier,3,5,lbfgs,uniform,0.9821109123434705
identity,kd_tree,29,gini,0,1,0,1,1,1,35,constant,1,sqrt,14,6,kneighborsClassifier,3,4,sgd,uniform,0.9856887298747764
logistic,auto,32,gini,0,0,0,0,1,0,24,invscaling,56,log2,4,29,nnClassifier,1,3,lbfgs,distance,1.0
identity,ball_tree,27,entropy,0,0,0,0,1,0,31,invscaling,7,log2,6,34,nnClassifier,5,1,lbfgs,distance,1.0
identity,auto,23,entropy,0,1,0,0,0,0,10,constant,92,log2,19,39,nnClassifier,9,1,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
identity,ball_tree,27,entropy,0,1,1,1,1,1,25,adaptive,18,log2,20,30,nnClassifier,9,2,lbfgs,distance,1.0
identity,brute,9,entropy,1,1,0,0,0,1,16,constant,93,sqrt,13,35,nnClassifier,2,4,sgd,distance,1.0
logistic,auto,26,gini,1,1,1,1,0,0,32,adaptive,15,sqrt,5,27,nnClassifier,6,6,lbfgs,uniform,1.0
logistic,auto,27,entropy,0,1,1,0,1,0,3,adaptive,71,sqrt,14,37,nnClassifier,6,6,lbfgs,distance,1.0
logistic,auto,32,gini,0,0,0,0,1,0,24,invscaling,56,log2,4,29,nnClassifier,1,3,lbfgs,distance,1.0
identity,ball_tree,27,entropy,0,0,0,0,1,0,31,invscaling,7,log2,6,34,nnClassifier,5,1,lbfgs,distance,1.0
identity,ball_tree,19,gini,0,1,1,1,1,1,4,constant,9,log2,7,19,randomForestClassifier,10,4,lbfgs,distance,0.9865831842576028
logistic,auto,12,gini,0,1,0,1,1,1,13,invscaling,57,sqrt,10,19,kneighborsClassifier,8,5,sgd,uniform,0.9865831842576028
identity,auto,9,entropy,0,1,0,0,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,1,25,adaptive,18,sqrt,20,30,nnClassifier,9,2,lbfgs,distance,1.0
identity,ball_tree,27,entropy,0,1,1,1,1,1,16,constant,93,sqrt,13,35,nnClassifier,2,4,sgd,distance,1.0
identity,brute,9,entropy,1,1,0,0,0,0,32,adaptive,15,sqrt,5,27,nnClassifier,6,6,lbfgs,uniform,1.0
logistic,auto,26,gini,1,1,1,1,0,0,3,adaptive,71,sqrt,14,37,nnClassifier,6,6,lbfgs,distance,1.0
logistic,auto,27,entropy,0,1,1,1,1,0,24,invscaling,56,log2,4,29,nnClassifier,1,3,lbfgs,distance,1.0
logistic,auto,32,gini,0,0,0,0,1,0,31,invscaling,7,log2,6,34,nnClassifier,1,1,lbfgs,distance,1.0
identity,ball_tree,27,entropy,0,0,0,0,1,1,4,constant,9,log2,7,14,randomForestClassifier,10,4,lbfgs,distance,0.9865831842576028
identity,ball_tree,19,gini,1,1,1,1,1,1,13,invscaling,57,sqrt,10,19,kneighborsClassifier,8,5,sgd,uniform,0.9847942754919499
logistic,auto,12,gini,0,1,0,1,1,0,10,constant,92,log2,19,39,nnClassifier,9,1,lbfgs,uniform,1.0
identity,auto,23,entropy,0,1,0,0,0,0,10,constant,92,log2,19,39,nnClassifier,9,1,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
identity,ball_tree,27,entropy,0,1,1,1,1,1,25,adaptive,18,log2,20,30,nnClassifier,9,2,lbfgs,distance,1.0
identity,brute,9,entropy,1,1,0,0,0,1,16,constant,93,sqrt,13,35,nnClassifier,2,4,sgd,distance,1.0
logistic,auto,26,gini,1,1,1,1,0,0,32,adaptive,15,sqrt,5,27,nnClassifier,6,6,lbfgs,uniform,1.0
logistic,auto,27,entropy,0,1,1,0,1,0,3,adaptive,71,sqrt,14,37,nnClassifier,6,6,lbfgs,distance,1.0
logistic,auto,32,gini,0,0,0,0,1,0,24,invscaling,56,log2,4,29,nnClassifier,1,3,lbfgs,distance,1.0
identity,ball_tree,27,entropy,0,0,0,0,1,0,31,invscaling,7,log2,6,34,nnClassifier,5,1,lbfgs,distance,1.0
identity,auto,9,entropy,0,1,0,0,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,1,25,adaptive,18,sqrt,20,30,nnClassifier,9,2,lbfgs,distance,1.0
identity,auto,23,entropy,0,1,0,0,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,1,25,adaptive,18,log2,20,30,nnClassifier,9,2,adam,distance,1.0
identity,ball_tree,27,entropy,0,1,1,1,1,1,16,constant,93,sqrt,13,35,nnClassifier,2,4,sgd,distance,1.0
identity,brute,9,entropy,1,1,0,0,0,0,32,adaptive,15,sqrt,5,27,nnClassifier,6,6,lbfgs,uniform,1.0
logistic,auto,26,gini,1,1,1,1,0,0,3,adaptive,71,sqrt,14,37,nnClassifier,6,6,lbfgs,distance,1.0
logistic,auto,27,entropy,0,1,1,0,1,0,24,invscaling,56,log2,4,29,nnClassifier,1,3,lbfgs,distance,1.0
logistic,auto,32,gini,0,0,0,0,1,0,31,invscaling,7,log2,6,34,nnClassifier,5,1,lbfgs,distance,1.0
identity,ball_tree,27,gini,0,0,0,0,1,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
identity,auto,9,entropy,0,1,0,0,0,1,25,adaptive,18,sqrt,20,30,nnClassifier,9,2,lbfgs,distance,1.0
relu,kd_tree,29,entropy,1,0,1,0,0,0,10,constant,92,log2,19,39,nnClassifier,9,1,lbfgs,uniform,1.0
identity,auto,23,entropy,0,1,0,0,0,0,10,constant,92,log2,19,39,nnClassifier,9,1,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
identity,ball_tree,27,entropy,0,1,1,1,1,1,25,adaptive,18,log2,20,30,nnClassifier,9,2,lbfgs,distance,1.0
identity,brute,9,entropy,1,1,0,0,0,1,16,constant,93,sqrt,13,35,nnClassifier,2,4,sgd,distance,1.0
logistic,auto,26,gini,1,1,1,1,0,0,32,adaptive,15,sqrt,5,27,nnClassifier,6,6,lbfgs,uniform,1.0
logistic,auto,27,entropy,0,1,1,0,1,0,3,adaptive,71,sqrt,14,37,nnClassifier,6,6,lbfgs,distance,1.0
logistic,auto,32,gini,0,0,0,0,1,0,24,invscaling,56,log2,4,29,nnClassifier,1,3,lbfgs,distance,1.0
identity,ball_tree,27,entropy,0,0,0,0,1,0,31,invscaling,7,log2,6,34,nnClassifier,5,1,lbfgs,distance,1.0
identity,auto,9,entropy,0,1,0,0,0,0,30,invscaling,79,auto,15,33,nnClassifier,5,6,lbfgs,uniform,1.0
relu,kd_tree,29,entropy,1,0,1,1,0,1,25,adaptive,18,sqrt,20,30,nnClassifier,9,2,lbfgs,distance,1.0
