activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,brute,21,gini,0,1,0,27,adaptive,11,log2,13,31,randomForestClassifier,7,6,sgd,uniform,0.9619619619619619
tanh,kd_tree,12,gini,1,0,1,2,invscaling,3,auto,2,2,nnClassifier,6,3,sgd,uniform,0.954954954954955
logistic,brute,8,entropy,0,0,0,12,adaptive,93,sqrt,16,24,kneighborsClassifier,1,10,lbfgs,distance,0
logistic,brute,21,entropy,0,0,0,37,adaptive,57,log2,8,28,randomForestClassifier,10,2,lbfgs,distance,0
logistic,kd_tree,28,gini,0,1,1,12,invscaling,97,sqrt,19,26,randomForestClassifier,1,10,sgd,distance,0.965965965965966
logistic,auto,8,entropy,0,1,0,25,constant,25,log2,14,38,randomForestClassifier,8,10,adam,distance,0.9619619619619619
logistic,ball_tree,23,gini,0,1,1,27,constant,39,sqrt,8,21,nnClassifier,6,2,lbfgs,uniform,0.9379379379379379
tanh,kd_tree,14,gini,1,1,0,24,invscaling,55,log2,9,30,nnClassifier,7,9,sgd,uniform,0.960960960960961
logistic,brute,31,gini,0,0,0,32,adaptive,90,sqrt,18,15,kneighborsClassifier,9,1,adam,distance,0
tanh,ball_tree,9,entropy,1,0,0,15,invscaling,2,log2,7,31,nnClassifier,10,5,adam,uniform,0.960960960960961
identity,ball_tree,16,entropy,0,1,0,22,constant,11,log2,16,10,nnClassifier,5,4,lbfgs,distance,0.960960960960961
relu,brute,28,entropy,0,1,1,34,constant,68,sqrt,10,16,randomForestClassifier,4,8,adam,uniform,0.964964964964965
tanh,kd_tree,23,entropy,1,0,0,7,constant,10,log2,2,27,kneighborsClassifier,3,9,sgd,uniform,0.9619619619619619
tanh,ball_tree,31,gini,0,0,0,16,adaptive,18,log2,20,18,randomForestClassifier,8,4,lbfgs,distance,0
tanh,kd_tree,26,entropy,1,1,1,3,constant,62,sqrt,4,28,randomForestClassifier,1,9,lbfgs,distance,0.9679679679679679
relu,ball_tree,20,gini,1,1,0,33,constant,36,sqrt,15,39,randomForestClassifier,2,7,lbfgs,uniform,0.9619619619619619
identity,ball_tree,9,gini,1,1,0,21,adaptive,8,log2,17,4,randomForestClassifier,3,2,lbfgs,distance,0.9619619619619619
relu,ball_tree,13,entropy,0,1,0,32,invscaling,7,sqrt,11,17,nnClassifier,3,6,lbfgs,uniform,0.960960960960961
relu,brute,16,gini,0,1,0,36,invscaling,98,sqrt,14,7,nnClassifier,9,7,lbfgs,uniform,0.960960960960961
identity,brute,16,entropy,1,0,1,32,constant,44,sqrt,2,33,randomForestClassifier,8,3,adam,uniform,0.9669669669669669
logistic,kd_tree,9,gini,0,1,1,8,adaptive,25,sqrt,12,27,kneighborsClassifier,10,10,lbfgs,distance,0.954954954954955
tanh,auto,26,entropy,1,0,0,8,constant,79,sqrt,6,23,nnClassifier,3,3,adam,uniform,0.960960960960961
logistic,ball_tree,29,entropy,1,1,1,16,constant,9,sqrt,2,30,kneighborsClassifier,6,10,sgd,uniform,0.9619619619619619
logistic,ball_tree,21,gini,1,0,1,39,constant,10,auto,2,23,randomForestClassifier,4,7,adam,distance,0.965965965965966
identity,auto,16,entropy,1,1,0,7,invscaling,36,sqrt,11,39,nnClassifier,1,9,sgd,distance,0.960960960960961
relu,auto,15,gini,1,1,1,11,constant,82,auto,20,4,randomForestClassifier,6,10,lbfgs,distance,0.96996996996997
logistic,kd_tree,29,gini,1,0,0,32,adaptive,31,log2,9,19,nnClassifier,10,8,lbfgs,uniform,0.960960960960961
relu,ball_tree,30,entropy,0,0,1,32,adaptive,34,log2,9,17,randomForestClassifier,10,1,adam,distance,0.9669669669669669
relu,ball_tree,17,entropy,1,0,1,31,adaptive,85,auto,20,17,nnClassifier,9,3,lbfgs,distance,0.93993993993994
tanh,brute,17,gini,0,1,0,30,adaptive,86,sqrt,13,18,nnClassifier,5,6,lbfgs,distance,0.960960960960961
tanh,ball_tree,12,entropy,1,1,1,7,adaptive,3,sqrt,14,2,nnClassifier,8,10,sgd,uniform,0.938938938938939
identity,kd_tree,20,gini,1,1,1,16,adaptive,30,sqrt,8,16,nnClassifier,3,2,sgd,distance,0.9429429429429429
identity,auto,23,gini,0,0,1,28,invscaling,55,log2,16,5,randomForestClassifier,10,9,adam,distance,0.9669669669669669
relu,brute,10,entropy,0,0,0,18,invscaling,47,auto,19,14,kneighborsClassifier,4,8,sgd,uniform,0
logistic,brute,11,gini,1,1,0,26,adaptive,67,log2,10,2,randomForestClassifier,3,10,lbfgs,distance,0.9619619619619619
tanh,ball_tree,18,entropy,0,0,1,34,adaptive,79,log2,10,38,nnClassifier,4,1,lbfgs,distance,0.9379379379379379
logistic,kd_tree,28,entropy,0,1,0,10,invscaling,94,log2,8,8,kneighborsClassifier,4,1,lbfgs,distance,0.9069069069069069
tanh,ball_tree,19,gini,0,1,1,3,constant,48,auto,19,36,kneighborsClassifier,7,6,lbfgs,distance,0.9529529529529529
tanh,brute,15,gini,1,1,0,26,invscaling,39,sqrt,4,26,kneighborsClassifier,6,5,lbfgs,uniform,0.9619619619619619
tanh,kd_tree,28,gini,1,1,1,27,invscaling,85,sqrt,12,19,randomForestClassifier,2,3,lbfgs,uniform,0.9669669669669669
tanh,brute,23,entropy,0,0,1,23,adaptive,20,auto,7,14,randomForestClassifier,2,2,adam,distance,0.964964964964965
identity,ball_tree,21,entropy,1,0,1,12,adaptive,33,log2,8,7,kneighborsClassifier,7,7,lbfgs,distance,0.94994994994995
identity,ball_tree,31,gini,0,1,1,18,adaptive,96,sqrt,3,26,kneighborsClassifier,1,7,adam,uniform,0.9619619619619619
identity,brute,9,entropy,0,1,0,15,invscaling,83,sqrt,13,25,nnClassifier,1,1,lbfgs,uniform,0.960960960960961
identity,kd_tree,17,entropy,1,1,1,29,constant,44,auto,8,20,kneighborsClassifier,9,5,lbfgs,uniform,0.9619619619619619
relu,auto,26,gini,1,1,0,40,invscaling,74,auto,19,20,randomForestClassifier,6,6,sgd,distance,0.9619619619619619
tanh,brute,15,entropy,1,0,1,28,adaptive,73,sqrt,6,13,kneighborsClassifier,8,7,sgd,uniform,0.9619619619619619
relu,kd_tree,20,entropy,0,1,0,31,constant,44,auto,20,28,nnClassifier,1,9,adam,distance,0.960960960960961
tanh,kd_tree,30,gini,1,0,0,35,invscaling,50,auto,8,28,kneighborsClassifier,3,3,sgd,distance,0.9619619619619619
relu,auto,14,entropy,0,0,0,40,adaptive,95,log2,7,27,kneighborsClassifier,3,8,sgd,uniform,0
logistic,ball_tree,21,entropy,1,0,0,36,constant,13,auto,11,39,nnClassifier,1,2,lbfgs,distance,0.960960960960961
relu,brute,26,entropy,0,0,1,10,invscaling,18,sqrt,3,23,nnClassifier,6,6,sgd,uniform,0.960960960960961
identity,auto,29,gini,1,1,0,32,adaptive,48,log2,12,17,nnClassifier,2,7,lbfgs,uniform,0.960960960960961
relu,kd_tree,18,gini,1,0,1,31,adaptive,72,auto,19,5,kneighborsClassifier,1,9,adam,distance,0.950950950950951
logistic,brute,15,gini,1,1,0,8,adaptive,65,auto,11,5,nnClassifier,1,3,adam,uniform,0.960960960960961
identity,brute,17,entropy,1,0,0,6,adaptive,41,log2,13,35,randomForestClassifier,6,9,lbfgs,uniform,0.9619619619619619
identity,auto,17,entropy,0,0,0,15,adaptive,72,auto,13,7,nnClassifier,1,10,sgd,distance,0
relu,ball_tree,17,entropy,0,0,0,33,adaptive,45,sqrt,13,30,nnClassifier,4,8,adam,distance,0
identity,ball_tree,29,gini,1,1,0,15,adaptive,65,auto,12,15,randomForestClassifier,5,1,adam,distance,0.9619619619619619
logistic,auto,30,entropy,1,0,1,28,invscaling,4,sqrt,18,18,randomForestClassifier,5,4,lbfgs,distance,0.9679679679679679
logistic,ball_tree,11,entropy,1,1,1,31,adaptive,98,auto,18,30,nnClassifier,2,1,sgd,distance,0.960960960960961
logistic,auto,22,entropy,0,0,0,40,invscaling,62,log2,17,3,nnClassifier,1,7,sgd,distance,0
tanh,auto,11,entropy,1,1,1,21,constant,40,log2,3,5,nnClassifier,8,5,sgd,distance,0.938938938938939
identity,ball_tree,13,entropy,1,0,0,37,invscaling,34,log2,11,40,kneighborsClassifier,2,8,sgd,uniform,0.9619619619619619
identity,brute,24,gini,0,0,1,31,invscaling,92,log2,6,10,randomForestClassifier,10,7,sgd,distance,0.964964964964965
tanh,brute,32,entropy,1,0,1,7,constant,99,sqrt,17,30,randomForestClassifier,2,3,adam,distance,0.9669669669669669
tanh,ball_tree,9,entropy,1,0,0,38,invscaling,56,sqrt,18,11,nnClassifier,7,1,sgd,distance,0.960960960960961
relu,kd_tree,18,gini,0,0,0,8,adaptive,51,log2,15,13,kneighborsClassifier,8,6,adam,distance,0
identity,auto,25,gini,0,1,1,32,adaptive,64,log2,18,34,randomForestClassifier,9,1,adam,distance,0.965965965965966
logistic,ball_tree,16,gini,1,0,1,3,invscaling,50,log2,7,17,kneighborsClassifier,7,4,sgd,distance,0.9479479479479479
tanh,auto,26,entropy,1,0,0,19,invscaling,71,sqrt,17,29,kneighborsClassifier,10,10,sgd,distance,0.9619619619619619
tanh,brute,18,gini,0,0,0,16,adaptive,52,auto,4,2,kneighborsClassifier,8,8,lbfgs,uniform,0
logistic,kd_tree,26,gini,1,1,0,9,constant,39,log2,2,4,kneighborsClassifier,7,3,sgd,uniform,0.960960960960961
tanh,ball_tree,9,entropy,0,0,1,29,invscaling,58,auto,8,34,kneighborsClassifier,4,6,adam,distance,0.9579579579579579
tanh,auto,13,gini,1,1,0,27,adaptive,12,auto,16,31,randomForestClassifier,1,5,lbfgs,uniform,0.9619619619619619
identity,ball_tree,25,gini,0,0,1,32,constant,4,log2,12,37,kneighborsClassifier,10,1,sgd,uniform,0.9429429429429429
relu,ball_tree,31,gini,1,1,0,3,constant,46,log2,3,17,nnClassifier,4,7,adam,uniform,0.960960960960961
