activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,13,gini,0,0,0,18,constant,58,auto,14,3,randomForestClassifier,9,6,lbfgs,distance,0
relu,kd_tree,23,gini,1,1,1,31,constant,74,log2,9,15,kneighborsClassifier,7,4,adam,uniform,0.953953953953954
logistic,ball_tree,21,gini,0,1,0,17,invscaling,53,auto,20,27,nnClassifier,4,5,lbfgs,distance,0.9579579579579579
relu,auto,23,gini,1,1,1,28,invscaling,20,log2,19,8,nnClassifier,5,9,sgd,uniform,0.9529529529529529
tanh,kd_tree,20,gini,0,0,1,3,adaptive,42,log2,11,24,kneighborsClassifier,3,5,lbfgs,distance,0.944944944944945
logistic,kd_tree,32,entropy,1,0,0,2,adaptive,34,log2,18,23,kneighborsClassifier,2,7,lbfgs,distance,0.954954954954955
tanh,auto,29,gini,0,0,1,22,adaptive,27,auto,12,22,nnClassifier,6,9,sgd,uniform,0.9359359359359359
relu,ball_tree,19,entropy,0,0,1,8,invscaling,88,auto,6,27,nnClassifier,4,6,lbfgs,uniform,0.9359359359359359
tanh,auto,25,entropy,1,1,0,12,adaptive,68,sqrt,11,34,randomForestClassifier,2,4,adam,uniform,0.954954954954955
relu,kd_tree,13,entropy,1,0,0,14,invscaling,45,sqrt,13,40,randomForestClassifier,5,10,lbfgs,distance,0.954954954954955
logistic,auto,22,gini,1,0,0,4,invscaling,17,log2,16,34,nnClassifier,2,2,lbfgs,uniform,0.9579579579579579
relu,ball_tree,15,entropy,0,0,1,4,invscaling,59,auto,19,13,kneighborsClassifier,5,10,lbfgs,uniform,0.958958958958959
logistic,kd_tree,18,entropy,0,0,0,40,adaptive,2,sqrt,5,16,randomForestClassifier,7,2,sgd,uniform,0
tanh,auto,29,entropy,1,1,1,40,invscaling,80,sqrt,13,20,nnClassifier,8,9,lbfgs,uniform,0.938938938938939
tanh,ball_tree,24,gini,1,1,0,22,constant,62,auto,19,4,kneighborsClassifier,1,7,adam,distance,0.954954954954955
identity,ball_tree,10,gini,0,0,1,20,constant,1,sqrt,6,15,nnClassifier,2,9,adam,distance,0.9369369369369369
logistic,kd_tree,18,gini,1,0,0,27,invscaling,3,sqrt,14,2,randomForestClassifier,2,6,sgd,distance,0.954954954954955
logistic,auto,30,gini,0,1,0,38,constant,80,sqrt,20,37,randomForestClassifier,3,10,adam,uniform,0.954954954954955
tanh,kd_tree,16,entropy,0,1,0,29,invscaling,43,sqrt,8,35,nnClassifier,8,9,lbfgs,uniform,0.9579579579579579
tanh,kd_tree,17,gini,0,1,1,38,constant,27,auto,4,2,kneighborsClassifier,4,7,adam,distance,0.953953953953954
logistic,ball_tree,30,entropy,1,1,1,16,invscaling,64,auto,17,4,randomForestClassifier,10,7,sgd,uniform,0.960960960960961
relu,kd_tree,21,gini,0,1,1,24,adaptive,49,log2,11,30,randomForestClassifier,3,8,sgd,distance,0.9629629629629629
tanh,brute,18,entropy,0,0,1,15,adaptive,70,log2,10,19,kneighborsClassifier,4,10,lbfgs,uniform,0.958958958958959
logistic,ball_tree,15,entropy,1,1,0,36,invscaling,30,auto,17,32,kneighborsClassifier,7,2,lbfgs,uniform,0.953953953953954
relu,brute,32,gini,1,0,1,14,constant,63,log2,3,26,nnClassifier,1,6,adam,distance,0.9359359359359359
relu,auto,12,entropy,1,1,0,17,adaptive,17,auto,19,35,randomForestClassifier,2,7,sgd,distance,0.954954954954955
tanh,ball_tree,26,entropy,0,1,0,35,constant,21,auto,10,30,randomForestClassifier,2,1,sgd,distance,0.954954954954955
identity,kd_tree,17,gini,0,0,1,24,invscaling,40,auto,6,28,randomForestClassifier,4,3,lbfgs,uniform,0.960960960960961
relu,brute,10,gini,1,1,0,32,adaptive,7,auto,15,6,kneighborsClassifier,7,4,adam,distance,0.94994994994995
logistic,brute,22,entropy,0,1,0,17,adaptive,24,auto,17,21,kneighborsClassifier,5,4,adam,uniform,0.954954954954955
identity,auto,13,gini,0,0,0,21,invscaling,68,auto,11,27,randomForestClassifier,6,2,adam,distance,0
relu,kd_tree,28,entropy,0,0,0,14,invscaling,42,sqrt,7,31,randomForestClassifier,6,2,sgd,uniform,0
relu,kd_tree,17,entropy,1,1,0,5,invscaling,65,auto,19,40,randomForestClassifier,6,8,lbfgs,distance,0.954954954954955
relu,ball_tree,11,gini,1,1,0,36,adaptive,15,sqrt,14,24,nnClassifier,6,2,lbfgs,distance,0.9579579579579579
identity,brute,24,entropy,0,1,0,38,invscaling,64,auto,11,31,randomForestClassifier,7,1,lbfgs,distance,0.954954954954955
identity,brute,19,entropy,1,1,1,14,constant,23,log2,16,12,kneighborsClassifier,5,4,adam,uniform,0.953953953953954
logistic,auto,32,entropy,1,1,1,39,constant,44,sqrt,6,23,kneighborsClassifier,5,2,sgd,uniform,0.953953953953954
relu,kd_tree,11,gini,0,1,0,9,invscaling,80,auto,20,37,kneighborsClassifier,3,6,sgd,uniform,0.954954954954955
relu,ball_tree,29,entropy,1,1,1,11,invscaling,99,log2,5,6,randomForestClassifier,9,5,adam,distance,0.9629629629629629
relu,auto,30,gini,1,1,0,4,adaptive,7,auto,11,29,nnClassifier,6,8,sgd,uniform,0.9579579579579579
relu,kd_tree,9,gini,0,1,0,22,adaptive,87,sqrt,18,9,nnClassifier,5,8,lbfgs,uniform,0.9579579579579579
relu,ball_tree,25,entropy,1,0,1,22,adaptive,8,auto,20,3,kneighborsClassifier,6,7,lbfgs,uniform,0.954954954954955
logistic,kd_tree,29,gini,0,1,0,24,adaptive,99,auto,10,18,randomForestClassifier,7,10,sgd,uniform,0.954954954954955
relu,auto,31,gini,1,0,0,10,adaptive,97,auto,18,31,kneighborsClassifier,4,8,lbfgs,uniform,0.954954954954955
tanh,ball_tree,29,entropy,0,0,0,13,invscaling,76,auto,5,34,randomForestClassifier,8,7,sgd,uniform,0
relu,kd_tree,17,entropy,0,0,1,16,constant,70,auto,7,28,nnClassifier,2,6,lbfgs,distance,0.9359359359359359
tanh,brute,27,entropy,1,0,1,36,constant,25,sqrt,13,12,randomForestClassifier,2,5,sgd,distance,0.9619619619619619
relu,auto,11,gini,0,1,1,16,invscaling,94,log2,13,5,randomForestClassifier,2,9,sgd,uniform,0.9629629629629629
logistic,kd_tree,17,entropy,0,0,0,13,constant,70,log2,15,13,nnClassifier,5,5,adam,uniform,0
identity,ball_tree,32,gini,0,1,1,15,adaptive,96,sqrt,13,21,randomForestClassifier,10,2,sgd,uniform,0.9629629629629629
logistic,brute,10,entropy,0,0,1,18,constant,97,log2,9,4,kneighborsClassifier,4,5,lbfgs,distance,0.944944944944945
tanh,auto,19,gini,1,0,1,15,constant,99,auto,13,5,nnClassifier,3,3,adam,distance,0.9359359359359359
relu,auto,17,entropy,0,1,0,9,constant,70,log2,17,29,nnClassifier,9,4,sgd,uniform,0.9579579579579579
logistic,brute,9,gini,1,0,1,17,constant,64,auto,11,6,randomForestClassifier,2,3,adam,uniform,0.9619619619619619
relu,ball_tree,20,entropy,0,1,1,29,invscaling,97,log2,10,9,kneighborsClassifier,5,3,sgd,distance,0.9459459459459459
relu,ball_tree,9,entropy,0,0,1,31,adaptive,70,auto,5,26,nnClassifier,6,5,adam,uniform,0.9359359359359359
tanh,brute,28,gini,0,1,1,22,adaptive,33,sqrt,6,26,kneighborsClassifier,8,9,sgd,distance,0.953953953953954
logistic,auto,22,gini,0,1,1,27,adaptive,27,log2,2,36,nnClassifier,2,7,adam,distance,0.934934934934935
relu,ball_tree,14,entropy,1,1,0,22,invscaling,85,sqrt,9,24,kneighborsClassifier,1,8,lbfgs,uniform,0.954954954954955
logistic,brute,27,entropy,0,1,1,5,constant,45,auto,18,2,kneighborsClassifier,3,5,lbfgs,distance,0.9529529529529529
tanh,brute,27,entropy,0,1,1,35,invscaling,57,auto,4,6,nnClassifier,10,6,lbfgs,distance,0.9329329329329329
tanh,ball_tree,16,entropy,1,0,1,9,adaptive,78,log2,15,22,nnClassifier,4,5,lbfgs,distance,0.9359359359359359
identity,kd_tree,14,entropy,1,1,1,19,invscaling,21,sqrt,2,27,randomForestClassifier,2,10,lbfgs,distance,0.9629629629629629
identity,brute,23,entropy,1,0,1,32,invscaling,93,auto,19,8,kneighborsClassifier,8,9,lbfgs,distance,0.9519519519519519
tanh,ball_tree,15,gini,0,1,1,29,constant,24,sqrt,4,31,kneighborsClassifier,3,9,sgd,uniform,0.954954954954955
identity,ball_tree,31,entropy,0,0,0,26,constant,28,auto,8,32,nnClassifier,3,8,sgd,distance,0
tanh,ball_tree,18,gini,0,1,1,18,invscaling,31,auto,10,14,randomForestClassifier,7,9,adam,distance,0.960960960960961
tanh,ball_tree,32,gini,1,1,1,36,constant,82,auto,20,36,kneighborsClassifier,8,1,adam,uniform,0.9229229229229229
identity,ball_tree,29,entropy,1,1,1,31,adaptive,48,sqrt,15,3,randomForestClassifier,5,2,sgd,uniform,0.964964964964965
tanh,kd_tree,13,gini,0,1,1,27,invscaling,100,sqrt,8,23,randomForestClassifier,2,8,adam,distance,0.9619619619619619
relu,ball_tree,18,entropy,0,1,1,17,constant,65,sqrt,6,38,kneighborsClassifier,6,6,sgd,uniform,0.954954954954955
relu,kd_tree,14,gini,0,0,0,39,invscaling,38,sqrt,2,19,randomForestClassifier,8,7,adam,uniform,0
tanh,kd_tree,20,entropy,1,0,1,3,constant,28,auto,13,6,kneighborsClassifier,2,6,sgd,uniform,0.954954954954955
identity,ball_tree,11,gini,0,1,0,35,invscaling,35,log2,11,26,randomForestClassifier,1,6,adam,uniform,0.954954954954955
logistic,ball_tree,32,gini,1,1,0,3,adaptive,97,log2,6,34,nnClassifier,4,7,adam,distance,0.9579579579579579
relu,auto,24,gini,0,1,0,5,invscaling,9,auto,18,3,nnClassifier,2,1,adam,uniform,0.9579579579579579
identity,brute,10,gini,1,0,1,13,constant,3,log2,4,7,randomForestClassifier,3,6,adam,distance,0.9629629629629629
identity,brute,18,gini,0,1,0,33,adaptive,85,log2,20,19,randomForestClassifier,8,9,adam,uniform,0.954954954954955
identity,auto,32,entropy,0,0,0,25,constant,2,sqrt,10,29,kneighborsClassifier,1,1,sgd,distance,0
logistic,kd_tree,26,gini,1,1,1,17,adaptive,17,sqrt,11,39,randomForestClassifier,10,4,adam,distance,0.964964964964965
identity,brute,32,gini,1,0,0,15,invscaling,61,sqrt,5,34,nnClassifier,4,8,lbfgs,distance,0.9579579579579579
relu,ball_tree,25,entropy,0,1,0,31,adaptive,44,log2,10,13,kneighborsClassifier,9,6,adam,uniform,0.954954954954955
logistic,kd_tree,24,gini,0,1,1,6,invscaling,76,sqrt,10,9,nnClassifier,5,5,adam,distance,0.934934934934935
