activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,16,gini,1,0,0,37,adaptive,32,auto,13,15,randomForestClassifier,3,6,sgd,uniform,0.954954954954955
logistic,ball_tree,30,gini,0,0,1,7,invscaling,74,sqrt,7,22,kneighborsClassifier,2,4,adam,uniform,0.9529529529529529
identity,brute,13,entropy,0,1,1,29,invscaling,29,log2,7,21,nnClassifier,6,9,sgd,uniform,0.9429429429429429
relu,ball_tree,30,entropy,0,0,0,8,invscaling,52,auto,12,31,randomForestClassifier,8,5,sgd,distance,0
tanh,auto,14,gini,1,1,1,2,adaptive,36,log2,14,10,kneighborsClassifier,9,9,lbfgs,distance,0.955955955955956
relu,brute,16,gini,0,0,1,15,invscaling,53,sqrt,20,3,randomForestClassifier,9,5,sgd,distance,0.9629629629629629
tanh,kd_tree,13,gini,0,0,0,8,adaptive,49,sqrt,10,3,nnClassifier,1,5,lbfgs,uniform,0
logistic,ball_tree,16,entropy,1,0,0,23,adaptive,41,auto,7,3,nnClassifier,5,4,adam,uniform,0.9579579579579579
identity,auto,26,entropy,0,0,0,21,constant,76,auto,18,17,nnClassifier,6,1,lbfgs,uniform,0
logistic,ball_tree,29,entropy,1,0,0,22,constant,78,sqrt,10,5,kneighborsClassifier,3,2,lbfgs,distance,0.954954954954955
relu,auto,12,gini,0,0,0,23,constant,100,log2,17,12,kneighborsClassifier,4,3,sgd,uniform,0
identity,kd_tree,10,gini,1,0,1,31,invscaling,90,sqrt,15,20,randomForestClassifier,5,4,adam,uniform,0.9619619619619619
identity,brute,12,entropy,1,0,0,29,invscaling,26,auto,6,27,nnClassifier,7,1,lbfgs,uniform,0.9579579579579579
identity,ball_tree,30,gini,1,0,1,37,adaptive,97,sqrt,2,15,randomForestClassifier,8,7,adam,uniform,0.95995995995996
tanh,kd_tree,28,entropy,1,0,1,12,invscaling,40,log2,11,29,nnClassifier,8,3,lbfgs,uniform,0.9359359359359359
identity,auto,23,gini,0,1,1,30,invscaling,56,log2,16,28,nnClassifier,1,1,adam,distance,0.9429429429429429
identity,auto,14,entropy,0,1,0,30,constant,56,sqrt,9,22,randomForestClassifier,6,9,sgd,distance,0.954954954954955
