activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,30,gini,1,1,0,30,constant,50,auto,17,26,nnClassifier,1,10,adam,distance,0.95995995995996
relu,kd_tree,28,gini,1,0,1,37,adaptive,84,sqrt,16,2,randomForestClassifier,1,6,sgd,uniform,0.964964964964965
identity,ball_tree,8,entropy,0,0,0,37,adaptive,88,log2,11,10,nnClassifier,7,3,lbfgs,uniform,0
identity,kd_tree,25,gini,0,1,1,33,constant,34,sqrt,9,36,randomForestClassifier,6,10,sgd,uniform,0.965965965965966
identity,ball_tree,21,gini,0,0,1,25,constant,49,log2,10,8,randomForestClassifier,5,1,sgd,uniform,0.964964964964965
tanh,brute,14,entropy,1,1,0,22,adaptive,95,auto,18,37,kneighborsClassifier,3,8,sgd,uniform,0.963963963963964
logistic,brute,14,entropy,1,0,0,26,invscaling,60,auto,16,6,nnClassifier,6,7,lbfgs,distance,0.95995995995996
identity,kd_tree,18,gini,0,1,1,18,constant,17,log2,3,28,randomForestClassifier,8,8,adam,uniform,0.965965965965966
logistic,kd_tree,10,entropy,0,0,1,12,adaptive,34,sqrt,6,26,kneighborsClassifier,1,7,adam,distance,0.9569569569569569
relu,auto,13,entropy,0,1,0,40,invscaling,34,sqrt,6,31,randomForestClassifier,5,8,sgd,uniform,0.963963963963964
tanh,ball_tree,22,gini,0,0,1,16,constant,91,sqrt,13,32,nnClassifier,3,8,sgd,uniform,0.943943943943944
logistic,ball_tree,25,entropy,0,1,1,32,invscaling,34,sqrt,5,29,nnClassifier,10,7,lbfgs,uniform,0.9419419419419419
identity,brute,25,entropy,0,1,0,35,invscaling,40,sqrt,15,25,randomForestClassifier,8,1,adam,distance,0.963963963963964
identity,ball_tree,13,gini,0,0,0,38,adaptive,6,sqrt,9,28,kneighborsClassifier,3,5,lbfgs,uniform,0
logistic,ball_tree,31,gini,1,1,1,4,adaptive,61,sqrt,8,4,kneighborsClassifier,4,3,adam,uniform,0.9569569569569569
logistic,brute,26,entropy,0,1,0,5,constant,10,log2,10,37,kneighborsClassifier,3,9,sgd,distance,0.963963963963964
tanh,kd_tree,21,gini,0,1,1,35,adaptive,36,auto,5,35,nnClassifier,6,1,adam,distance,0.9429429429429429
relu,kd_tree,23,gini,0,0,1,36,invscaling,9,log2,5,27,nnClassifier,7,2,lbfgs,uniform,0.943943943943944
logistic,ball_tree,16,gini,1,0,1,17,invscaling,36,sqrt,11,22,kneighborsClassifier,3,5,adam,uniform,0.963963963963964
logistic,brute,23,entropy,1,0,1,40,adaptive,100,log2,16,19,nnClassifier,9,2,sgd,uniform,0.943943943943944
relu,ball_tree,15,entropy,1,1,1,25,constant,75,sqrt,2,33,nnClassifier,8,4,adam,uniform,0.9419419419419419
tanh,auto,21,entropy,0,1,0,34,invscaling,50,sqrt,16,17,nnClassifier,8,4,lbfgs,uniform,0.95995995995996
tanh,ball_tree,21,entropy,1,0,0,5,constant,85,log2,12,24,randomForestClassifier,5,8,sgd,distance,0.963963963963964
relu,ball_tree,8,gini,1,0,1,32,invscaling,65,sqrt,2,9,nnClassifier,8,4,sgd,distance,0.9519519519519519
relu,brute,22,entropy,1,0,1,4,invscaling,63,auto,3,32,kneighborsClassifier,1,8,lbfgs,uniform,0.963963963963964
logistic,auto,31,gini,1,1,0,31,constant,86,auto,4,12,nnClassifier,4,8,lbfgs,uniform,0.95995995995996
tanh,auto,19,gini,1,1,0,19,constant,32,auto,18,35,nnClassifier,5,4,adam,distance,0.95995995995996
logistic,auto,12,gini,0,1,0,33,constant,3,sqrt,20,40,randomForestClassifier,3,4,adam,distance,0.963963963963964
relu,kd_tree,31,gini,1,1,0,19,constant,3,log2,14,23,randomForestClassifier,5,2,sgd,distance,0.963963963963964
relu,ball_tree,11,entropy,0,0,1,21,constant,51,auto,7,36,randomForestClassifier,1,2,lbfgs,uniform,0.964964964964965
tanh,brute,14,entropy,1,1,0,37,adaptive,66,log2,10,28,kneighborsClassifier,10,10,adam,distance,0.9629629629629629
identity,brute,22,entropy,0,1,1,18,invscaling,40,auto,13,28,kneighborsClassifier,10,10,adam,distance,0.9529529529529529
relu,auto,10,gini,1,1,1,15,invscaling,8,auto,13,31,randomForestClassifier,4,10,sgd,uniform,0.964964964964965
logistic,brute,24,gini,0,0,1,12,constant,33,auto,9,8,randomForestClassifier,5,10,sgd,uniform,0.964964964964965
tanh,brute,30,entropy,0,1,1,37,constant,4,sqrt,16,34,nnClassifier,8,10,adam,distance,0.9429429429429429
tanh,ball_tree,28,entropy,1,1,1,2,invscaling,19,sqrt,15,35,randomForestClassifier,7,5,sgd,uniform,0.965965965965966
logistic,brute,29,entropy,1,1,0,8,adaptive,16,log2,9,33,nnClassifier,3,8,sgd,distance,0.95995995995996
relu,kd_tree,13,gini,0,1,0,14,constant,46,sqrt,9,20,kneighborsClassifier,7,10,lbfgs,distance,0.963963963963964
logistic,ball_tree,19,entropy,0,0,1,5,constant,81,log2,7,10,nnClassifier,10,6,adam,distance,0.943943943943944
relu,ball_tree,21,entropy,1,1,1,2,constant,2,auto,7,10,nnClassifier,3,7,lbfgs,uniform,0.938938938938939
identity,kd_tree,19,gini,0,1,0,38,adaptive,100,auto,15,36,kneighborsClassifier,3,3,sgd,uniform,0.95995995995996
logistic,auto,19,gini,1,0,1,14,adaptive,80,sqrt,2,19,nnClassifier,6,6,lbfgs,uniform,0.944944944944945
logistic,auto,15,entropy,1,0,1,28,invscaling,74,auto,3,5,randomForestClassifier,8,9,lbfgs,uniform,0.964964964964965
tanh,kd_tree,21,gini,0,1,1,5,adaptive,50,log2,4,33,kneighborsClassifier,8,2,sgd,uniform,0.9629629629629629
relu,auto,20,gini,1,1,1,23,adaptive,45,auto,10,7,kneighborsClassifier,2,9,adam,uniform,0.963963963963964
identity,brute,32,entropy,0,0,1,20,adaptive,97,auto,6,24,randomForestClassifier,5,3,sgd,distance,0.964964964964965
identity,kd_tree,19,gini,0,0,0,38,constant,61,sqrt,3,27,nnClassifier,6,2,sgd,distance,0
identity,auto,28,entropy,0,1,0,36,constant,69,auto,8,33,nnClassifier,1,9,adam,distance,0.95995995995996
identity,ball_tree,25,gini,0,1,0,34,adaptive,83,auto,11,2,randomForestClassifier,8,9,lbfgs,uniform,0.963963963963964
relu,kd_tree,8,gini,0,0,1,24,adaptive,13,sqrt,7,18,nnClassifier,6,3,lbfgs,distance,0.943943943943944
relu,ball_tree,13,entropy,0,0,0,15,constant,79,sqrt,17,17,randomForestClassifier,7,1,lbfgs,uniform,0
tanh,ball_tree,24,gini,1,0,1,20,constant,18,sqrt,13,4,nnClassifier,9,6,lbfgs,uniform,0.93993993993994
tanh,ball_tree,18,gini,0,0,0,12,invscaling,94,sqrt,7,16,kneighborsClassifier,10,9,adam,distance,0
tanh,auto,12,gini,1,0,1,10,constant,36,sqrt,7,36,nnClassifier,8,3,lbfgs,uniform,0.9459459459459459
logistic,kd_tree,19,gini,0,0,0,2,adaptive,5,log2,7,16,nnClassifier,1,4,adam,uniform,0
tanh,auto,28,gini,0,0,0,10,adaptive,65,log2,8,4,nnClassifier,4,2,lbfgs,uniform,0
logistic,ball_tree,30,gini,0,1,1,35,invscaling,92,auto,4,4,randomForestClassifier,8,2,lbfgs,uniform,0.964964964964965
identity,kd_tree,10,entropy,0,1,0,21,adaptive,7,log2,12,18,randomForestClassifier,3,3,lbfgs,distance,0.963963963963964
logistic,kd_tree,11,entropy,0,1,1,28,invscaling,35,auto,12,16,nnClassifier,10,7,sgd,distance,0.95995995995996
