activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,12,gini,0,0,1,27,invscaling,12,log2,4,20,randomForestClassifier,5,7,sgd,distance,0.964964964964965
identity,brute,28,entropy,0,0,1,37,constant,6,log2,5,21,nnClassifier,5,1,lbfgs,distance,0.944944944944945
tanh,auto,15,gini,0,0,1,35,adaptive,95,sqrt,4,9,nnClassifier,3,9,adam,uniform,0.9459459459459459
logistic,auto,9,gini,0,1,1,39,invscaling,18,log2,15,31,randomForestClassifier,2,1,lbfgs,uniform,0.965965965965966
logistic,brute,13,entropy,1,1,1,19,constant,70,sqrt,8,23,randomForestClassifier,1,10,adam,uniform,0.963963963963964
logistic,brute,11,gini,1,1,0,3,adaptive,98,sqrt,15,17,kneighborsClassifier,6,3,sgd,distance,0.94994994994995
logistic,auto,19,entropy,1,0,1,19,adaptive,26,sqrt,13,7,kneighborsClassifier,6,3,sgd,uniform,0.9629629629629629
identity,brute,19,gini,1,0,0,2,invscaling,23,log2,17,28,randomForestClassifier,5,4,lbfgs,distance,0.963963963963964
logistic,kd_tree,26,entropy,1,0,1,22,adaptive,14,sqrt,16,6,kneighborsClassifier,10,8,sgd,distance,0.955955955955956
logistic,kd_tree,23,gini,1,1,0,32,constant,87,sqrt,18,25,randomForestClassifier,7,7,adam,distance,0.963963963963964
identity,ball_tree,25,entropy,1,0,0,16,invscaling,97,auto,16,28,randomForestClassifier,9,7,adam,uniform,0.963963963963964
relu,auto,30,gini,1,0,1,13,adaptive,83,auto,12,24,kneighborsClassifier,8,9,sgd,uniform,0.963963963963964
relu,brute,26,entropy,0,1,0,28,constant,65,auto,3,32,randomForestClassifier,4,7,lbfgs,uniform,0.963963963963964
identity,kd_tree,15,gini,1,0,0,15,adaptive,87,log2,5,22,kneighborsClassifier,1,6,lbfgs,uniform,0.963963963963964
tanh,brute,13,gini,0,0,0,40,adaptive,12,sqrt,8,10,randomForestClassifier,3,1,adam,distance,0
relu,auto,19,entropy,1,1,1,40,adaptive,49,auto,4,23,kneighborsClassifier,1,5,adam,uniform,0.963963963963964
identity,auto,22,gini,0,0,1,18,adaptive,74,auto,19,19,nnClassifier,6,8,sgd,uniform,0.944944944944945
tanh,kd_tree,12,entropy,1,0,0,9,constant,95,sqrt,20,40,kneighborsClassifier,10,7,lbfgs,distance,0.963963963963964
tanh,kd_tree,8,entropy,0,1,0,8,constant,28,log2,13,37,kneighborsClassifier,4,10,adam,distance,0.963963963963964
relu,auto,28,entropy,0,1,1,39,adaptive,35,log2,8,28,randomForestClassifier,9,2,lbfgs,distance,0.964964964964965
logistic,ball_tree,17,entropy,0,1,1,21,constant,21,log2,9,32,kneighborsClassifier,1,4,sgd,uniform,0.963963963963964
relu,auto,20,gini,0,1,1,13,constant,31,log2,8,15,kneighborsClassifier,10,1,lbfgs,uniform,0.9379379379379379
relu,kd_tree,29,gini,0,1,1,21,adaptive,59,log2,2,39,nnClassifier,4,2,adam,uniform,0.943943943943944
relu,brute,20,entropy,1,1,1,16,adaptive,18,log2,6,16,randomForestClassifier,8,1,sgd,distance,0.963963963963964
logistic,brute,20,entropy,1,0,1,5,invscaling,96,auto,10,29,kneighborsClassifier,9,1,lbfgs,uniform,0.9459459459459459
logistic,kd_tree,25,gini,0,0,1,36,invscaling,29,sqrt,9,3,randomForestClassifier,10,8,adam,uniform,0.964964964964965
identity,auto,19,entropy,1,0,1,6,constant,98,auto,11,25,nnClassifier,2,3,sgd,uniform,0.944944944944945
logistic,kd_tree,30,gini,0,1,1,21,adaptive,68,log2,12,40,nnClassifier,4,7,sgd,uniform,0.95995995995996
logistic,kd_tree,27,gini,0,1,0,25,constant,42,log2,3,4,kneighborsClassifier,2,6,adam,distance,0.963963963963964
tanh,kd_tree,21,gini,1,0,0,12,invscaling,9,sqrt,6,31,kneighborsClassifier,2,4,sgd,distance,0.963963963963964
identity,kd_tree,11,entropy,0,1,0,14,adaptive,23,auto,12,17,randomForestClassifier,1,3,lbfgs,uniform,0.963963963963964
identity,brute,15,entropy,1,0,1,13,adaptive,7,sqrt,19,7,nnClassifier,10,2,sgd,uniform,0.944944944944945
logistic,auto,26,gini,0,0,0,34,invscaling,72,auto,8,25,kneighborsClassifier,5,3,lbfgs,uniform,0
tanh,ball_tree,30,gini,1,0,0,23,constant,76,auto,4,16,kneighborsClassifier,9,7,sgd,uniform,0.963963963963964
identity,brute,22,gini,0,0,0,40,constant,83,auto,5,15,kneighborsClassifier,8,7,sgd,distance,0
tanh,ball_tree,14,gini,1,1,1,30,adaptive,100,auto,8,21,kneighborsClassifier,2,2,lbfgs,uniform,0.95995995995996
relu,ball_tree,22,entropy,0,1,1,22,invscaling,2,auto,15,19,kneighborsClassifier,8,4,sgd,distance,0.944944944944945
logistic,ball_tree,27,entropy,1,1,0,25,adaptive,40,log2,3,12,kneighborsClassifier,10,10,adam,distance,0.9629629629629629
identity,auto,14,gini,0,0,0,28,constant,85,log2,14,29,nnClassifier,3,9,sgd,distance,0
identity,kd_tree,30,entropy,1,0,1,5,invscaling,100,sqrt,13,5,nnClassifier,9,3,sgd,uniform,0.94994994994995
tanh,brute,29,entropy,0,1,0,34,constant,90,auto,5,33,nnClassifier,5,7,lbfgs,uniform,0.95995995995996
