activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,20,entropy,1,1,0,28,adaptive,32,log2,3,16,kneighborsClassifier,6,9,adam,uniform,0.9519519519519519
relu,brute,9,gini,0,1,0,15,invscaling,21,sqrt,7,40,nnClassifier,5,1,sgd,uniform,0.965965965965966
relu,ball_tree,21,entropy,1,0,0,26,invscaling,18,auto,10,2,nnClassifier,10,10,lbfgs,uniform,0.965965965965966
relu,brute,24,gini,0,1,1,27,invscaling,95,sqrt,4,30,kneighborsClassifier,7,6,lbfgs,distance,0.944944944944945
identity,ball_tree,19,entropy,0,0,0,17,constant,1,sqrt,2,13,nnClassifier,9,9,lbfgs,distance,0
logistic,auto,11,entropy,0,0,1,31,invscaling,98,sqrt,8,6,nnClassifier,5,7,lbfgs,uniform,0.943943943943944
logistic,brute,20,entropy,0,1,1,36,constant,17,auto,18,27,nnClassifier,9,2,sgd,distance,0.9469469469469469
relu,kd_tree,29,gini,1,1,1,21,invscaling,94,auto,10,36,kneighborsClassifier,3,6,adam,uniform,0.9519519519519519
relu,brute,22,gini,0,0,0,30,adaptive,17,auto,13,23,nnClassifier,6,9,lbfgs,distance,0
logistic,brute,17,entropy,0,0,0,6,invscaling,29,auto,5,33,kneighborsClassifier,8,6,lbfgs,uniform,0
tanh,ball_tree,31,entropy,0,0,0,18,constant,8,auto,20,26,randomForestClassifier,6,1,sgd,distance,0
identity,ball_tree,29,entropy,0,0,1,29,adaptive,66,log2,17,2,nnClassifier,1,5,sgd,uniform,0.9519519519519519
logistic,kd_tree,26,entropy,0,0,0,25,constant,86,auto,18,22,kneighborsClassifier,6,2,lbfgs,distance,0
logistic,kd_tree,21,entropy,0,0,0,6,adaptive,36,sqrt,6,4,nnClassifier,4,1,adam,distance,0
identity,brute,15,gini,0,0,0,28,constant,2,sqrt,15,38,randomForestClassifier,3,10,lbfgs,distance,0
tanh,ball_tree,25,gini,1,1,0,13,constant,66,auto,3,20,nnClassifier,5,8,adam,distance,0.965965965965966
tanh,auto,14,entropy,0,1,0,19,invscaling,79,auto,4,28,kneighborsClassifier,1,3,sgd,distance,0.948948948948949
tanh,brute,24,gini,0,0,1,11,constant,77,log2,16,23,randomForestClassifier,10,7,sgd,distance,0.954954954954955
logistic,ball_tree,26,gini,1,1,0,22,constant,52,sqrt,7,38,kneighborsClassifier,6,4,sgd,uniform,0.9519519519519519
logistic,kd_tree,14,gini,1,0,1,16,adaptive,90,log2,8,30,kneighborsClassifier,1,7,lbfgs,uniform,0.9519519519519519
tanh,auto,17,entropy,1,0,1,10,invscaling,95,log2,14,24,kneighborsClassifier,7,10,adam,distance,0.94994994994995
tanh,brute,28,gini,0,0,0,3,constant,28,log2,12,10,nnClassifier,9,8,sgd,uniform,0
relu,kd_tree,9,gini,0,0,0,16,constant,77,auto,20,37,randomForestClassifier,1,2,adam,distance,0
logistic,brute,22,gini,0,1,1,10,adaptive,58,sqrt,7,38,kneighborsClassifier,2,2,sgd,uniform,0.94994994994995
identity,brute,22,entropy,1,1,0,13,constant,39,log2,8,5,kneighborsClassifier,7,6,lbfgs,uniform,0.9519519519519519
tanh,auto,28,gini,1,0,0,11,adaptive,50,sqrt,11,3,randomForestClassifier,1,1,adam,uniform,0.9519519519519519
logistic,auto,16,entropy,1,0,1,21,adaptive,79,sqrt,6,2,nnClassifier,2,2,adam,distance,0.9429429429429429
tanh,kd_tree,28,entropy,0,0,1,22,adaptive,93,log2,7,35,nnClassifier,9,4,adam,uniform,0.943943943943944
relu,ball_tree,28,gini,0,0,1,8,constant,48,auto,18,30,randomForestClassifier,2,2,adam,distance,0.954954954954955
identity,ball_tree,19,entropy,1,0,0,27,invscaling,50,sqrt,6,36,randomForestClassifier,5,3,sgd,distance,0.9519519519519519
relu,brute,29,gini,1,1,1,4,adaptive,7,sqrt,8,36,nnClassifier,2,10,lbfgs,distance,0.965965965965966
logistic,ball_tree,12,gini,0,1,0,7,invscaling,72,auto,4,37,nnClassifier,3,8,adam,distance,0.965965965965966
tanh,ball_tree,22,gini,1,1,0,20,invscaling,21,log2,3,15,randomForestClassifier,3,7,sgd,uniform,0.9519519519519519
relu,kd_tree,30,gini,1,1,0,16,adaptive,64,auto,16,26,nnClassifier,2,6,sgd,uniform,0.965965965965966
identity,auto,23,entropy,1,1,0,39,constant,21,log2,11,36,kneighborsClassifier,3,2,adam,uniform,0.948948948948949
relu,auto,17,gini,1,1,1,12,constant,10,log2,7,36,randomForestClassifier,10,5,adam,uniform,0.954954954954955
identity,auto,32,entropy,0,1,1,27,constant,86,log2,9,6,nnClassifier,1,3,sgd,uniform,0.9519519519519519
identity,ball_tree,21,gini,1,1,0,20,adaptive,44,auto,15,35,nnClassifier,3,7,sgd,uniform,0.965965965965966
identity,ball_tree,30,entropy,0,1,1,28,adaptive,74,auto,3,11,kneighborsClassifier,3,2,lbfgs,uniform,0.94994994994995
logistic,ball_tree,18,gini,1,0,0,3,invscaling,43,sqrt,3,15,nnClassifier,8,2,sgd,distance,0.965965965965966
relu,ball_tree,19,entropy,1,1,1,23,invscaling,2,auto,10,10,nnClassifier,1,2,adam,uniform,0.9429429429429429
tanh,ball_tree,32,entropy,0,1,1,9,adaptive,82,sqrt,20,12,nnClassifier,5,1,adam,distance,0.9329329329329329
tanh,kd_tree,8,gini,1,1,0,30,constant,28,sqrt,6,24,kneighborsClassifier,7,1,adam,distance,0.9079079079079079
identity,brute,25,gini,0,0,0,9,constant,78,log2,9,3,nnClassifier,9,10,lbfgs,distance,0
identity,brute,15,entropy,0,1,0,27,invscaling,60,auto,5,31,nnClassifier,2,3,adam,uniform,0.965965965965966
relu,auto,25,gini,0,1,1,6,constant,62,sqrt,10,9,randomForestClassifier,1,1,lbfgs,distance,0.954954954954955
identity,brute,17,gini,0,0,1,18,adaptive,21,sqrt,9,31,nnClassifier,4,10,lbfgs,distance,0.9479479479479479
logistic,kd_tree,15,gini,0,0,1,8,constant,78,log2,13,5,kneighborsClassifier,4,2,adam,distance,0.93993993993994
logistic,auto,13,gini,0,0,0,34,invscaling,17,auto,9,14,kneighborsClassifier,8,5,adam,uniform,0
relu,auto,30,entropy,1,1,1,29,constant,63,log2,16,20,randomForestClassifier,3,9,lbfgs,distance,0.955955955955956
identity,brute,21,gini,0,0,0,21,invscaling,39,auto,3,4,kneighborsClassifier,5,3,sgd,distance,0
logistic,brute,28,entropy,1,0,1,5,constant,93,sqrt,9,20,nnClassifier,2,10,sgd,distance,0.965965965965966
identity,auto,24,gini,1,0,0,17,constant,12,auto,11,29,randomForestClassifier,7,3,lbfgs,distance,0.9519519519519519
identity,ball_tree,23,entropy,0,1,1,15,invscaling,88,auto,3,14,randomForestClassifier,7,5,sgd,distance,0.954954954954955
identity,ball_tree,32,entropy,0,0,1,21,constant,1,sqrt,8,34,nnClassifier,6,2,adam,distance,0.950950950950951
tanh,auto,32,entropy,0,0,1,27,adaptive,93,sqrt,18,31,nnClassifier,6,8,adam,distance,0.9359359359359359
tanh,auto,20,entropy,1,0,0,18,constant,15,auto,10,34,kneighborsClassifier,4,9,lbfgs,distance,0.9519519519519519
relu,kd_tree,13,entropy,0,1,0,23,adaptive,27,auto,13,33,nnClassifier,1,1,adam,distance,0.965965965965966
relu,auto,14,gini,1,1,1,4,invscaling,34,log2,10,12,kneighborsClassifier,6,7,lbfgs,uniform,0.9519519519519519
tanh,brute,8,gini,1,1,0,6,adaptive,99,auto,15,36,nnClassifier,6,2,lbfgs,distance,0.965965965965966
tanh,kd_tree,21,gini,1,0,1,23,adaptive,34,log2,11,36,nnClassifier,3,1,lbfgs,distance,0.9429429429429429
identity,ball_tree,13,gini,0,0,1,37,constant,71,auto,11,16,randomForestClassifier,4,9,sgd,distance,0.954954954954955
relu,auto,18,entropy,1,1,1,5,invscaling,36,sqrt,20,24,nnClassifier,5,1,lbfgs,distance,0.9409409409409409
tanh,auto,9,entropy,1,0,1,37,invscaling,88,log2,5,36,nnClassifier,4,10,lbfgs,uniform,0.9419419419419419
tanh,brute,13,entropy,0,1,1,4,constant,59,sqrt,20,15,kneighborsClassifier,6,8,sgd,distance,0.9469469469469469
relu,ball_tree,8,entropy,0,0,1,28,adaptive,18,log2,4,32,kneighborsClassifier,4,4,lbfgs,distance,0.944944944944945
identity,brute,21,gini,0,0,0,36,adaptive,58,auto,10,32,nnClassifier,3,9,adam,distance,0
relu,auto,29,gini,0,1,1,25,constant,44,sqrt,6,16,randomForestClassifier,2,1,sgd,uniform,0.954954954954955
logistic,auto,32,gini,0,1,0,34,adaptive,97,auto,9,3,kneighborsClassifier,4,7,lbfgs,uniform,0.9519519519519519
identity,auto,28,entropy,1,0,0,31,invscaling,39,sqrt,6,14,randomForestClassifier,8,6,sgd,distance,0.9519519519519519
logistic,kd_tree,31,entropy,0,1,0,33,adaptive,20,auto,12,2,randomForestClassifier,7,9,adam,uniform,0.9519519519519519
tanh,kd_tree,31,entropy,0,1,0,6,invscaling,14,auto,3,40,nnClassifier,10,4,adam,distance,0.965965965965966
logistic,ball_tree,16,gini,1,1,1,40,invscaling,63,log2,8,31,kneighborsClassifier,2,8,adam,distance,0.9519519519519519
relu,brute,20,gini,1,0,1,11,constant,8,auto,8,37,nnClassifier,4,9,sgd,uniform,0.9459459459459459
identity,brute,13,entropy,1,0,1,11,constant,20,auto,10,11,randomForestClassifier,9,9,sgd,uniform,0.954954954954955
logistic,kd_tree,24,gini,1,0,0,8,invscaling,69,log2,20,15,nnClassifier,10,7,adam,uniform,0.965965965965966
tanh,brute,23,entropy,1,1,1,38,adaptive,64,log2,12,13,randomForestClassifier,5,1,lbfgs,distance,0.954954954954955
tanh,auto,18,entropy,0,0,0,31,invscaling,68,log2,9,31,kneighborsClassifier,5,1,lbfgs,uniform,0
