activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,26,gini,1,1,1,13,constant,21,log2,15,15,nnClassifier,3,9,lbfgs,uniform,0.948948948948949
relu,auto,23,gini,0,1,1,8,adaptive,4,sqrt,2,20,nnClassifier,6,8,sgd,uniform,0.943943943943944
tanh,brute,32,gini,1,0,0,3,invscaling,96,sqrt,10,17,kneighborsClassifier,4,1,sgd,distance,0.924924924924925
tanh,kd_tree,13,gini,1,0,1,32,adaptive,71,log2,8,18,nnClassifier,2,7,sgd,uniform,0.943943943943944
logistic,ball_tree,9,gini,1,0,0,9,constant,10,auto,6,33,kneighborsClassifier,1,9,sgd,uniform,0.9519519519519519
logistic,auto,25,entropy,1,0,1,3,adaptive,14,log2,12,27,kneighborsClassifier,7,10,lbfgs,distance,0.94994994994995
logistic,ball_tree,30,entropy,0,1,1,33,adaptive,50,sqrt,15,15,randomForestClassifier,5,10,sgd,uniform,0.954954954954955
tanh,brute,27,gini,0,0,1,2,invscaling,83,auto,2,12,randomForestClassifier,4,3,lbfgs,uniform,0.9529529529529529
tanh,ball_tree,13,gini,0,1,0,40,constant,30,log2,13,18,randomForestClassifier,10,7,sgd,distance,0.9519519519519519
relu,auto,24,gini,1,1,1,18,constant,24,log2,19,28,randomForestClassifier,9,2,adam,uniform,0.955955955955956
relu,ball_tree,19,entropy,0,0,1,5,constant,18,sqrt,12,19,nnClassifier,10,10,sgd,uniform,0.9459459459459459
tanh,ball_tree,26,gini,0,0,0,31,invscaling,85,sqrt,14,15,randomForestClassifier,1,6,adam,uniform,0
logistic,ball_tree,20,gini,0,1,1,34,constant,5,log2,9,5,nnClassifier,3,6,adam,distance,0.943943943943944
relu,ball_tree,12,entropy,1,0,1,24,adaptive,17,auto,12,3,kneighborsClassifier,9,1,sgd,uniform,0.9329329329329329
identity,brute,30,gini,0,1,1,12,adaptive,78,log2,13,33,nnClassifier,3,1,sgd,distance,0.948948948948949
tanh,auto,25,gini,0,0,1,29,constant,99,auto,17,27,randomForestClassifier,5,9,lbfgs,uniform,0.954954954954955
relu,auto,12,entropy,1,1,0,17,adaptive,6,auto,13,2,kneighborsClassifier,10,6,lbfgs,uniform,0.9519519519519519
logistic,ball_tree,18,gini,1,1,0,6,adaptive,60,log2,13,21,kneighborsClassifier,5,5,sgd,uniform,0.9519519519519519
identity,brute,29,entropy,1,0,1,29,constant,79,sqrt,14,21,nnClassifier,2,7,lbfgs,uniform,0.948948948948949
identity,kd_tree,16,entropy,1,1,0,29,constant,90,sqrt,4,12,randomForestClassifier,1,4,adam,distance,0.9519519519519519
logistic,ball_tree,18,gini,0,0,0,29,constant,46,log2,2,34,randomForestClassifier,6,1,lbfgs,distance,0
identity,auto,20,gini,0,0,1,19,constant,40,log2,16,15,randomForestClassifier,4,9,adam,uniform,0.954954954954955
