activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,16,gini,1,1,1,1,26,constant,64,auto,10,19,nnClassifier,1,9,adam,distance,0.4965277777777778,674.4412818260025
relu,auto,19,gini,1,1,1,1,22,constant,86,auto,10,23,nnClassifier,5,3,adam,distance,0.4965277777777778,674.4413137650117
relu,auto,15,gini,1,1,1,1,22,constant,85,auto,14,19,nnClassifier,1,4,adam,distance,0.4965277777777778,674.4413457540795
relu,auto,12,gini,1,1,1,1,19,constant,84,auto,14,19,nnClassifier,6,4,adam,distance,0.4965277777777778,674.4413776141591
relu,auto,15,gini,1,1,1,1,25,constant,79,auto,14,5,nnClassifier,5,5,adam,distance,0.4965277777777778,674.4414093729574
relu,auto,15,gini,1,1,1,1,23,constant,30,auto,14,8,nnClassifier,4,6,adam,distance,0.4965277777777778,674.4414412931073
relu,auto,24,gini,1,1,1,1,24,constant,72,auto,11,8,nnClassifier,3,7,adam,distance,0.4965277777777778,674.4414841420949
relu,auto,9,gini,1,1,1,1,25,constant,86,auto,14,12,nnClassifier,6,10,adam,distance,0.4965277777777778,674.4415160510689
relu,auto,22,gini,1,1,1,1,27,constant,30,auto,9,12,nnClassifier,4,5,adam,distance,0.4930555555555556,1093.9684806079604
relu,auto,9,gini,1,1,1,1,25,constant,86,auto,10,10,nnClassifier,3,3,adam,distance,0.4965277777777778,1093.9685298569966
relu,auto,10,gini,1,1,1,1,22,constant,24,auto,14,15,nnClassifier,2,3,adam,distance,0.4965277777777778,1093.9685626761056
relu,auto,9,gini,1,1,1,1,18,constant,82,auto,13,17,nnClassifier,4,4,adam,distance,0.4965277777777778,1093.968595045153
relu,auto,10,gini,1,1,1,1,20,constant,63,auto,15,6,nnClassifier,6,4,adam,distance,0.4976851851851852,1093.9686270351522
relu,auto,11,gini,1,1,1,1,25,constant,79,auto,13,16,nnClassifier,5,3,adam,distance,0.4965277777777778,1093.968659174163
relu,auto,16,gini,1,1,1,1,22,constant,76,auto,15,16,nnClassifier,4,5,adam,distance,0.4965277777777778,1093.9686911441386
relu,auto,10,gini,1,1,1,1,22,constant,82,auto,14,7,nnClassifier,4,4,adam,distance,0.4965277777777778,1093.96873688302
relu,auto,11,gini,1,1,1,1,21,constant,52,auto,13,7,nnClassifier,4,6,adam,distance,0.4965277777777778,1093.968768941937
relu,auto,18,gini,1,1,1,1,20,constant,87,auto,15,14,nnClassifier,4,4,adam,distance,0.4965277777777778,1093.9688007510267
relu,auto,15,gini,1,1,1,1,31,constant,19,auto,14,12,nnClassifier,4,5,adam,distance,0.4965277777777778,1093.9688324211165
relu,auto,13,gini,1,1,1,1,32,constant,20,auto,14,21,nnClassifier,4,5,adam,distance,0.4976851851851852,1093.9688640900422
relu,auto,20,gini,1,1,1,1,22,constant,63,auto,9,23,nnClassifier,2,6,adam,distance,0.4965277777777778,1093.9688965990208
relu,auto,15,gini,1,1,1,1,23,constant,82,auto,14,19,nnClassifier,5,2,adam,distance,0.4965277777777778,1093.9689287189394
relu,auto,16,gini,1,1,1,1,23,constant,89,auto,14,15,nnClassifier,5,4,adam,distance,0.4965277777777778,1093.9689605880994
relu,auto,8,gini,1,1,1,1,15,constant,85,auto,13,15,nnClassifier,8,8,adam,distance,0.4965277777777778,1093.9689921480604
relu,auto,13,gini,1,1,1,1,26,constant,81,auto,13,7,nnClassifier,6,5,adam,distance,0.4965277777777778,1093.9690245171078
relu,auto,11,gini,1,1,1,1,22,constant,34,auto,14,9,nnClassifier,5,8,adam,distance,0.4965277777777778,1093.9690563059412
relu,auto,20,gini,1,1,1,1,23,constant,76,auto,8,7,nnClassifier,5,7,adam,distance,0.4965277777777778,1093.9690881059505
relu,auto,13,gini,1,1,1,1,23,constant,90,auto,18,14,nnClassifier,8,6,adam,distance,0.4976851851851852,1093.9691198749933
relu,auto,18,gini,1,1,1,1,31,constant,32,auto,13,15,nnClassifier,5,4,adam,distance,0.4965277777777778,1497.3671407219954
relu,auto,9,gini,1,1,1,1,29,constant,88,auto,11,6,nnClassifier,4,4,adam,distance,0.4965277777777778,1497.367191130994
relu,auto,10,gini,1,1,1,1,22,constant,28,auto,15,14,nnClassifier,2,6,adam,distance,0.4965277777777778,1497.3672246809583
relu,auto,13,gini,1,1,1,1,22,constant,82,auto,14,21,nnClassifier,4,4,adam,distance,0.4965277777777778,1497.367257550126
relu,auto,10,gini,1,1,1,1,16,constant,61,auto,13,10,nnClassifier,6,4,adam,distance,0.4965277777777778,1497.3672903990373
relu,auto,12,gini,1,1,1,1,29,constant,82,auto,12,18,nnClassifier,2,6,adam,distance,0.4965277777777778,1497.3673225990497
relu,auto,20,gini,1,1,1,1,18,constant,79,auto,12,19,nnClassifier,4,5,adam,distance,0.4965277777777778,1497.3673545380589
relu,auto,10,gini,1,1,1,1,22,constant,82,auto,14,7,nnClassifier,4,4,adam,distance,0.4965277777777778,1497.3673864370212
relu,auto,15,gini,1,1,1,1,22,constant,56,auto,15,6,nnClassifier,4,5,adam,distance,0.4965277777777778,1497.3674187071156
relu,auto,14,gini,1,1,1,1,22,constant,83,auto,14,10,nnClassifier,2,6,adam,distance,0.4965277777777778,1497.3674627060536
relu,auto,19,gini,1,1,1,1,35,constant,23,auto,11,14,nnClassifier,3,5,adam,distance,0.4965277777777778,1497.3674948450644
relu,auto,16,gini,1,1,1,1,28,constant,24,auto,16,17,nnClassifier,6,4,adam,distance,0.4965277777777778,1497.3675268141087
relu,auto,18,gini,1,1,1,1,20,constant,67,auto,8,19,nnClassifier,5,5,adam,distance,0.4965277777777778,1497.367559053935
relu,auto,18,gini,1,1,1,1,21,constant,86,auto,12,23,nnClassifier,5,5,adam,distance,0.4965277777777778,1497.3675912430044
relu,auto,12,gini,1,1,1,1,20,constant,85,auto,14,12,nnClassifier,3,4,adam,distance,0.4965277777777778,1497.3676232029684
relu,auto,10,gini,1,1,1,1,19,constant,81,auto,17,16,nnClassifier,4,4,adam,distance,0.4965277777777778,1497.3676551820245
relu,auto,12,gini,1,1,1,1,22,constant,77,auto,9,3,nnClassifier,2,1,adam,distance,0.4965277777777778,1497.367687070975
relu,auto,13,gini,1,1,1,1,18,constant,30,auto,14,8,nnClassifier,2,4,adam,distance,0.4965277777777778,1497.3677190609742
relu,auto,16,gini,1,1,1,1,22,constant,72,auto,12,7,nnClassifier,5,7,adam,distance,0.4965277777777778,1497.3677511301357
relu,auto,17,gini,1,1,1,1,25,constant,94,auto,15,16,nnClassifier,6,2,adam,distance,0.4965277777777778,1497.3677832190879
