activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,18,gini,1,1,1,1,15,constant,77,auto,16,37,nnClassifier,6,6,adam,distance,0.5057870370370371,837.2621664858889
relu,auto,19,gini,1,1,1,1,16,constant,77,auto,15,21,nnClassifier,4,5,adam,distance,0.5057870370370371,837.2621983359568
relu,auto,13,gini,1,1,1,1,22,constant,37,auto,16,40,nnClassifier,3,6,adam,distance,0.5057870370370371,837.2622397849336
relu,auto,14,gini,1,1,1,1,19,constant,60,auto,20,40,nnClassifier,4,1,adam,distance,0.5057870370370371,837.2622716450132
relu,auto,15,gini,1,1,1,1,28,constant,50,auto,19,38,nnClassifier,5,2,adam,distance,0.5057870370370371,837.2623035139404
relu,auto,17,gini,1,1,1,1,24,constant,74,auto,19,36,nnClassifier,5,2,adam,distance,0.5057870370370371,837.2623353139497
relu,auto,13,gini,1,1,1,1,24,constant,30,auto,14,32,nnClassifier,4,1,adam,distance,0.5057870370370371,837.2623671130277
relu,auto,11,gini,1,1,1,1,19,constant,53,auto,20,40,nnClassifier,4,2,adam,distance,0.5057870370370371,837.2623989030253
relu,auto,14,gini,1,1,1,1,22,constant,57,auto,14,34,nnClassifier,4,2,adam,distance,0.5057870370370371,837.2624306019861
relu,auto,11,gini,1,1,1,1,28,constant,44,auto,19,40,nnClassifier,4,2,adam,distance,0.5057870370370371,837.2624621419236
relu,auto,14,gini,1,1,1,1,20,constant,69,auto,8,39,nnClassifier,5,2,adam,distance,0.5057870370370371,837.2624936809298
relu,auto,14,gini,1,1,1,1,23,constant,52,auto,20,23,nnClassifier,4,2,adam,distance,0.5057870370370371,837.2625261009671
relu,auto,11,gini,1,1,1,1,13,constant,46,auto,20,36,nnClassifier,5,5,adam,distance,0.5057870370370371,837.2625575310085
relu,auto,9,gini,1,1,1,1,19,constant,36,auto,20,37,nnClassifier,4,4,adam,distance,0.5057870370370371,837.2625891000498
relu,auto,11,gini,1,1,1,1,17,constant,19,auto,16,26,nnClassifier,5,5,adam,distance,0.5057870370370371,837.2626208900474
relu,auto,18,gini,1,1,1,1,18,constant,53,auto,17,11,nnClassifier,3,1,adam,distance,0.5057870370370371,1197.1261545468587
relu,auto,17,gini,1,1,1,1,16,constant,57,auto,20,29,nnClassifier,4,2,adam,distance,0.5057870370370371,1197.1262065558694
relu,auto,18,gini,1,1,1,1,16,constant,71,auto,18,39,nnClassifier,4,2,adam,distance,0.5057870370370371,1197.1262396459933
relu,auto,16,gini,1,1,1,1,18,constant,48,auto,19,35,nnClassifier,4,1,adam,distance,0.5057870370370371,1197.1262718450744
relu,auto,14,gini,1,1,1,1,12,constant,52,auto,19,22,nnClassifier,4,2,adam,distance,0.5057870370370371,1197.1263041950297
relu,auto,21,gini,1,1,1,1,11,constant,73,auto,18,33,nnClassifier,5,2,adam,distance,0.5057870370370371,1197.1263360539451
relu,auto,23,gini,1,1,1,1,15,constant,73,auto,19,25,nnClassifier,3,4,adam,distance,0.5057870370370371,1197.1263679738622
relu,auto,11,gini,1,1,1,1,18,constant,41,auto,18,40,nnClassifier,3,2,adam,distance,0.5057870370370371,1197.1263998229988
relu,auto,14,gini,1,1,1,1,19,constant,64,auto,20,39,nnClassifier,4,1,adam,distance,0.5057870370370371,1197.1264317128807
relu,auto,16,gini,1,1,1,1,24,constant,50,auto,19,34,nnClassifier,4,2,adam,distance,0.5057870370370371,1197.1264635520056
relu,auto,13,gini,1,1,1,1,27,constant,70,auto,19,40,nnClassifier,5,2,adam,distance,0.5057870370370371,1197.1264952619094
relu,auto,17,gini,1,1,1,1,20,constant,34,auto,14,36,nnClassifier,8,2,adam,distance,0.5057870370370371,1197.126527260989
relu,auto,11,gini,1,1,1,1,19,constant,53,auto,20,40,nnClassifier,4,2,adam,distance,0.5057870370370371,1197.126559030963
relu,auto,15,gini,1,1,1,1,21,constant,53,auto,17,30,nnClassifier,7,1,adam,distance,0.5057870370370371,1197.1265909408685
relu,auto,11,gini,1,1,1,1,24,constant,41,auto,16,40,nnClassifier,6,2,adam,distance,0.5057870370370371,1197.1266226400621
relu,auto,13,gini,1,1,1,1,21,constant,69,auto,7,35,nnClassifier,3,3,adam,distance,0.5057870370370371,1197.1266541499645
relu,auto,13,gini,1,1,1,1,27,constant,52,auto,20,27,nnClassifier,4,2,adam,distance,0.5057870370370371,1197.1266859888565
relu,auto,10,gini,1,1,1,1,14,constant,50,auto,16,32,nnClassifier,9,1,adam,distance,0.5057870370370371,1197.12671773904
relu,auto,13,gini,1,1,1,1,15,constant,40,auto,17,38,nnClassifier,4,4,adam,distance,0.5057870370370371,1197.1267494380008
relu,auto,15,gini,1,1,1,1,18,constant,23,auto,13,30,nnClassifier,7,1,adam,distance,0.5057870370370371,1197.1267933880445
