activation,algorithm,batchSize,criterion,feature_0,feature_1,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,22,gini,1,1,26,adaptive,85,auto,6,23,kneighborsClassifier,3,5,sgd,distance,0.5660377358490566,46.763151651015505
relu,auto,19,gini,0,1,24,constant,22,auto,8,22,kneighborsClassifier,5,6,sgd,distance,0,46.76319910003804
relu,ball_tree,20,gini,1,1,31,adaptive,83,auto,17,7,nnClassifier,6,6,lbfgs,uniform,0.5226415094339623,46.7632290199399
relu,ball_tree,24,gini,0,1,25,adaptive,94,auto,16,30,randomForestClassifier,2,5,sgd,uniform,0.6528301886792452,46.763259399915114
relu,ball_tree,25,gini,1,1,33,adaptive,60,auto,7,24,nnClassifier,4,6,sgd,distance,0.5528301886792453,46.76329005905427
relu,ball_tree,28,gini,1,1,34,constant,33,auto,6,13,nnClassifier,5,6,lbfgs,uniform,0.5509433962264151,46.76331990887411
relu,ball_tree,20,gini,0,1,34,invscaling,61,auto,15,40,randomForestClassifier,4,4,adam,distance,0,46.76334956800565
relu,auto,23,gini,0,1,13,constant,33,auto,7,40,kneighborsClassifier,6,6,sgd,uniform,0,46.763378208037466
relu,ball_tree,14,gini,0,1,19,constant,49,auto,5,15,kneighborsClassifier,3,6,lbfgs,uniform,0.6490566037735849,46.763407208025455
relu,ball_tree,19,gini,0,1,34,adaptive,94,auto,6,40,randomForestClassifier,4,6,lbfgs,uniform,0.6547169811320754,46.76343735703267
relu,ball_tree,18,gini,1,1,33,constant,27,auto,6,24,kneighborsClassifier,8,6,adam,distance,0.569811320754717,46.7634669970721
relu,ball_tree,24,gini,0,1,21,invscaling,19,auto,6,23,kneighborsClassifier,6,7,lbfgs,distance,0,46.76350914593786
relu,ball_tree,15,gini,1,1,8,invscaling,61,auto,12,11,nnClassifier,4,7,lbfgs,distance,0.5509433962264151,46.76353743602522
relu,ball_tree,22,gini,0,1,35,constant,56,auto,12,35,randomForestClassifier,4,7,adam,distance,0,46.763566775014624
relu,ball_tree,15,gini,0,1,33,constant,60,auto,4,40,randomForestClassifier,6,7,lbfgs,uniform,0,46.76359511492774
relu,ball_tree,17,gini,0,1,15,invscaling,51,auto,6,16,randomForestClassifier,4,6,adam,uniform,0,46.76362388487905
relu,ball_tree,20,gini,0,1,25,invscaling,39,auto,4,16,nnClassifier,6,6,adam,uniform,0.5113207547169811,46.763652774039656
relu,ball_tree,12,gini,1,1,37,adaptive,40,auto,11,22,nnClassifier,3,7,lbfgs,uniform,0.5150943396226415,46.763681994052604
relu,ball_tree,18,gini,1,1,36,adaptive,31,auto,7,23,randomForestClassifier,2,8,adam,distance,0.5735849056603773,46.76371134305373
relu,ball_tree,17,gini,0,1,26,adaptive,56,auto,6,15,randomForestClassifier,5,6,sgd,uniform,0,46.76374066295102
relu,auto,18,gini,1,1,30,constant,81,auto,6,25,nnClassifier,1,5,adam,distance,0.8867924528301887,99.92133339284919
relu,auto,17,gini,1,1,28,constant,26,auto,4,24,nnClassifier,1,7,adam,distance,0.6320754716981132,99.92138018202968
relu,auto,18,gini,1,1,35,constant,79,auto,13,11,nnClassifier,2,8,adam,distance,0.5283018867924528,99.92141076200642
relu,auto,20,gini,1,1,29,constant,90,auto,12,26,nnClassifier,2,6,adam,distance,0.6547169811320754,99.92144122091122
relu,auto,21,gini,1,1,36,constant,56,auto,3,23,nnClassifier,3,10,adam,distance,0.5226415094339623,99.92148083099164
relu,auto,24,gini,1,1,37,constant,33,auto,2,17,nnClassifier,1,8,adam,distance,0.5150943396226415,99.92151042004116
relu,auto,16,gini,1,1,38,constant,57,auto,11,36,nnClassifier,2,5,adam,distance,0.6547169811320754,99.92153963004239
relu,auto,19,gini,1,1,17,constant,33,auto,5,36,nnClassifier,2,6,adam,distance,0.6509433962264151,99.92156873899512
relu,auto,18,gini,1,1,23,constant,45,auto,4,19,nnClassifier,1,6,adam,distance,0.660377358490566,99.92159787891433
relu,auto,18,gini,1,1,37,constant,90,auto,7,36,nnClassifier,1,9,adam,distance,0.6547169811320754,99.92162717902102
relu,auto,16,gini,1,1,31,constant,31,auto,9,24,nnClassifier,4,8,adam,distance,0.8830188679245283,99.92165629798546
relu,auto,20,gini,1,1,25,constant,23,auto,6,25,nnClassifier,2,9,adam,distance,0.6188679245283019,99.92168535804376
relu,auto,19,gini,1,1,12,constant,57,auto,8,15,nnClassifier,1,7,adam,distance,0.5245283018867924,99.9217144169379
relu,auto,19,gini,1,1,38,constant,52,auto,8,31,nnClassifier,1,8,adam,distance,0.6509433962264151,99.92174384696409
relu,auto,17,gini,1,1,37,constant,56,auto,8,36,nnClassifier,2,7,adam,distance,0.6566037735849056,99.92177289701067
relu,auto,21,gini,1,1,19,constant,47,auto,6,20,nnClassifier,1,10,adam,distance,0.6547169811320754,99.92180196591653
relu,auto,16,gini,1,1,29,constant,35,auto,5,20,nnClassifier,2,8,adam,distance,0.5169811320754717,99.92183104599826
