activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,8,gini,1,0,1,15,constant,84,sqrt,6,27,nnClassifier,3,5,adam,uniform,0.9516288252714709,127.10301228892058
tanh,brute,28,gini,1,1,1,28,invscaling,28,sqrt,8,30,nnClassifier,7,5,adam,uniform,0.9516288252714709,127.10305909789167
tanh,brute,22,gini,0,1,1,13,constant,18,auto,17,24,randomForestClassifier,4,2,adam,uniform,0.9713721618953604,127.10309287789278
relu,brute,22,gini,0,0,1,32,adaptive,90,sqrt,9,17,randomForestClassifier,4,5,adam,uniform,0.9713721618953604,127.1031259780284
tanh,kd_tree,22,gini,0,0,1,14,invscaling,64,auto,3,29,randomForestClassifier,6,5,adam,distance,0.9733464955577492,127.10315783787519
tanh,brute,9,gini,0,0,1,25,adaptive,81,log2,18,30,randomForestClassifier,3,5,adam,uniform,0.9743336623889437,127.10319022694603
tanh,ball_tree,21,gini,0,1,1,20,adaptive,35,log2,12,12,randomForestClassifier,5,4,adam,uniform,0.9703849950641659,127.10322176688351
relu,brute,21,gini,0,1,1,31,invscaling,91,log2,17,29,kneighborsClassifier,4,3,adam,uniform,0.926949654491609,127.10325287701562
tanh,brute,11,gini,0,1,1,14,constant,87,auto,9,25,randomForestClassifier,4,7,adam,uniform,0.9703849950641659,127.10328426584601
tanh,auto,17,gini,1,1,1,24,invscaling,33,sqrt,19,8,nnClassifier,2,6,adam,distance,0.9516288252714709,127.1033156060148
tanh,ball_tree,10,gini,1,0,1,35,invscaling,77,sqrt,10,13,kneighborsClassifier,3,6,adam,uniform,0.9703849950641659,127.10336522501893
tanh,brute,17,gini,1,0,1,15,invscaling,95,log2,18,18,kneighborsClassifier,2,6,adam,distance,0.9674234945705824,127.10339658497833
tanh,kd_tree,17,gini,0,0,1,26,adaptive,38,sqrt,13,30,randomForestClassifier,5,2,adam,distance,0.9743336623889437,127.10342811490409
tanh,ball_tree,19,gini,1,0,1,27,invscaling,39,sqrt,6,26,kneighborsClassifier,1,4,adam,distance,0.9624876604146101,127.10345946485177
tanh,ball_tree,16,gini,0,0,1,17,constant,76,auto,15,7,kneighborsClassifier,2,6,adam,distance,0,127.10349069396034
tanh,auto,25,gini,0,0,1,25,invscaling,37,auto,12,24,nnClassifier,3,4,adam,uniform,0.9358341559723593,127.1035213440191
tanh,kd_tree,10,gini,0,0,1,35,adaptive,49,auto,11,31,kneighborsClassifier,6,5,adam,uniform,0.9684106614017769,127.10355286393315
tanh,brute,10,gini,1,0,1,17,adaptive,53,auto,20,35,nnClassifier,4,6,adam,distance,0.9338598223099703,127.10358403297141
tanh,ball_tree,21,gini,0,1,1,8,adaptive,84,auto,14,34,kneighborsClassifier,8,6,adam,uniform,0.9684106614017769,127.10361487301998
tanh,kd_tree,28,gini,1,0,1,16,constant,46,auto,7,27,kneighborsClassifier,8,5,adam,distance,0.9644619940769991,127.1036458730232
relu,auto,12,gini,1,1,1,19,constant,86,auto,10,28,nnClassifier,3,1,adam,distance,0.9318854886475815,284.3471900508739
relu,auto,24,gini,1,1,1,26,constant,32,auto,8,30,nnClassifier,3,5,adam,distance,0.9358341559723593,284.34723365097307
relu,auto,18,gini,1,1,1,17,constant,22,auto,18,28,nnClassifier,1,4,adam,distance,0.9713721618953604,284.3472666000016
relu,auto,18,gini,1,1,1,29,constant,86,auto,9,21,nnClassifier,4,1,adam,distance,0.9703849950641659,284.3472986998968
