activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,18,gini,1,1,1,9,constant,24,auto,5,6,nnClassifier,6,3,adam,distance,0.9486673247778875,2088.4440740239806
relu,auto,15,gini,1,1,1,20,constant,53,auto,6,22,nnClassifier,5,1,adam,distance,0.9427443237907206,2088.444128602976
relu,auto,15,gini,1,1,1,19,constant,76,auto,13,19,nnClassifier,10,4,adam,distance,0.9496544916090819,2088.4441608318593
relu,auto,18,gini,1,1,1,19,constant,33,auto,6,18,nnClassifier,9,5,adam,distance,0.9466929911154985,2088.444198851008
relu,auto,13,gini,1,1,1,24,constant,69,auto,2,7,nnClassifier,6,2,adam,distance,0.947680157946693,2088.444229861023
relu,auto,22,gini,1,1,1,24,constant,25,auto,7,11,nnClassifier,8,5,adam,distance,0.947680157946693,2088.444260639837
relu,auto,15,gini,1,1,1,21,constant,29,auto,5,2,nnClassifier,6,2,adam,distance,0.9486673247778875,2088.444291019812
relu,auto,14,gini,1,1,1,23,constant,67,auto,6,11,nnClassifier,5,2,adam,distance,0.9486673247778875,2088.444331738865
relu,auto,14,gini,1,1,1,21,constant,30,auto,9,6,nnClassifier,6,4,adam,distance,0.9466929911154985,2088.44436274888
relu,auto,12,gini,1,1,1,15,constant,44,auto,12,3,nnClassifier,6,3,adam,distance,0.9486673247778875,2088.444393598009
relu,auto,16,gini,1,1,1,23,constant,29,auto,5,14,nnClassifier,5,3,adam,distance,0.9427443237907206,2088.4444242878817
relu,auto,17,gini,1,1,1,22,constant,32,auto,7,10,nnClassifier,6,5,adam,distance,0.947680157946693,2088.4444548969623
relu,auto,22,gini,1,1,1,15,constant,38,auto,7,9,nnClassifier,3,2,adam,distance,0.9486673247778875,2088.444485916989
relu,auto,15,gini,1,1,1,16,constant,35,auto,7,4,nnClassifier,5,4,adam,distance,0.9486673247778875,2088.444516655989
relu,auto,13,gini,1,1,1,16,constant,38,auto,8,8,nnClassifier,6,2,adam,distance,0.9447186574531096,2088.4445473558735
relu,auto,24,gini,1,1,1,25,constant,44,auto,2,9,nnClassifier,8,5,adam,distance,0.9437314906219151,2088.4445781749673
relu,auto,9,gini,1,1,1,28,constant,38,auto,13,16,nnClassifier,7,2,adam,distance,0.947680157946693,2088.4446091349237
relu,auto,15,gini,1,1,1,22,constant,55,auto,6,2,nnClassifier,7,2,adam,distance,0.9486673247778875,2088.44463998382
relu,auto,14,gini,1,1,1,19,constant,79,auto,5,19,nnClassifier,6,7,adam,distance,0.9437314906219151,2088.4446705738083
relu,auto,20,gini,1,1,1,27,constant,39,auto,9,3,nnClassifier,5,2,adam,distance,0.9417571569595261,2088.4447010129225
relu,auto,20,gini,1,1,1,10,constant,26,auto,5,10,nnClassifier,6,3,adam,distance,0.9486673247778875,3013.594719597837
relu,auto,14,gini,1,1,1,21,constant,49,auto,10,18,nnClassifier,9,1,adam,distance,0.9466929911154985,3013.594770167023
relu,auto,15,gini,1,1,1,23,constant,72,auto,9,15,nnClassifier,6,3,adam,distance,0.9496544916090819,3013.594802196836
relu,auto,18,gini,1,1,1,15,constant,32,auto,10,22,nnClassifier,5,3,adam,distance,0.9427443237907206,3013.5948333959095
relu,auto,15,gini,1,1,1,20,constant,65,auto,6,3,nnClassifier,5,3,adam,distance,0.9447186574531096,3013.594865476014
relu,auto,20,gini,1,1,1,28,constant,21,auto,3,11,nnClassifier,7,2,adam,distance,0.9447186574531096,3013.594896994997
relu,auto,15,gini,1,1,1,21,constant,29,auto,5,2,nnClassifier,6,2,adam,distance,0.9486673247778875,3013.5949280948844
relu,auto,16,gini,1,1,1,20,constant,63,auto,6,9,nnClassifier,8,2,adam,distance,0.947680157946693,3013.594958773814
relu,auto,17,gini,1,1,1,21,constant,34,auto,8,10,nnClassifier,7,1,adam,distance,0.9447186574531096,3013.5949893239886
relu,auto,13,gini,1,1,1,17,constant,44,auto,9,2,nnClassifier,7,1,adam,distance,0.9437314906219151,3013.5950201528613
relu,auto,17,gini,1,1,1,21,constant,29,auto,6,10,nnClassifier,5,2,adam,distance,0.947680157946693,3013.5950508830138
relu,auto,14,gini,1,1,1,22,constant,29,auto,11,12,nnClassifier,8,8,adam,distance,0.9486673247778875,3013.5950817118865
relu,auto,21,gini,1,1,1,16,constant,42,auto,7,7,nnClassifier,3,6,adam,distance,0.947680157946693,3013.5951123919804
relu,auto,14,gini,1,1,1,15,constant,38,auto,8,8,nnClassifier,9,2,adam,distance,0.9466929911154985,3013.595143190818
relu,auto,17,gini,1,1,1,16,constant,38,auto,12,4,nnClassifier,6,1,adam,distance,0.9447186574531096,3013.5951735610142
relu,auto,20,gini,1,1,1,29,constant,48,auto,6,5,nnClassifier,10,7,adam,distance,0.9486673247778875,3013.595214389963
relu,auto,13,gini,1,1,1,24,constant,34,auto,14,12,nnClassifier,6,3,adam,distance,0.947680157946693,3013.595245388802
relu,auto,16,gini,1,1,1,21,constant,51,auto,4,2,nnClassifier,5,2,adam,distance,0.9486673247778875,3013.5952758789062
relu,auto,14,gini,1,1,1,20,constant,75,auto,2,15,nnClassifier,6,3,adam,distance,0.9447186574531096,3013.595306587871
relu,auto,16,gini,1,1,1,23,constant,35,auto,9,7,nnClassifier,7,2,adam,distance,0.947680157946693,3013.595336977858
