activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,29,entropy,0,0,1,8,adaptive,75,auto,15,38,randomForestClassifier,1,6,adam,uniform,0.9674234945705824,114.11750251799822
relu,auto,22,gini,1,1,1,17,constant,91,auto,15,15,kneighborsClassifier,1,4,adam,uniform,0.9575518262586377,114.11755921691656
relu,ball_tree,29,gini,1,0,1,18,adaptive,82,auto,5,35,kneighborsClassifier,1,6,adam,distance,0.9496544916090819,114.11759207583964
relu,auto,14,entropy,1,1,1,9,invscaling,57,auto,7,32,kneighborsClassifier,5,6,adam,distance,0.9575518262586377,114.11762381601147
relu,auto,24,gini,0,0,1,36,adaptive,75,auto,13,38,nnClassifier,8,7,adam,uniform,0,114.1176558949519
relu,auto,12,gini,0,1,1,8,adaptive,48,auto,12,6,nnClassifier,1,6,adam,distance,0.9506416584402764,114.11768683395348
relu,ball_tree,26,gini,1,1,1,10,invscaling,16,auto,13,8,nnClassifier,7,4,adam,distance,0.9664363277393879,114.11771891405806
relu,ball_tree,30,gini,1,1,1,9,constant,75,auto,6,9,randomForestClassifier,1,8,adam,uniform,0.9575518262586377,114.11775035294704
relu,ball_tree,26,entropy,0,0,1,12,adaptive,5,auto,13,30,randomForestClassifier,3,6,adam,distance,0.9674234945705824,114.1177827429492
relu,ball_tree,21,entropy,1,1,1,11,adaptive,64,auto,8,39,kneighborsClassifier,2,6,adam,uniform,0.9565646594274433,114.11781435203739
relu,ball_tree,23,entropy,0,0,1,25,adaptive,49,auto,15,37,kneighborsClassifier,5,6,adam,uniform,0.9624876604146101,114.11784541094676
relu,ball_tree,30,gini,1,0,1,6,constant,72,auto,10,17,randomForestClassifier,6,6,adam,uniform,0.9575518262586377,114.11787644098513
relu,ball_tree,17,entropy,1,1,1,16,adaptive,7,auto,16,21,randomForestClassifier,3,10,adam,uniform,0.9575518262586377,114.11790783004835
relu,ball_tree,31,entropy,0,1,1,8,adaptive,21,auto,12,8,nnClassifier,2,5,adam,uniform,0.9664363277393879,114.11793889896944
relu,auto,24,entropy,0,1,1,25,invscaling,26,auto,16,16,nnClassifier,5,2,adam,distance,0.9506416584402764,114.11796981887892
relu,ball_tree,23,entropy,1,1,1,17,constant,6,auto,7,25,randomForestClassifier,1,6,adam,uniform,0.9575518262586377,114.11800045799464
relu,auto,12,gini,1,0,1,6,adaptive,49,auto,6,22,randomForestClassifier,3,6,adam,uniform,0.9575518262586377,114.11803163704462
relu,ball_tree,22,gini,0,0,1,6,adaptive,24,auto,13,16,kneighborsClassifier,3,4,adam,uniform,0,114.1180626868736
relu,auto,30,entropy,0,1,1,7,constant,65,auto,15,36,randomForestClassifier,1,6,adam,distance,0.9654491609081934,114.11809271597303
relu,ball_tree,26,entropy,1,0,1,16,adaptive,59,auto,15,34,kneighborsClassifier,5,6,adam,distance,0.9496544916090819,114.11812356603332
relu,auto,29,gini,1,1,1,8,constant,75,auto,15,38,nnClassifier,1,6,adam,distance,0.9674234945705824,209.94373199599795
relu,auto,26,gini,1,1,1,15,constant,87,auto,14,19,nnClassifier,1,8,adam,distance,0.9575518262586377,209.9437809449155
relu,auto,29,gini,1,1,1,15,constant,78,auto,9,38,nnClassifier,2,6,adam,distance,0.9496544916090819,209.94381296494976
relu,auto,18,gini,1,1,1,10,constant,61,auto,6,32,nnClassifier,2,7,adam,distance,0.9526159921026653,209.94384410395287
