activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,15,gini,1,1,1,24,constant,52,auto,14,34,nnClassifier,9,10,adam,distance,0.9397828232971372,1031.1398896391038
relu,auto,14,gini,1,1,1,27,constant,84,auto,11,30,nnClassifier,8,10,adam,distance,0.9387956564659428,1031.1399208491202
relu,auto,14,gini,1,1,1,11,constant,14,auto,8,31,nnClassifier,10,6,adam,distance,0.9387956564659428,1031.1399517981336
relu,auto,13,gini,1,1,1,3,constant,23,auto,5,16,nnClassifier,5,5,adam,distance,0.9417571569595261,1031.1399825881235
relu,auto,22,gini,1,1,1,9,constant,28,auto,10,31,nnClassifier,5,8,adam,distance,0.9397828232971372,1031.140013578115
relu,auto,12,gini,1,1,1,28,constant,73,auto,16,30,nnClassifier,5,6,adam,distance,0.9407699901283317,1031.1400444870815
relu,auto,13,gini,1,1,1,4,constant,73,auto,13,13,nnClassifier,9,6,adam,distance,0.9397828232971372,1031.1400752370246
relu,auto,12,gini,1,1,1,8,constant,45,auto,11,36,nnClassifier,4,8,adam,distance,0.9407699901283317,1031.1401060570497
relu,auto,16,gini,1,1,1,27,constant,44,auto,8,34,nnClassifier,8,8,adam,distance,0.9397828232971372,1031.1401368060615
relu,auto,18,gini,1,1,1,21,constant,19,auto,6,28,nnClassifier,8,10,adam,distance,0.9407699901283317,1031.1401675560046
relu,auto,24,gini,1,1,1,8,constant,23,auto,9,36,nnClassifier,8,6,adam,distance,0.9407699901283317,1031.1401983960532
relu,auto,18,gini,1,1,1,11,constant,22,auto,5,34,nnClassifier,5,5,adam,distance,0.9407699901283317,1031.1402290251572
relu,auto,16,gini,1,1,1,28,constant,68,auto,11,13,nnClassifier,2,5,adam,distance,0.9397828232971372,1031.1402599851135
relu,auto,19,gini,1,1,1,19,constant,50,auto,9,14,nnClassifier,5,8,adam,distance,0.9407699901283317,1031.1402905951254
relu,auto,17,gini,1,1,1,7,constant,81,auto,9,27,nnClassifier,3,8,adam,distance,0.9437314906219151,1836.4770121839829
relu,auto,16,gini,1,1,1,21,constant,80,auto,6,34,nnClassifier,8,8,adam,distance,0.9407699901283317,1836.4770647031255
relu,auto,14,gini,1,1,1,11,constant,79,auto,12,34,nnClassifier,8,8,adam,distance,0.9417571569595261,1836.4770973529667
relu,auto,16,gini,1,1,1,7,constant,50,auto,9,34,nnClassifier,8,8,adam,distance,0.9397828232971372,1836.4771291031502
relu,auto,14,gini,1,1,1,15,constant,89,auto,5,26,nnClassifier,5,4,adam,distance,0.9397828232971372,1836.4771607520524
relu,auto,15,gini,1,1,1,13,constant,63,auto,12,26,nnClassifier,6,7,adam,distance,0.9417571569595261,1836.4771918919869
relu,auto,12,gini,1,1,1,28,constant,48,auto,10,32,nnClassifier,5,9,adam,distance,0.9407699901283317,1836.4772228819784
relu,auto,17,gini,1,1,1,23,constant,80,auto,8,26,nnClassifier,8,6,adam,distance,0.9378084896347483,1836.4772667610087
relu,auto,11,gini,1,1,1,11,constant,18,auto,9,33,nnClassifier,6,6,adam,distance,0.9378084896347483,1836.477297971025
relu,auto,17,gini,1,1,1,4,constant,19,auto,6,20,nnClassifier,9,8,adam,distance,0.9417571569595261,1836.4773291700985
relu,auto,20,gini,1,1,1,13,constant,32,auto,11,29,nnClassifier,6,8,adam,distance,0.9427443237907206,1836.477360380115
relu,auto,16,gini,1,1,1,25,constant,69,auto,19,34,nnClassifier,6,6,adam,distance,0.9417571569595261,1836.4773916599806
relu,auto,17,gini,1,1,1,4,constant,69,auto,15,17,nnClassifier,6,4,adam,distance,0.9387956564659428,1836.4774230190087
relu,auto,15,gini,1,1,1,8,constant,41,auto,15,40,nnClassifier,4,10,adam,distance,0.9397828232971372,1836.4774543591775
relu,auto,19,gini,1,1,1,23,constant,47,auto,12,34,nnClassifier,9,7,adam,distance,0.9397828232971372,1836.4774854790885
relu,auto,22,gini,1,1,1,17,constant,23,auto,10,24,nnClassifier,8,8,adam,distance,0.9387956564659428,1836.477528478019
relu,auto,24,gini,1,1,1,12,constant,27,auto,9,32,nnClassifier,8,8,adam,distance,0.9417571569595261,1836.4775603280868
relu,auto,16,gini,1,1,1,10,constant,26,auto,9,30,nnClassifier,4,9,adam,distance,0.9407699901283317,1836.477591867093
relu,auto,15,gini,1,1,1,24,constant,64,auto,12,17,nnClassifier,3,9,adam,distance,0.9417571569595261,1836.477623207029
relu,auto,21,gini,1,1,1,15,constant,51,auto,9,10,nnClassifier,3,8,adam,distance,0.9387956564659428,1836.4776543271728
relu,auto,16,gini,1,1,1,7,constant,85,auto,11,29,nnClassifier,6,4,adam,distance,0.9417571569595261,2358.700471383054
relu,auto,20,gini,1,1,1,17,constant,76,auto,5,30,nnClassifier,7,8,adam,distance,0.9397828232971372,2358.700536922086
relu,auto,17,gini,1,1,1,15,constant,75,auto,9,35,nnClassifier,9,9,adam,distance,0.9378084896347483,2358.700569502078
relu,auto,16,gini,1,1,1,7,constant,50,auto,9,34,nnClassifier,8,8,adam,distance,0.9397828232971372,2358.700600901153
relu,auto,17,gini,1,1,1,19,constant,85,auto,8,22,nnClassifier,9,8,adam,distance,0.9397828232971372,2358.700633221073
relu,auto,19,gini,1,1,1,17,constant,64,auto,8,27,nnClassifier,6,6,adam,distance,0.9466929911154985,2358.700664330041
relu,auto,13,gini,1,1,1,27,constant,52,auto,11,34,nnClassifier,4,5,adam,distance,0.9417571569595261,2358.700695220148
relu,auto,16,gini,1,1,1,19,constant,76,auto,8,30,nnClassifier,8,7,adam,distance,0.9387956564659428,2358.700726570096
relu,auto,15,gini,1,1,1,9,constant,22,auto,10,31,nnClassifier,6,8,adam,distance,0.945705824284304,2358.7007574390154
relu,auto,15,gini,1,1,1,7,constant,20,auto,7,24,nnClassifier,7,5,adam,distance,0.9397828232971372,2358.700788569171
relu,auto,18,gini,1,1,1,17,constant,36,auto,10,33,nnClassifier,9,8,adam,distance,0.945705824284304,2358.7008197691757
relu,auto,12,gini,1,1,1,29,constant,65,auto,19,34,nnClassifier,7,2,adam,distance,0.9466929911154985,2358.7008506581187
relu,auto,18,gini,1,1,1,7,constant,69,auto,11,21,nnClassifier,10,7,adam,distance,0.9437314906219151,2358.7008817081805
relu,auto,12,gini,1,1,1,6,constant,40,auto,17,36,nnClassifier,8,10,adam,distance,0.9407699901283317,2358.700912846951
relu,auto,18,gini,1,1,1,19,constant,46,auto,13,34,nnClassifier,8,7,adam,distance,0.9397828232971372,2358.700943987118
relu,auto,19,gini,1,1,1,16,constant,27,auto,10,20,nnClassifier,8,7,adam,distance,0.9407699901283317,2358.700974807143
relu,auto,20,gini,1,1,1,14,constant,31,auto,9,28,nnClassifier,8,6,adam,distance,0.9417571569595261,2358.7010055461433
relu,auto,18,gini,1,1,1,14,constant,30,auto,8,34,nnClassifier,8,8,adam,distance,0.9378084896347483,2358.7010366560426
relu,auto,11,gini,1,1,1,20,constant,68,auto,8,21,nnClassifier,7,5,adam,distance,0.9437314906219151,2358.7010675959755
relu,auto,22,gini,1,1,1,19,constant,51,auto,9,8,nnClassifier,7,8,adam,distance,0.9417571569595261,2358.7010984150693
