activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,19,mse,0,0,1,0,0,0,0,1,1,0,0,0,10,invscaling,78,sqrt,20,10,nnRegressor,10,4,sgd,uniform,0.9781829814279716
identity,brute,20,mae,0,1,1,0,1,1,0,0,1,0,1,0,9,invscaling,78,auto,5,39,randomForestRegressor,5,8,lbfgs,distance,0.9992968568961215
tanh,auto,19,mse,1,1,0,0,0,0,1,0,1,1,1,0,18,adaptive,23,auto,14,16,randomForestRegressor,7,3,sgd,uniform,0.6961708519867114
logistic,ball_tree,22,poisson,0,1,1,1,1,0,1,0,0,0,0,0,32,invscaling,28,sqrt,17,13,nnRegressor,3,1,lbfgs,distance,0.9995779172092958
identity,kd_tree,9,poisson,1,1,1,0,1,0,1,0,0,1,1,1,34,constant,27,log2,12,23,nnRegressor,4,7,adam,uniform,0.9999993646850215
tanh,brute,13,mse,0,1,0,0,1,1,0,0,1,0,1,1,20,adaptive,78,sqrt,9,35,randomForestRegressor,8,1,adam,distance,0.7037947839688343
identity,ball_tree,25,poisson,0,0,1,1,0,0,1,0,1,1,0,1,30,adaptive,7,sqrt,16,2,nnRegressor,2,3,sgd,uniform,0.9999999999340711
identity,auto,28,mse,1,1,1,0,1,0,1,1,0,1,1,1,21,adaptive,59,auto,9,25,randomForestRegressor,4,8,sgd,uniform,0.9995704784727033
logistic,ball_tree,19,mae,1,0,1,0,1,0,1,1,1,1,0,1,11,constant,67,auto,11,15,kneighborsRegressor,9,9,adam,distance,0.5576968980412043
identity,auto,9,poisson,1,0,1,0,0,0,1,0,1,0,1,1,35,invscaling,67,log2,16,33,randomForestRegressor,6,9,adam,distance,0.8612568956971031
tanh,ball_tree,12,mae,0,1,0,0,1,1,0,1,1,0,1,0,9,invscaling,29,sqrt,3,28,kneighborsRegressor,3,4,adam,uniform,0.5582546177497776
identity,auto,12,mae,0,1,1,1,0,0,1,1,1,1,1,0,6,constant,97,log2,8,25,randomForestRegressor,2,8,lbfgs,distance,0.9919174012702063
identity,kd_tree,18,mae,1,0,0,1,0,1,1,0,1,0,0,1,26,invscaling,3,log2,15,15,nnRegressor,10,2,sgd,distance,0.05436192836532516
relu,brute,29,mae,0,0,1,1,1,0,0,1,1,1,1,1,8,adaptive,18,log2,12,11,nnRegressor,1,7,lbfgs,distance,0.999566424772665
tanh,ball_tree,15,mae,1,0,1,1,0,1,1,1,0,0,1,1,16,constant,39,sqrt,9,29,nnRegressor,2,8,adam,distance,0.9988787754532646
tanh,brute,27,mae,0,0,1,0,1,0,1,0,1,1,0,1,10,constant,85,auto,19,34,nnRegressor,9,3,lbfgs,uniform,0.9995569616492609
logistic,auto,26,mse,0,1,1,0,0,0,1,0,1,0,0,1,11,invscaling,36,log2,19,12,kneighborsRegressor,7,7,adam,uniform,0.40476476067986356
relu,kd_tree,12,mae,0,1,0,0,1,1,0,1,0,1,0,1,18,adaptive,67,auto,15,32,nnRegressor,6,4,adam,uniform,0.6120437222072922
logistic,kd_tree,11,mae,0,0,0,1,1,0,0,0,0,1,0,1,24,constant,98,auto,9,19,randomForestRegressor,6,4,sgd,uniform,0.6260051656852224
relu,ball_tree,30,mse,0,0,1,0,0,1,1,0,1,0,1,1,14,invscaling,60,auto,4,2,nnRegressor,2,10,lbfgs,distance,-0.0005669880121543791
identity,ball_tree,25,poisson,0,0,1,1,0,0,1,0,1,1,0,1,30,adaptive,7,sqrt,16,2,nnRegressor,2,3,sgd,uniform,0.9999999999340711
identity,kd_tree,9,poisson,1,1,1,0,1,0,1,0,0,1,1,1,34,constant,27,log2,12,23,nnRegressor,4,7,adam,uniform,0.9999993646850215
logistic,ball_tree,22,poisson,0,1,1,1,1,0,1,0,0,0,0,0,32,invscaling,28,sqrt,17,13,nnRegressor,3,1,lbfgs,distance,0.9995779172092958
identity,auto,28,mse,1,1,1,0,1,0,1,1,0,1,1,1,21,adaptive,59,auto,9,25,randomForestRegressor,4,8,sgd,uniform,0.9995704784727033
relu,brute,29,mae,0,0,1,1,1,0,0,1,1,1,1,1,8,adaptive,18,log2,12,11,nnRegressor,1,7,lbfgs,distance,0.999566424772665
tanh,brute,27,mae,0,0,1,0,1,0,1,0,1,1,0,1,10,constant,85,auto,19,34,nnRegressor,9,3,lbfgs,uniform,0.9995569616492609
identity,brute,20,mae,0,1,1,0,1,1,0,0,1,0,1,0,9,invscaling,78,auto,5,39,randomForestRegressor,5,8,lbfgs,distance,0.9992968568961215
tanh,ball_tree,15,mae,1,0,1,1,0,1,1,1,0,0,1,1,16,constant,39,sqrt,9,29,nnRegressor,2,8,adam,distance,0.9988787754532646
identity,auto,12,mae,0,1,1,1,0,0,1,1,1,1,1,0,6,constant,97,log2,8,25,randomForestRegressor,2,8,lbfgs,distance,0.9919174012702063
tanh,auto,19,mse,0,0,1,0,0,0,0,1,1,0,0,0,10,invscaling,78,sqrt,20,10,nnRegressor,10,4,sgd,uniform,0.9781829814279716
identity,ball_tree,25,poisson,0,0,1,1,0,0,1,0,0,1,1,1,34,constant,27,log2,12,23,nnRegressor,4,7,adam,uniform,0.9999999999397897
identity,kd_tree,9,poisson,1,1,1,0,1,0,1,0,0,0,0,0,32,invscaling,28,sqrt,17,13,nnRegressor,3,1,lbfgs,distance,0.9999998025145644
logistic,ball_tree,22,poisson,0,1,1,1,0,0,1,0,0,1,1,1,21,adaptive,59,auto,13,25,randomForestRegressor,4,8,sgd,uniform,0.6063333083745723
identity,auto,28,mse,1,1,1,0,1,0,1,1,1,1,1,1,8,adaptive,18,log2,12,11,nnRegressor,1,7,lbfgs,distance,0.999998561249174
relu,brute,29,mse,0,0,1,1,1,0,0,1,1,1,0,1,10,constant,85,auto,19,34,nnRegressor,9,10,lbfgs,uniform,0.9995972366331035
tanh,brute,27,mae,0,0,1,0,1,1,1,0,1,0,1,0,9,invscaling,78,auto,5,39,randomForestRegressor,5,8,lbfgs,distance,0.999279834321629
relu,brute,20,mae,0,1,1,0,1,1,0,0,0,0,1,1,16,constant,39,sqrt,10,29,nnRegressor,2,8,adam,distance,0.9992438354162507
