activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,21,mse,0,1,0,0,0,1,0,1,1,0,1,1,20,invscaling,57,auto,13,34,randomForestRegressor,8,6,sgd,uniform,0.7322805699577886
identity,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9999999989584186
relu,ball_tree,12,mse,1,1,1,1,1,0,1,0,1,0,1,1,20,invscaling,57,auto,13,34,randomForestRegressor,2,6,sgd,uniform,0.9999324661988245
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9998735707858881
logistic,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996765097450203
tanh,kd_tree,24,mse,1,0,1,1,0,1,0,1,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9981983944005706
tanh,kd_tree,24,mse,1,0,1,1,0,1,0,1,1,1,1,1,26,adaptive,8,sqrt,3,33,randomForestRegressor,3,5,sgd,uniform,0.9847148945779719
logistic,brute,28,mae,1,1,1,0,1,0,1,1,1,1,1,1,34,invscaling,86,sqrt,13,7,randomForestRegressor,6,10,adam,uniform,0.9846803116328766
tanh,ball_tree,25,mse,1,1,1,1,0,0,1,1,1,1,0,0,17,adaptive,79,sqrt,16,25,randomForestRegressor,3,9,sgd,distance,0.9787850732041821
logistic,brute,28,mae,1,1,1,0,1,0,1,1,1,1,1,1,26,adaptive,8,sqrt,3,33,randomForestRegressor,3,5,sgd,uniform,0.9679984500251272
logistic,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,1,1,20,invscaling,57,auto,13,34,randomForestRegressor,2,6,sgd,uniform,0.5895698627648301
relu,ball_tree,12,mse,1,1,1,1,1,0,1,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9995218450194572
relu,brute,17,mse,0,1,1,0,0,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996765097450203
logistic,kd_tree,31,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9993820749417023
tanh,kd_tree,24,mse,1,0,1,1,0,1,0,1,1,1,1,1,26,adaptive,8,sqrt,3,33,randomForestRegressor,3,5,sgd,uniform,0.9847148945779719
tanh,kd_tree,24,mse,1,0,1,1,0,1,0,1,1,1,1,1,32,invscaling,86,sqrt,13,7,randomForestRegressor,6,10,adam,uniform,0.9919624038410793
logistic,brute,28,mae,1,1,1,0,1,0,0,1,1,1,0,0,17,adaptive,79,sqrt,16,25,randomForestRegressor,3,9,sgd,distance,0.9786434279071543
tanh,ball_tree,25,mse,1,1,1,1,0,0,1,1,1,1,1,1,26,adaptive,8,sqrt,3,33,randomForestRegressor,3,5,sgd,uniform,0.9792670785361651
logistic,brute,28,mae,1,1,1,0,1,0,1,1,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9997078085111142
identity,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9999999989584186
relu,ball_tree,12,mse,1,1,1,1,1,0,1,0,1,0,1,1,20,invscaling,57,auto,13,34,randomForestRegressor,2,6,sgd,uniform,0.9999324661988245
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9998735707858881
logistic,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,kd_tree,31,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,brute,28,mae,1,1,1,0,1,0,1,1,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9997078085111142
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996765097450203
relu,brute,17,mse,0,1,1,0,0,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996765097450203
relu,ball_tree,12,mse,1,1,1,1,1,0,1,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9995218450194572
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9993820749417023
identity,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,1,1,20,invscaling,57,auto,13,34,randomForestRegressor,2,6,sgd,uniform,0.5895698627648301
relu,ball_tree,12,mse,1,1,1,1,1,0,0,0,0,0,0,1,20,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9996527214965584
relu,ball_tree,17,mse,0,1,1,0,0,0,0,1,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996330022953842
logistic,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,kd_tree,31,poisson,1,1,1,0,1,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9998455921748898
logistic,brute,28,mae,1,1,1,0,1,0,1,1,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9994254604851956
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,0,0,1,10,adaptive,72,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996765097450203
relu,brute,17,mse,0,1,1,0,0,0,0,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9998735707858881
relu,ball_tree,12,mse,1,1,1,1,1,0,1,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9995382297895715
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,0,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9991048444542217
identity,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9999999989584186
relu,ball_tree,12,mse,1,1,1,1,1,0,1,0,1,0,1,1,20,invscaling,57,auto,13,34,randomForestRegressor,2,6,sgd,uniform,0.9999324661988245
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9998735707858881
relu,brute,17,mse,0,1,1,0,0,0,0,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9998735707858881
logistic,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,kd_tree,31,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,kd_tree,31,poisson,1,1,1,0,1,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9998455921748898
logistic,brute,28,mae,1,1,1,0,1,0,1,1,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9997078085111142
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996765097450203
identity,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,1,1,20,invscaling,57,sqrt,13,34,randomForestRegressor,2,6,sgd,uniform,0.8606299191228297
relu,ball_tree,12,mse,1,1,1,1,1,0,1,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9995218450194572
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,0,0,0,1,14,constant,71,sqrt,5,18,nnRegressor,5,7,lbfgs,distance,0.9998735707858881
relu,brute,17,mse,0,1,1,0,0,0,0,0,1,1,0,1,11,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9996163615203509
logistic,kd_tree,27,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,kd_tree,31,poisson,1,1,1,0,1,0,0,0,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9998734957369456
logistic,kd_tree,27,poisson,1,0,1,0,1,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9998477058588064
logistic,kd_tree,31,poisson,1,1,1,0,1,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9998455921748898
logistic,brute,28,mae,1,1,1,0,1,0,1,1,1,0,0,1,10,adaptive,62,log2,2,14,nnRegressor,7,8,lbfgs,distance,0.9994254604851956
relu,ball_tree,17,mse,0,1,1,0,0,0,0,0,1,1,1,1,3,invscaling,50,auto,15,7,nnRegressor,8,6,adam,distance,0.9993820749417023
