activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,25,poisson,1,1,1,1,0,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999729008296
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9999996603462451
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999945572124301
logistic,kd_tree,24,poisson,0,1,1,0,0,0,0,0,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9997913627628768
relu,auto,16,mse,0,1,1,0,0,1,0,1,0,0,0,0,36,invscaling,60,auto,11,6,randomForestRegressor,2,5,lbfgs,distance,0.9997781322008454
relu,auto,16,mse,0,1,1,0,0,1,0,1,0,0,1,0,2,adaptive,92,auto,12,26,randomForestRegressor,5,10,lbfgs,uniform,0.9997610459643855
relu,kd_tree,27,mae,1,0,1,1,1,0,0,1,0,0,1,0,2,adaptive,44,auto,12,30,nnRegressor,5,7,lbfgs,distance,0.99975925174761
identity,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,0,0,1,32,adaptive,85,log2,15,15,nnRegressor,10,6,sgd,distance,0.999999999945613
identity,auto,25,mse,1,1,1,1,0,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999729008296
identity,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999819260604
identity,auto,25,poisson,1,1,1,1,0,0,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9999999981544612
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999945572124301
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,1,0,0,16,constant,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999945572124301
logistic,kd_tree,24,poisson,0,1,1,0,0,0,0,0,0,0,0,0,36,invscaling,60,auto,11,6,randomForestRegressor,2,5,lbfgs,distance,0.5683088329318637
relu,auto,16,mse,0,1,1,0,0,1,0,1,0,0,1,0,2,adaptive,92,auto,12,26,randomForestRegressor,5,10,lbfgs,uniform,0.9997610459643855
relu,auto,16,mse,0,1,1,1,0,1,0,1,0,0,1,0,2,adaptive,44,auto,12,30,nnRegressor,5,7,lbfgs,distance,0.9996563576869273
relu,kd_tree,27,mae,1,0,1,1,1,0,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,uniform,0.9977337876749723
identity,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,uniform,0.999999999945613
identity,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,0,0,1,32,adaptive,85,log2,15,15,nnRegressor,10,6,sgd,distance,0.999999999945613
identity,auto,25,mse,1,1,1,1,0,0,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9999999981544612
identity,auto,25,poisson,1,1,1,1,0,0,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9999999981544612
identity,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999819260604
identity,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999819260604
identity,auto,25,poisson,1,1,1,1,0,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999729008296
identity,auto,25,mse,1,1,1,1,0,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999729008296
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9999996603462451
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999945572124301
identity,ball_tree,18,mse,0,1,1,0,1,0,0,1,0,0,0,1,12,adaptive,85,log2,15,15,nnRegressor,7,6,sgd,distance,0.9999999999825725
logistic,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,0,0,0,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9961445696475045
identity,auto,25,mse,1,1,1,1,0,0,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9999999981544612
identity,auto,21,poisson,1,1,1,1,0,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,7,3,lbfgs,uniform,0.9999997870459533
identity,ball_tree,18,mse,1,1,1,0,1,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9999999819260604
logistic,ball_tree,19,mse,1,1,1,1,1,0,0,1,0,1,0,0,26,invscaling,51,log2,8,28,nnRegressor,1,3,lbfgs,uniform,0.9991845771843806
identity,auto,25,poisson,1,1,1,1,0,0,0,1,0,1,0,0,16,invscaling,51,log2,8,28,nnRegressor,1,3,adam,uniform,0.9999999576545391
identity,auto,25,mse,1,1,1,1,0,0,0,1,0,0,0,1,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,distance,0.9999999981544612
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,1,1,0,16,invscaling,51,log2,8,39,nnRegressor,1,3,lbfgs,uniform,0.9999840527981263
identity,auto,25,poisson,1,1,1,1,0,1,0,1,0,0,0,0,32,adaptive,63,log2,9,15,nnRegressor,10,6,sgd,uniform,0.9999995854710283
