,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
68,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,30.0,None,None,None,None,None,None,1.0,None,uniform,1.0,ok,129.604888782138
69,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,1.0,None,uniform,1.0,ok,129.74277326115407
70,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,1.0,None,uniform,1.0,ok,130.05531105096452
71,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,2.0,None,uniform,0.998220640569395,ok,130.30907093011774
72,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,1.0,None,uniform,1.0,ok,130.44691675994545
73,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,1.0,None,uniform,1.0,ok,130.67659405595623
74,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,19.0,None,None,None,None,None,None,4.0,None,uniform,0.998220640569395,ok,130.9921702640131
75,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,23.0,None,None,None,None,None,None,1.0,None,uniform,1.0,ok,131.22357062110677
76,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,20.0,None,None,None,None,None,None,1.0,None,distance,1.0,ok,131.4487244260963
77,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,14,auto,5,27,None,None,None,None,0.9839857651245552,ok,132.1086994309444
78,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,13.0,None,None,None,None,None,None,2.0,None,distance,0.998220640569395,ok,132.43215818097815
79,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,nnClassifier,identity,None,24.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.8202846975088968,ok,132.93870446714573
80,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,1.0,None,uniform,0.9911032028469751,ok,133.18409148114733
81,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,99,sqrt,10,19,None,None,None,None,0.9786476868327402,ok,133.7863031970337
82,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,133.94125553010963
83,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,kneighborsClassifier,None,auto,None,None,34.0,None,None,None,None,None,None,5.0,None,uniform,0.9893238434163701,ok,134.19916964694858
84,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,3.0,None,uniform,0.9928825622775801,ok,134.34644631296396
85,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.8202846975088968,ok,144.81748680304736
86,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,4.0,None,uniform,0.99644128113879,ok,144.98195525095798
87,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,7.0,None,None,None,None,None,None,8.0,None,distance,0.994661921708185,ok,145.30572517612018
88,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,36,log2,18,7,None,None,None,None,0.9697508896797153,ok,145.86270332708955
89,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,nnClassifier,tanh,None,8.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.8185053380782918,ok,163.7034825689625
90,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,2.0,None,distance,1.0,ok,163.93391309306026
91,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,14.0,None,None,None,None,None,None,2.0,None,distance,0.9893238434163701,ok,164.18975757597946
92,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,kneighborsClassifier,None,auto,None,None,25.0,None,None,None,None,None,None,1.0,None,uniform,0.9911032028469751,ok,164.42257808800787
93,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,65,auto,8,40,None,None,None,None,0.9608540925266904,ok,164.9996694221627
94,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,23.0,None,None,None,None,None,None,10.0,None,distance,0.998220640569395,ok,165.2507099530194
95,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,6.0,None,distance,0.994661921708185,ok,165.40537249599583
96,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,nnClassifier,relu,None,19.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.8167259786476868,ok,165.98497147811577
97,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,5.0,None,uniform,0.9928825622775801,ok,166.31378135294653
98,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,1.0,None,distance,0.99644128113879,ok,166.5414204930421
99,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,1,auto,4,35,None,None,None,None,0.9750889679715302,ok,167.13125010603108
