,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
61,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,nnClassifier,identity,None,28.0,None,None,invscaling,None,None,None,None,1.0,None,lbfgs,None,0.8042704626334519,ok,122.5736864071805
62,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,37,None,None,None,None,None,None,7,None,distance,0.9928825622775801,ok,122.7721990251448
63,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,30,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,122.92319844500162
64,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,5,None,distance,0.9928825622775801,ok,123.07255341415294
65,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,15,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,123.2987259621732
66,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,15,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,123.44956544297747
67,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,15,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,123.5997316420544
68,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,15,None,None,None,None,None,None,6,None,distance,0.99644128113879,ok,123.75004036002792
69,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,7,None,None,None,None,None,None,5,None,distance,0.99644128113879,ok,123.97704753908329
70,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,15,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,124.12754789413884
71,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,124.2801047549583
72,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,5,None,None,None,None,None,None,5,None,distance,0.99644128113879,ok,124.43112945510074
73,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,18,None,None,None,None,None,None,6,None,distance,0.99644128113879,ok,124.58448914717883
74,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,3,None,distance,0.998220640569395,ok,124.79329362604767
75,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,nnClassifier,relu,None,21.0,None,None,constant,None,None,None,None,10.0,None,sgd,None,0.7935943060498221,ok,133.19320275401697
76,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,10,None,None,None,None,None,None,5,None,distance,0.99644128113879,ok,133.34440131112933
77,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,60.0,sqrt,20.0,18.0,None,None,None,None,0.9733096085409253,ok,133.95411311509088
78,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,22,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,134.18193167611025
79,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,8,None,distance,0.994661921708185,ok,134.33322326210327
80,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,29,None,None,None,None,None,None,3,None,distance,0.99644128113879,ok,134.5512656259816
81,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,nnClassifier,identity,None,17.0,None,None,invscaling,None,None,None,None,5.0,None,adam,None,0.8149466192170819,ok,138.88862738804892
82,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,17,None,None,None,None,None,None,6,None,distance,0.9928825622775801,ok,139.03883708710782
83,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,79.0,auto,10.0,2.0,None,None,None,None,0.9750889679715302,ok,139.7222594281193
84,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,32,None,None,None,None,None,None,2,None,distance,0.998220640569395,ok,139.85640048398636
85,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,9,None,None,None,None,None,None,2,None,distance,0.998220640569395,ok,139.98884954908863
86,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,8,None,None,None,None,None,None,3,None,distance,0.998220640569395,ok,140.12630733614787
87,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,nnClassifier,relu,None,13.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.806049822064057,ok,152.653351101093
88,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,13.0,log2,5.0,7.0,None,None,None,None,0.9804270462633452,ok,153.26565381605178
89,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,9,None,None,None,None,None,None,3,None,distance,0.998220640569395,ok,153.4032042331528
90,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,2,None,None,None,None,None,None,4,None,distance,0.998220640569395,ok,153.5577326421626
91,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,kneighborsClassifier,None,auto,None,None,5,None,None,None,None,None,None,2,None,distance,0.9857651245551602,ok,153.7641101910267
92,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,nnClassifier,logistic,None,29.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.798932384341637,ok,155.2029737480916
93,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,7,None,distance,0.9928825622775801,ok,155.35778864403255
94,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,34.0,sqrt,2.0,36.0,None,None,None,None,0.9768683274021353,ok,155.96988028218038
95,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,5,None,distance,0.998220640569395,ok,156.2018315240275
96,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,5,None,distance,0.9804270462633452,ok,156.3629212670494
97,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,4,None,distance,0.994661921708185,ok,156.52642187313177
98,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,nnClassifier,tanh,None,24.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.8078291814946619,ok,161.47317146300338
99,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,6,None,distance,1.0,ok,161.62970215897076
