,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,nnClassifier,relu,None,11.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.8345195729537367,ok,29.133014620980248
11,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,33.0,None,None,None,None,None,None,5.0,None,distance,0.994661921708185,ok,29.298121605999768
12,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,nnClassifier,tanh,None,17.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.8451957295373665,ok,45.74064165796153
13,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,7,sqrt,7,8,None,None,None,None,0.9928825622775801,ok,46.244695607805625
14,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,62,sqrt,11,3,None,None,None,None,0.9839857651245552,ok,46.799008533824235
15,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,nnClassifier,relu,None,29.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.8398576512455516,ok,54.268666178919375
16,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,47,log2,5,35,None,None,None,None,0.9768683274021353,ok,54.76254775887355
17,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,32,auto,6,18,None,None,None,None,0.9768683274021353,ok,55.43447669199668
18,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,62,log2,11,12,None,None,None,None,0.9697508896797153,ok,55.922485891962424
19,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,16,sqrt,14,40,None,None,None,None,0.9733096085409253,ok,56.46534402901307
20,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,9.0,None,uniform,0.998220640569395,ok,56.95410186401568
21,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,9.0,None,uniform,0.9928825622775801,ok,57.37933639297262
22,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,14.0,None,None,None,None,None,None,3.0,None,uniform,0.99644128113879,ok,57.7462075590156
23,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,15.0,None,None,None,None,None,None,2.0,None,uniform,0.994661921708185,ok,57.87684537493624
24,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,16.0,None,None,None,None,None,None,3.0,None,uniform,0.99644128113879,ok,58.14701007283293
25,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,24.0,None,None,None,None,None,None,7.0,None,uniform,0.998220640569395,ok,58.40002156980336
26,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,24.0,None,None,None,None,None,None,7.0,None,uniform,0.998220640569395,ok,58.75238356599584
27,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,24.0,None,None,None,None,None,None,10.0,None,uniform,0.99644128113879,ok,58.90962106687948
28,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,10.0,None,uniform,0.994661921708185,ok,59.163485877914354
29,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,27.0,None,None,None,None,None,None,8.0,None,uniform,0.998220640569395,ok,59.42178646591492
30,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,27.0,None,None,None,None,None,None,7.0,None,uniform,0.99644128113879,ok,59.671403605956584
31,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,nnClassifier,identity,None,32.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,0.8309608540925267,ok,60.1485992569942
32,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,7.0,None,distance,0.998220640569395,ok,60.29558303882368
33,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,8.0,None,distance,0.998220640569395,ok,60.44273469783366
34,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,nnClassifier,logistic,None,25.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.8309608540925267,ok,61.606852422934026
35,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,6.0,None,distance,0.998220640569395,ok,61.855141466949135
36,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,11.0,None,None,None,None,None,None,9.0,None,distance,0.998220640569395,ok,62.00170383695513
37,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,11.0,None,None,None,None,None,None,9.0,None,distance,0.994661921708185,ok,62.14930343790911
38,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,7.0,None,uniform,0.994661921708185,ok,62.39508840884082
39,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,nnClassifier,logistic,None,8.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.8345195729537367,ok,94.76992769702338
40,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,28.0,None,None,None,None,None,None,8.0,None,distance,0.9822064056939501,ok,94.92347534699365
41,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,19.0,None,None,None,None,None,None,10.0,None,uniform,0.9928825622775801,ok,95.1815735870041
42,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,nnClassifier,tanh,None,23.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.8434163701067615,ok,108.52545344294049
43,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,6.0,None,distance,0.9839857651245552,ok,108.67475736490451
44,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,34.0,None,None,None,None,None,None,4.0,None,distance,0.998220640569395,ok,108.92374737095088
45,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,nnClassifier,identity,None,12.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,0.8309608540925267,ok,109.26483069290407
46,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,97,auto,19,26,None,None,None,None,0.9733096085409253,ok,109.81934934481978
47,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,29.0,None,None,None,None,None,None,8.0,None,distance,0.998220640569395,ok,110.02786199585535
48,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,5.0,None,distance,0.9893238434163701,ok,110.30809012800455
49,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,79,auto,2,4,None,None,None,None,0.9928825622775801,ok,110.94508440187201
50,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.8434163701067615,ok,119.73736462998204
51,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,24.0,None,None,None,None,None,None,4.0,None,uniform,0.9875444839857651,ok,119.9686350619886
52,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,23,log2,20,29,None,None,None,None,0.9893238434163701,ok,120.65609896695241
53,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,36.0,None,None,None,None,None,None,6.0,None,distance,0.99644128113879,ok,120.85816943692043
54,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,7.0,None,distance,0.994661921708185,ok,121.05890152184293
55,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,2,auto,16,39,None,None,None,None,0.900355871886121,ok,121.49991174391471
56,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,8.0,None,None,None,None,None,None,4.0,None,distance,0.998220640569395,ok,121.76084872102365
57,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,nnClassifier,identity,None,26.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.8434163701067615,ok,128.13474593684077
58,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,35.0,None,None,None,None,None,None,3.0,None,distance,0.9928825622775801,ok,128.2656735170167
59,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,26.0,None,None,None,None,None,None,8.0,None,uniform,0.99644128113879,ok,128.51480586081743
60,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,78,log2,2,18,None,None,None,None,0.9804270462633452,ok,129.2191407450009
61,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,8.0,None,None,None,None,None,None,5.0,None,distance,0.99644128113879,ok,129.3727093078196
62,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,nnClassifier,tanh,None,19.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.8256227758007118,ok,130.8728742429521
63,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,6.0,None,None,None,None,None,None,4.0,None,uniform,0.994661921708185,ok,131.03662832803093
64,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,37.0,None,None,None,None,None,None,8.0,None,distance,0.99644128113879,ok,131.24152395594865
65,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,23.0,None,None,None,None,None,None,7.0,None,uniform,0.998220640569395,ok,131.6050419639796
66,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,32.0,None,None,None,None,None,None,2.0,None,distance,0.994661921708185,ok,131.80696839699522
