activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,auto,22,gini,1,0,1,1,1,0,1,1,1,0,1,1,1,1,31,constant,25,sqrt,13,29,kneighborsClassifier,10,5,adam,distance,0.9618473895582329,154.0101380289998
identity,ball_tree,18,gini,1,1,1,1,1,1,1,1,0,0,1,1,1,1,25,invscaling,56,sqrt,10,15,kneighborsClassifier,7,5,lbfgs,distance,0.928714859437751,154.01020450796932
identity,auto,10,gini,1,0,1,1,1,1,1,1,0,1,1,1,1,1,16,invscaling,71,auto,8,21,nnClassifier,9,6,adam,distance,0.7951807228915663,154.0102514969185
identity,ball_tree,22,entropy,1,0,1,1,1,1,1,1,0,0,1,1,1,1,35,constant,63,sqrt,8,14,kneighborsClassifier,7,4,sgd,distance,0.9748995983935743,154.01029673707671
relu,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,1,1,1,1,1,19,constant,50,sqrt,9,21,nnClassifier,5,5,lbfgs,distance,0.7409638554216867,154.01034273603
identity,auto,27,gini,1,0,1,1,1,0,1,1,1,1,1,1,1,1,23,invscaling,33,auto,13,27,kneighborsClassifier,8,6,sgd,distance,0.9859437751004017,154.01038831588812
tanh,ball_tree,13,gini,1,0,1,1,1,1,1,1,0,1,1,1,1,1,22,constant,57,sqrt,14,13,kneighborsClassifier,7,5,adam,distance,0.9106425702811245,154.01043301494792
identity,ball_tree,12,gini,1,0,1,1,1,0,1,1,1,1,1,1,1,1,36,invscaling,47,auto,7,25,kneighborsClassifier,7,7,lbfgs,distance,0.9578313253012049,154.0104778849054
relu,ball_tree,21,entropy,1,1,1,1,1,0,1,1,0,1,1,1,1,1,10,invscaling,72,sqrt,9,3,nnClassifier,9,5,sgd,distance,0.7369477911646586,154.0105230039917
identity,ball_tree,25,gini,1,1,1,1,1,0,1,1,0,1,1,1,1,1,35,invscaling,22,auto,14,6,kneighborsClassifier,9,8,sgd,distance,0.8825301204819277,154.01056739408523
identity,ball_tree,13,gini,1,0,1,1,1,1,1,1,0,0,1,1,1,1,20,invscaling,46,sqrt,10,25,nnClassifier,8,5,sgd,distance,0.8463855421686747,154.01061192294583
identity,ball_tree,24,entropy,1,1,1,1,1,1,1,1,0,0,1,1,1,1,33,invscaling,32,auto,10,11,kneighborsClassifier,8,5,sgd,distance,0.9096385542168675,154.01065607299097
relu,ball_tree,17,gini,1,1,1,1,1,0,1,1,0,1,1,1,1,1,7,invscaling,63,sqrt,6,15,nnClassifier,4,6,lbfgs,distance,0.7319277108433735,154.01070056203753
identity,ball_tree,21,gini,1,1,1,1,1,1,1,1,0,0,1,1,1,1,19,invscaling,54,sqrt,14,26,nnClassifier,8,5,adam,distance,0.714859437751004,154.01074452209286
identity,ball_tree,24,entropy,1,0,1,1,1,0,1,1,0,0,1,1,1,1,19,invscaling,67,sqrt,14,3,kneighborsClassifier,8,5,lbfgs,distance,0.9959839357429718,154.01078890194185
relu,auto,14,entropy,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,invscaling,37,sqrt,13,24,kneighborsClassifier,5,6,adam,distance,0.9668674698795181,154.01083316095173
identity,auto,22,gini,1,1,1,1,1,0,1,1,0,0,1,1,1,1,19,constant,66,sqrt,14,21,kneighborsClassifier,9,5,sgd,distance,0.964859437751004,154.01087772101164
relu,auto,12,entropy,1,1,1,1,1,0,1,1,1,0,1,1,1,1,38,constant,9,auto,11,22,nnClassifier,7,6,lbfgs,distance,0.8463855421686747,154.0109219599981
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,1,1,1,1,1,11,invscaling,19,sqrt,14,3,kneighborsClassifier,5,6,lbfgs,distance,0.928714859437751,154.01096593006514
tanh,ball_tree,28,entropy,1,1,1,1,1,0,1,1,1,1,1,1,1,1,12,invscaling,57,sqrt,12,15,kneighborsClassifier,8,5,sgd,distance,0.928714859437751,154.01100990897976
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,29,auto,12,25,nnClassifier,9,4,adam,distance,0.9959839357429718,273.6626914390363
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,60,auto,6,16,nnClassifier,6,3,adam,distance,0.8995983935742972,273.66276156902313
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,67,auto,7,18,nnClassifier,5,2,adam,distance,0.7359437751004017,273.6628075579647
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,65,auto,10,12,nnClassifier,7,2,adam,distance,0.998995983935743,273.6628519780934
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,54,auto,5,17,nnClassifier,3,4,adam,distance,0.7329317269076305,273.66289604688063
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,37,auto,10,23,nnClassifier,7,2,adam,distance,0.9949799196787149,273.66294023697264
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,61,auto,10,12,nnClassifier,5,5,adam,distance,0.9969879518072289,273.6629848559387
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,51,auto,10,21,nnClassifier,9,4,adam,distance,0.9929718875502008,273.6630292960908
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,69,auto,11,2,nnClassifier,9,2,adam,distance,0.7740963855421686,273.66308655496687
