activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,72,auto,15,13,nnClassifier,9,6,adam,distance,0.7339357429718876,937.9698016659822
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,65,auto,14,20,nnClassifier,5,1,adam,distance,0.7349397590361446,937.9698477161583
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,82,auto,15,21,nnClassifier,10,1,adam,distance,0.7319277108433735,937.9698924750555
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,30,auto,17,27,nnClassifier,8,7,adam,distance,0.7349397590361446,937.9699370849412
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,83,auto,17,19,nnClassifier,6,1,adam,distance,0.7339357429718876,937.9699812240433
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,39,auto,17,19,nnClassifier,10,1,adam,distance,0.7349397590361446,937.9700259841047
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,51,auto,16,22,nnClassifier,8,1,adam,distance,0.7339357429718876,937.9700697341468
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,40,auto,14,8,nnClassifier,10,5,adam,distance,0.7319277108433735,937.9701140129473
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,40,auto,14,22,nnClassifier,9,6,adam,distance,0.7339357429718876,937.9701575031504
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,16,auto,16,16,nnClassifier,7,4,adam,distance,0.7309236947791165,937.9702104420867
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,46,auto,20,15,nnClassifier,9,5,adam,distance,0.7339357429718876,937.9702541420702
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,79,auto,17,21,nnClassifier,10,1,adam,distance,0.7339357429718876,937.9702979819849
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,13,auto,8,15,nnClassifier,10,2,adam,distance,0.7329317269076305,937.9703416209668
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,73,auto,16,18,nnClassifier,10,2,adam,distance,0.7319277108433735,937.9703854511026
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,30,auto,10,24,nnClassifier,10,1,adam,distance,0.7339357429718876,937.9704377001617
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,23,auto,12,19,nnClassifier,9,2,adam,distance,0.7339357429718876,937.9704822499771
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,40,auto,16,10,nnClassifier,5,1,adam,distance,0.7339357429718876,937.9705262801144
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,48,auto,19,15,nnClassifier,10,1,adam,distance,0.7349397590361446,937.9705699889455
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,83,auto,17,19,nnClassifier,10,1,adam,distance,0.7319277108433735,937.9706136391032
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,59,auto,17,15,nnClassifier,8,3,adam,distance,0.7329317269076305,1474.4775219459552
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,76,auto,19,16,nnClassifier,5,2,adam,distance,0.7339357429718876,1474.4775862060487
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,69,auto,12,20,nnClassifier,6,5,adam,distance,0.7349397590361446,1474.477631325135
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,86,auto,16,25,nnClassifier,10,2,adam,distance,0.7319277108433735,1474.4776758749504
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,34,auto,13,27,nnClassifier,6,3,adam,distance,0.7339357429718876,1474.477720614057
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,82,auto,13,23,nnClassifier,5,5,adam,distance,0.7329317269076305,1474.477764294017
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,43,auto,18,19,nnClassifier,10,1,adam,distance,0.7319277108433735,1474.4778085839935
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,54,auto,15,21,nnClassifier,8,1,adam,distance,0.7339357429718876,1474.4778544930741
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,44,auto,18,12,nnClassifier,10,3,adam,distance,0.7339357429718876,1474.4779021330178
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,44,auto,14,23,nnClassifier,10,4,adam,distance,0.7329317269076305,1474.4779460621066
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,20,auto,17,20,nnClassifier,9,4,adam,distance,0.7339357429718876,1474.477989841951
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,50,auto,16,13,nnClassifier,9,5,adam,distance,0.7329317269076305,1474.4780333619565
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,81,auto,17,20,nnClassifier,10,3,adam,distance,0.7329317269076305,1474.4780777210835
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,17,auto,7,17,nnClassifier,10,1,adam,distance,0.7349397590361446,1474.4781213609967
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,74,auto,16,18,nnClassifier,10,6,adam,distance,0.7319277108433735,1474.4781654111575
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,34,auto,7,28,nnClassifier,10,1,adam,distance,0.7339357429718876,1474.478219480021
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,27,auto,16,19,nnClassifier,9,2,adam,distance,0.7359437751004017,1474.478263700148
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,44,auto,12,9,nnClassifier,6,1,adam,distance,0.7329317269076305,1474.4783078089822
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,52,auto,18,19,nnClassifier,10,1,adam,distance,0.7329317269076305,1474.4783518291079
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,86,auto,17,19,nnClassifier,10,1,adam,distance,0.7329317269076305,1474.4783957491163
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,63,auto,15,19,nnClassifier,6,7,adam,distance,0.7339357429718876,2023.1692677731626
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,72,auto,17,12,nnClassifier,9,1,adam,distance,0.7339357429718876,2023.1693303720094
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,73,auto,13,19,nnClassifier,9,6,adam,distance,0.7329317269076305,2023.1693752920255
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,82,auto,18,21,nnClassifier,10,1,adam,distance,0.7339357429718876,2023.1694191319402
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,38,auto,9,23,nnClassifier,2,5,adam,distance,0.7309236947791165,2023.169463901082
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,constant,82,auto,9,26,nnClassifier,5,6,adam,distance,0.7339357429718876,2023.1695080811623
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,47,auto,16,19,nnClassifier,10,1,adam,distance,0.7339357429718876,2023.1695518700872
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,58,auto,18,22,nnClassifier,6,1,adam,distance,0.7349397590361446,2023.1695950201247
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,48,auto,15,11,nnClassifier,6,2,adam,distance,0.7329317269076305,2023.1696385301184
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,48,auto,14,22,nnClassifier,9,3,adam,distance,0.7319277108433735,2023.1696822389495
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,24,auto,17,18,nnClassifier,7,1,adam,distance,0.7329317269076305,2023.1697259589564
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,54,auto,14,9,nnClassifier,9,5,adam,distance,0.7369477911646586,2023.1697693180759
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,77,auto,17,17,nnClassifier,10,7,adam,distance,0.7329317269076305,2023.1698128280696
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,21,auto,8,13,nnClassifier,10,4,adam,distance,0.7339357429718876,2023.169856348075
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,70,auto,18,18,nnClassifier,10,3,adam,distance,0.7349397590361446,2023.1699006571434
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,38,auto,9,32,nnClassifier,10,1,adam,distance,0.7339357429718876,2023.1699446069542
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,31,auto,12,19,nnClassifier,10,1,adam,distance,0.7329317269076305,2023.1699882759713
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,48,auto,9,13,nnClassifier,8,5,adam,distance,0.7329317269076305,2023.170031486079
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,56,auto,15,19,nnClassifier,10,1,adam,distance,0.7329317269076305,2023.1700751660392
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,83,auto,17,19,nnClassifier,10,1,adam,distance,0.7349397590361446,2023.1701184951235
