,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
2,1,1,0,nnClassifier,identity,None,27,None,None,constant,None,None,None,None,9,None,lbfgs,None,0.95995995995996,ok,0.36539359320886433
3,0,1,1,nnClassifier,tanh,None,31,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.9419419419419419,ok,6.206352421082556
4,1,0,1,nnClassifier,identity,None,30,None,None,constant,None,None,None,None,6,None,sgd,None,0.943943943943944,ok,8.280027704080567
5,1,0,0,randomForestClassifier,None,None,None,gini,None,None,23,auto,13,20,None,None,None,None,0.963963963963964,ok,9.123558168997988
6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
8,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,15,auto,11,37,None,None,None,None,0.963963963963964,ok,10.267660789191723
9,0,0,1,nnClassifier,tanh,None,24,None,None,adaptive,None,None,None,None,2,None,adam,None,0.9429429429429429,ok,18.9716278181877
10,1,0,0,kneighborsClassifier,None,auto,None,None,34,None,None,None,None,None,None,2,None,distance,0.9629629629629629,ok,18.991079956060275
11,0,1,0,randomForestClassifier,None,None,None,gini,None,None,58,auto,6,2,None,None,None,None,0.963963963963964,ok,19.874788945075125
12,0,1,0,kneighborsClassifier,None,brute,None,None,7,None,None,None,None,None,None,1,None,uniform,0.91991991991992,ok,19.98058680817485
13,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
14,0,1,1,nnClassifier,tanh,None,15,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.943943943943944,ok,26.145205182023346
15,1,0,0,nnClassifier,logistic,None,19,None,None,adaptive,None,None,None,None,1,None,lbfgs,None,0.95995995995996,ok,26.484704652102664
16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
18,0,1,1,nnClassifier,identity,None,22,None,None,constant,None,None,None,None,8,None,adam,None,0.943943943943944,ok,28.395633654203266
19,0,1,0,nnClassifier,relu,None,12,None,None,constant,None,None,None,None,9,None,adam,None,0.95995995995996,ok,36.342116113053635
20,1,1,0,randomForestClassifier,None,None,None,gini,None,None,21,auto,2,32,None,None,None,None,0.963963963963964,ok,37.302166974171996
21,1,1,0,randomForestClassifier,None,None,None,gini,None,None,46,auto,3,34,None,None,None,None,0.963963963963964,ok,38.28118944703601
22,1,1,0,randomForestClassifier,None,None,None,gini,None,None,50,auto,3,2,None,None,None,None,0.963963963963964,ok,39.28167087305337
23,1,1,0,randomForestClassifier,None,None,None,gini,None,None,33,log2,19,29,None,None,None,None,0.963963963963964,ok,40.16772355907597
24,1,1,0,randomForestClassifier,None,None,None,gini,None,None,61,sqrt,6,28,None,None,None,None,0.963963963963964,ok,41.12553426809609
25,1,1,1,randomForestClassifier,None,None,None,gini,None,None,34,log2,20,29,None,None,None,None,0.964964964964965,ok,42.04067793302238
26,1,1,1,randomForestClassifier,None,None,None,gini,None,None,1,log2,20,28,None,None,None,None,0.964964964964965,ok,42.95966308610514
27,1,1,1,randomForestClassifier,None,None,None,gini,None,None,5,log2,20,27,None,None,None,None,0.963963963963964,ok,43.59619014617056
28,1,1,1,randomForestClassifier,None,None,None,gini,None,None,2,log2,17,25,None,None,None,None,0.963963963963964,ok,44.03664661501534
29,1,1,1,randomForestClassifier,None,None,None,gini,None,None,39,log2,17,39,None,None,None,None,0.963963963963964,ok,45.00705799018033
30,1,1,1,randomForestClassifier,None,None,None,gini,None,None,78,log2,17,23,None,None,None,None,0.965965965965966,ok,45.93050578609109
31,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,75,log2,17,22,None,None,None,None,0.965965965965966,ok,47.133074591169134
32,1,1,1,kneighborsClassifier,None,kd_tree,None,None,39,None,None,None,None,None,None,10,None,uniform,0.963963963963964,ok,47.19309602212161
33,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,76,log2,16,14,None,None,None,None,0.965965965965966,ok,48.40124198212288
34,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,100,sqrt,15,10,None,None,None,None,0.965965965965966,ok,49.624352117069066
35,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,100,sqrt,14,7,None,None,None,None,0.965965965965966,ok,50.856612775009125
36,1,1,1,kneighborsClassifier,None,ball_tree,None,None,18,None,None,None,None,None,None,5,None,uniform,0.963963963963964,ok,50.91586496308446
37,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,98,sqrt,15,13,None,None,None,None,0.965965965965966,ok,52.14306629309431
38,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,98,sqrt,14,6,None,None,None,None,0.965965965965966,ok,53.372117169201374
39,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,92,sqrt,9,8,None,None,None,None,0.965965965965966,ok,54.624805389204994
40,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,91,sqrt,9,16,None,None,None,None,0.965965965965966,ok,55.8760487542022
41,1,0,1,kneighborsClassifier,None,ball_tree,None,None,25,None,None,None,None,None,None,10,None,uniform,0.963963963963964,ok,55.933647748082876
42,1,1,1,nnClassifier,relu,None,8,None,None,invscaling,None,None,None,None,4,None,sgd,None,0.95995995995996,ok,61.33531961310655
43,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,73,sqrt,9,15,None,None,None,None,0.964964964964965,ok,62.612211629981175
44,1,1,1,kneighborsClassifier,None,kd_tree,None,None,14,None,None,None,None,None,None,7,None,uniform,0.963963963963964,ok,62.673295543994755
45,1,1,1,nnClassifier,logistic,None,8,None,None,invscaling,None,None,None,None,3,None,sgd,None,0.95995995995996,ok,87.18771304609254
46,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,82,sqrt,16,12,None,None,None,None,0.963963963963964,ok,88.43322482518852
47,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,69,sqrt,9,18,None,None,None,None,0.965965965965966,ok,89.7181965210475
48,0,0,1,nnClassifier,relu,None,18,None,None,invscaling,None,None,None,None,1,None,adam,None,0.95995995995996,ok,96.61582291615196
49,1,1,1,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,4,None,distance,0.954954954954955,ok,96.65365400817245
50,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,84,log2,12,5,None,None,None,None,0.965965965965966,ok,97.88523604208604
51,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,68,log2,10,5,None,None,None,None,0.964964964964965,ok,99.44752721698023
52,0,1,1,nnClassifier,logistic,None,12,None,None,invscaling,None,None,None,None,10,None,adam,None,0.9409409409409409,ok,111.0154336381238
53,1,1,1,kneighborsClassifier,None,kd_tree,None,None,2,None,None,None,None,None,None,8,None,distance,0.964964964964965,ok,111.0572354560718
54,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,84,sqrt,12,18,None,None,None,None,0.964964964964965,ok,112.58989539812319
55,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,94,log2,13,11,None,None,None,None,0.965965965965966,ok,113.82503698114306
56,1,1,0,nnClassifier,relu,None,29,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.95995995995996,ok,117.19501477200538
57,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,92,sqrt,7,7,None,None,None,None,0.9669669669669669,ok,118.49130037520081
58,1,0,0,randomForestClassifier,None,None,None,gini,None,None,56,log2,7,23,None,None,None,None,0.963963963963964,ok,119.39316750713624
59,1,1,1,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,1,None,uniform,0.9259259259259259,ok,119.50970818218775
60,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,87,auto,5,4,None,None,None,None,0.9669669669669669,ok,120.9144259269815
61,0,1,0,nnClassifier,logistic,None,16,None,None,invscaling,None,None,None,None,3,None,sgd,None,0.95995995995996,ok,145.7145129290875
62,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,69,auto,4,3,None,None,None,None,0.95995995995996,ok,147.32871823804453
63,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,87,auto,5,9,None,None,None,None,0.9669669669669669,ok,148.65276996511966
64,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,53,auto,5,20,None,None,None,None,0.963963963963964,ok,149.67887247516774
65,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,88,auto,7,9,None,None,None,None,0.9669669669669669,ok,151.00067477417178
66,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,80,auto,2,3,None,None,None,None,0.964964964964965,ok,152.37489840900525
67,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,95,auto,5,4,None,None,None,None,0.9669669669669669,ok,153.69500101404265
