,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,26,None,None,None,None,None,None,3,None,distance,0.9519519519519519,ok,0.03901470312848687
1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,7,None,None,None,None,None,None,9,None,distance,0.9569569569569569,ok,0.2545782590750605
2,0,1,0,randomForestClassifier,None,None,None,gini,None,None,27.0,log2,14.0,14.0,None,None,None,None,0.9579579579579579,ok,1.0810228511691093
3,0,1,0,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,7,None,distance,0.9579579579579579,ok,1.1015120910014957
4,1,0,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,5,None,distance,0.9529529529529529,ok,1.12143045803532
5,0,0,1,kneighborsClassifier,None,brute,None,None,40,None,None,None,None,None,None,2,None,uniform,0.955955955955956,ok,1.2393666571006179
6,0,1,1,randomForestClassifier,None,None,None,gini,None,None,81.0,sqrt,8.0,21.0,None,None,None,None,0.960960960960961,ok,2.1605220600031316
7,0,1,0,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,1,None,distance,0.9209209209209209,ok,2.179490968119353
8,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,59.0,auto,7.0,40.0,None,None,None,None,0.9579579579579579,ok,3.1299237080384046
9,0,1,0,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,4,None,distance,0.9579579579579579,ok,3.150281829992309
10,0,1,0,kneighborsClassifier,None,auto,None,None,14,None,None,None,None,None,None,3,None,uniform,0.9579579579579579,ok,3.192563254153356
11,1,1,1,randomForestClassifier,None,None,None,gini,None,None,7.0,log2,19.0,14.0,None,None,None,None,0.960960960960961,ok,3.898276081075892
12,1,0,0,randomForestClassifier,None,None,None,gini,None,None,4.0,auto,7.0,33.0,None,None,None,None,0.9579579579579579,ok,4.420293556991965
13,1,0,0,nnClassifier,tanh,None,17.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,0.95995995995996,ok,4.858816863037646
14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
15,1,1,1,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,9,None,uniform,0.9579579579579579,ok,5.04295727214776
16,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,8.0,auto,4.0,32.0,None,None,None,None,0.9579579579579579,ok,5.8655558719765395
17,0,0,1,nnClassifier,tanh,None,19.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.9419419419419419,ok,13.613158678170294
18,1,0,1,nnClassifier,tanh,None,11.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.944944944944945,ok,35.84755158703774
19,0,0,1,kneighborsClassifier,None,brute,None,None,32,None,None,None,None,None,None,8,None,uniform,0.9579579579579579,ok,36.0404837729875
20,1,1,1,randomForestClassifier,None,None,None,gini,None,None,97.0,sqrt,19.0,2.0,None,None,None,None,0.960960960960961,ok,36.90957798715681
21,1,1,1,randomForestClassifier,None,None,None,gini,None,None,99.0,log2,20.0,4.0,None,None,None,None,0.9619619619619619,ok,37.769394180038944
22,1,1,1,randomForestClassifier,None,None,None,gini,None,None,100.0,sqrt,12.0,21.0,None,None,None,None,0.960960960960961,ok,38.65972890518606
23,1,1,1,randomForestClassifier,None,None,None,gini,None,None,40.0,log2,20.0,4.0,None,None,None,None,0.9619619619619619,ok,39.61047994112596
24,1,1,1,randomForestClassifier,None,None,None,gini,None,None,43.0,log2,17.0,2.0,None,None,None,None,0.960960960960961,ok,40.50668056611903
25,1,1,1,randomForestClassifier,None,None,None,gini,None,None,62.0,log2,16.0,9.0,None,None,None,None,0.9619619619619619,ok,41.406921135028824
26,1,1,1,randomForestClassifier,None,None,None,gini,None,None,63.0,log2,15.0,9.0,None,None,None,None,0.960960960960961,ok,42.28899932606146
27,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,33.0,log2,20.0,7.0,None,None,None,None,0.9579579579579579,ok,43.435206229100004
28,1,1,1,randomForestClassifier,None,None,None,gini,None,None,72.0,log2,16.0,12.0,None,None,None,None,0.9619619619619619,ok,44.31453900318593
29,1,1,1,randomForestClassifier,None,None,None,gini,None,None,83.0,log2,12.0,15.0,None,None,None,None,0.960960960960961,ok,45.20665792701766
30,1,1,1,nnClassifier,relu,None,31.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.938938938938939,ok,60.42616287409328
31,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,90.0,log2,17.0,7.0,None,None,None,None,0.95995995995996,ok,61.58417352801189
32,1,1,1,randomForestClassifier,None,None,None,gini,None,None,70.0,log2,15.0,18.0,None,None,None,None,0.960960960960961,ok,62.46570159611292
33,1,1,1,randomForestClassifier,None,None,None,gini,None,None,73.0,log2,10.0,11.0,None,None,None,None,0.95995995995996,ok,63.37100128503516
34,1,1,1,randomForestClassifier,None,None,None,gini,None,None,90.0,log2,18.0,28.0,None,None,None,None,0.960960960960961,ok,64.24538052710705
