,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,0,nnClassifier,tanh,None,10,None,None,constant,None,None,None,None,7,None,adam,None,0.953953953953954,ok,5.735163322882727
1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
2,1,1,1,nnClassifier,relu,None,9,None,None,constant,None,None,None,None,5,None,lbfgs,None,0.9279279279279279,ok,9.493406496942043
3,1,1,1,nnClassifier,identity,None,13,None,None,adaptive,None,None,None,None,10,None,lbfgs,None,0.933933933933934,ok,9.804987933952361
4,0,1,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,3.0,None,distance,0.94994994994995,ok,9.824704712955281
5,1,0,0,kneighborsClassifier,None,ball_tree,None,None,22.0,None,None,None,None,None,None,2.0,None,distance,0.944944944944945,ok,9.843546627089381
6,1,1,1,randomForestClassifier,None,None,None,gini,None,None,85.0,sqrt,10.0,5.0,None,None,None,None,0.948948948948949,ok,10.736329366918653
7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
8,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,47.0,log2,15.0,19.0,None,None,None,None,0.94994994994995,ok,11.696998886065558
9,1,1,1,nnClassifier,relu,None,11,None,None,adaptive,None,None,None,None,6,None,adam,None,0.928928928928929,ok,35.51864207605831
10,0,1,0,kneighborsClassifier,None,kd_tree,None,None,10.0,None,None,None,None,None,None,9.0,None,uniform,0.94994994994995,ok,35.56187552399933
11,1,1,0,nnClassifier,identity,None,32,None,None,invscaling,None,None,None,None,7,None,adam,None,0.953953953953954,ok,37.526443311944604
12,1,1,0,nnClassifier,tanh,None,25,None,None,constant,None,None,None,None,9,None,sgd,None,0.953953953953954,ok,40.940551362000406
13,0,1,0,nnClassifier,logistic,None,16,None,None,adaptive,None,None,None,None,9,None,lbfgs,None,0.953953953953954,ok,41.38219074998051
14,0,0,1,kneighborsClassifier,None,kd_tree,None,None,14.0,None,None,None,None,None,None,3.0,None,uniform,0.944944944944945,ok,41.42904350091703
15,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
16,0,1,0,randomForestClassifier,None,None,None,gini,None,None,81.0,log2,17.0,17.0,None,None,None,None,0.94994994994995,ok,42.255793845048174
17,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,64.0,log2,3.0,19.0,None,None,None,None,0.948948948948949,ok,43.55045436997898
18,0,1,1,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,1.0,None,uniform,0.9359359359359359,ok,43.59413733007386
19,0,0,1,nnClassifier,identity,None,13,None,None,adaptive,None,None,None,None,9,None,sgd,None,0.9329329329329329,ok,58.109010227024555
20,1,1,0,nnClassifier,tanh,None,30,None,None,invscaling,None,None,None,None,7,None,adam,None,0.953953953953954,ok,61.13557140599005
21,0,1,0,nnClassifier,logistic,None,18,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.953953953953954,ok,61.525956904981285
22,0,1,0,nnClassifier,tanh,None,17,None,None,constant,None,None,None,None,1,None,lbfgs,None,0.953953953953954,ok,61.952640919946134
23,1,1,0,nnClassifier,tanh,None,30,None,None,invscaling,None,None,None,None,4,None,adam,None,0.953953953953954,ok,65.75337094906718
24,0,1,0,nnClassifier,logistic,None,21,None,None,constant,None,None,None,None,7,None,lbfgs,None,0.953953953953954,ok,66.17065907805227
25,0,1,0,nnClassifier,tanh,None,9,None,None,constant,None,None,None,None,1,None,adam,None,0.953953953953954,ok,73.63248175592162
26,1,1,0,nnClassifier,tanh,None,28,None,None,invscaling,None,None,None,None,3,None,adam,None,0.953953953953954,ok,77.47676211688668
27,0,1,0,randomForestClassifier,None,None,None,gini,None,None,3.0,auto,2.0,40.0,None,None,None,None,0.94994994994995,ok,77.96171082090586
28,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
