feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.958958958958959,15.757265567779541
1,0,0,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9679679679679679,21.495468139648438
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,7,NA,distance,0.965965965965966,26.111680507659912
0,1,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9669669669669669,31.392073154449463
1,0,0,nnClassifier,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.960960960960961,40.577409982681274
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,sqrt,13,5,nan,nan,NA,NA,0.96996996996997,46.78505492210388
0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,auto,5,9,nan,nan,NA,NA,0.0,51.08492970466614
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,log2,15,19,nan,nan,NA,NA,0.9679679679679679,57.17544984817505
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,sqrt,7,33,nan,nan,NA,NA,0.970970970970971,63.16940355300903
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,sqrt,1,31,nan,nan,NA,NA,0.96996996996997,68.76481199264526
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,auto,14,39,nan,nan,NA,NA,0.96996996996997,74.44331765174866
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,sqrt,12,33,nan,nan,NA,NA,0.0,79.04778790473938
1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,sqrt,3,33,nan,nan,NA,NA,0.96996996996997,84.48254799842834
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,sqrt,1,38,nan,nan,NA,NA,0.9669669669669669,90.65553402900696
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,sqrt,13,12,nan,nan,NA,NA,0.96996996996997,96.46199059486389
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,sqrt,8,6,nan,nan,NA,NA,0.968968968968969,102.35520768165588
1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,sqrt,18,12,nan,nan,NA,NA,0.9679679679679679,107.6411485671997
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,7,17,nan,nan,NA,NA,0.96996996996997,113.73719620704651
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,sqrt,11,12,nan,nan,NA,NA,0.970970970970971,120.12396311759949
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,auto,6,35,nan,nan,NA,NA,0.970970970970971,125.63891196250916
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,auto,3,31,nan,nan,NA,NA,0.96996996996997,131.32666683197021
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,auto,19,9,nan,nan,NA,NA,0.970970970970971,137.16253638267517
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,9,12,nan,nan,NA,NA,0.96996996996997,142.88073825836182
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,auto,4,39,nan,nan,NA,NA,0.96996996996997,149.1738851070404
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,sqrt,5,24,nan,nan,NA,NA,0.96996996996997,155.18787288665771
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,sqrt,13,27,nan,nan,NA,NA,0.96996996996997,161.24841690063477
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,sqrt,6,10,nan,nan,NA,NA,0.96996996996997,167.40933561325073
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,28,log2,13,34,nan,nan,NA,NA,0.970970970970971,174.2229356765747
1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,auto,17,32,nan,nan,NA,NA,0.96996996996997,180.76223492622375
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,95,sqrt,14,24,nan,nan,NA,NA,0.9679679679679679,186.08510994911194
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,77,auto,13,11,nan,nan,NA,NA,0.970970970970971,191.9113621711731
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,sqrt,1,2,nan,nan,NA,NA,0.9679679679679679,197.7210750579834
0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,auto,20,34,nan,nan,NA,NA,0.970970970970971,203.87406873703003
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,auto,17,21,nan,nan,NA,NA,0.96996996996997,209.69775867462158
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,22,log2,12,22,nan,nan,NA,NA,0.970970970970971,215.50815200805664
