feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.950950950950951,5.435322046279907
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,log2,8,24,nan,nan,NA,NA,0.9529529529529529,11.244288444519043
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,log2,9,15,nan,nan,NA,NA,0.9529529529529529,16.71520161628723
1,1,0,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9419419419419419,21.462310552597046
0,1,1,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9309309309309309,29.57756757736206
0,1,0,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9529529529529529,33.63780927658081
1,1,0,nnClassifier,tanh,NA,15,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.954954954954955,65.25449419021606
0,1,0,nnClassifier,tanh,NA,23,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.954954954954955,89.03092050552368
0,1,0,nnClassifier,tanh,NA,22,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.954954954954955,93.98649501800537
0,0,0,nnClassifier,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.0,98.8318862915039
1,0,1,nnClassifier,tanh,NA,28,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.9319319319319319,114.59367179870605
0,0,0,nnClassifier,logistic,NA,19,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.0,119.23092317581177
0,0,0,nnClassifier,relu,NA,21,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.0,123.67944526672363
1,0,0,nnClassifier,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.954954954954955,134.34610748291016
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,74,sqrt,1,33,nan,nan,NA,NA,0.0,139.35224723815918
1,1,0,nnClassifier,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.954954954954955,150.52526140213013
