feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.965965965965966,5.203187704086304
0,1,1,nnClassifier,relu,NA,21,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9459459459459459,12.808955669403076
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,distance,0.965965965965966,17.61003565788269
0,0,0,nnClassifier,tanh,NA,19,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.0,21.81688904762268
1,1,0,nnClassifier,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.964964964964965,30.43704915046692
1,0,0,nnClassifier,logistic,NA,19,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.964964964964965,47.50172185897827
1,1,0,nnClassifier,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.964964964964965,63.42338490486145
1,0,0,nnClassifier,identity,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.964964964964965,73.00810265541077
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.965965965965966,77.66016292572021
1,0,0,nnClassifier,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.964964964964965,86.14520955085754
1,1,1,nnClassifier,tanh,NA,12,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.9459459459459459,123.96392631530762
1,0,0,nnClassifier,tanh,NA,22,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.964964964964965,133.0935299396515
0,0,1,nnClassifier,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.964964964964965,147.62142086029053
0,1,0,nnClassifier,logistic,NA,18,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.964964964964965,156.46834564208984
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.965965965965966,160.83989477157593
1,0,0,nnClassifier,identity,NA,27,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.964964964964965,168.31958627700806
0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,4,NA,distance,0.0,172.82343554496765
1,0,0,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,6,NA,distance,0.965965965965966,177.25440430641174
1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.944944944944945,182.422949552536
1,0,0,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.965965965965966,187.25519561767578
1,0,0,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,7,NA,distance,0.965965965965966,192.05369544029236
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.928928928928929,196.80291986465454
0,0,0,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.0,201.72148633003235
1,0,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.963963963963964,206.03632354736328
1,0,0,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.965965965965966,210.81682801246643
1,0,0,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,5,NA,distance,0.965965965965966,215.25730419158936
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,7,NA,distance,0.965965965965966,220.12939262390137
1,0,0,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,distance,0.965965965965966,224.8605682849884
0,1,0,nnClassifier,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.964964964964965,234.21388387680054
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,7,NA,distance,0.965965965965966,239.1232554912567
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.965965965965966,244.05795335769653
0,1,0,nnClassifier,tanh,NA,21,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.964964964964965,269.42084407806396
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.965965965965966,274.1856622695923
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.965965965965966,278.80445861816406
0,0,0,nnClassifier,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.0,283.4580852985382
1,0,0,nnClassifier,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.964964964964965,293.6944317817688
1,0,0,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,6,NA,distance,0.965965965965966,298.6230103969574
1,0,0,nnClassifier,identity,NA,10,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.964964964964965,303.25438165664673
