feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,nnClassifier,logistic,NA,11,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.9629629629629629,10.721755504608154
0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,sqrt,1,14,nan,nan,NA,NA,0.0,15.65445351600647
1,0,1,nnClassifier,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.9369369369369369,29.63879108428955
0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,distance,0.0,33.71313810348511
1,0,1,nnClassifier,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.9459459459459459,39.87502574920654
0,1,0,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.9629629629629629,60.02647829055786
0,1,1,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9379379379379379,66.85259938240051
0,1,0,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.9629629629629629,73.6309597492218
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,log2,15,19,nan,nan,NA,NA,0.948948948948949,79.50692105293274
0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,14,auto,20,5,nan,nan,NA,NA,0.948948948948949,85.27268028259277
1,0,0,nnClassifier,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.9629629629629629,98.86802315711975
1,0,0,nnClassifier,logistic,NA,20,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.9629629629629629,115.2687771320343
0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,auto,5,32,nan,nan,NA,NA,0.948948948948949,121.09167838096619
0,0,0,nnClassifier,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.0,125.82236838340759
0,0,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.0,130.938232421875
0,1,1,nnClassifier,tanh,NA,31,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.93993993993994,144.7845242023468
1,0,0,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.9629629629629629,155.8738443851471
0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8988988988988988,160.30925965309143
0,0,0,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.0,164.5191855430603
0,0,0,nnClassifier,logistic,NA,10,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.0,169.21749138832092
0,1,0,nnClassifier,logistic,NA,24,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.9629629629629629,183.912189245224
1,0,1,nnClassifier,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.9359359359359359,204.01389908790588
1,0,0,nnClassifier,logistic,NA,10,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.9629629629629629,217.24089336395264
0,1,0,nnClassifier,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.9629629629629629,226.16820693016052
1,1,0,nnClassifier,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9629629629629629,231.50696969032288
1,0,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9629629629629629,236.61870765686035
0,1,0,nnClassifier,logistic,NA,16,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9629629629629629,241.60717868804932
1,0,0,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.9629629629629629,249.70350122451782
