feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,sqrt,10,31,nan,nan,NA,NA,0.9597069597069597,122.66815733909607
0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,sqrt,9,37,nan,nan,NA,NA,0.9743589743589743,128.54755663871765
0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,log2,5,35,nan,nan,NA,NA,0.9542124542124543,134.8294174671173
1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,auto,8,12,nan,nan,NA,NA,0.9761904761904762,140.59053134918213
0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,auto,1,8,nan,nan,NA,NA,0.989010989010989,146.2451171875
1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9212454212454212,150.98156213760376
1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,auto,3,3,nan,nan,NA,NA,0.9688644688644689,157.01984333992004
1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.2783882783882784,163.00814056396484
1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,log2,4,2,nan,nan,NA,NA,0.9908424908424909,169.22374320030212
1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9212454212454212,174.51403498649597
1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,auto,6,6,nan,nan,NA,NA,0.9798534798534798,181.02241611480713
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,33,auto,5,3,nan,nan,NA,NA,0.9853479853479854,186.3244595527649
1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,auto,5,26,nan,nan,NA,NA,0.9871794871794872,192.15169095993042
0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,auto,5,2,nan,nan,NA,NA,0.9908424908424909,198.1461887359619
0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,auto,1,20,nan,nan,NA,NA,0.9926739926739927,203.98973417282104
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,sqrt,4,3,nan,nan,NA,NA,0.9871794871794872,210.2625448703766
0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,auto,20,7,nan,nan,NA,NA,0.9871794871794872,215.85134196281433
1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,log2,9,2,nan,nan,NA,NA,0.967032967032967,221.32795667648315
1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,log2,4,9,nan,nan,NA,NA,0.978021978021978,227.5025725364685
0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,auto,1,5,nan,nan,NA,NA,0.9945054945054945,233.18064904212952
0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,log2,5,2,nan,nan,NA,NA,0.989010989010989,239.63655924797058
0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,auto,18,11,nan,nan,NA,NA,0.978021978021978,246.3392014503479
0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,log2,3,38,nan,nan,NA,NA,0.989010989010989,252.12381410598755
0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9340659340659341,257.3271515369415
0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,sqrt,8,2,nan,nan,NA,NA,0.989010989010989,263.85435938835144
1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9212454212454212,269.14611887931824
0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,log2,5,13,nan,nan,NA,NA,0.9853479853479854,274.5333962440491
0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,auto,1,6,nan,nan,NA,NA,0.9908424908424909,280.9203541278839
0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,nnClassifier,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.36996336996337,316.89289021492004
0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.8498168498168498,321.796772480011
1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,auto,2,34,nan,nan,NA,NA,0.9835164835164835,327.43613624572754
1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,log2,4,4,nan,nan,NA,NA,0.9871794871794872,333.3601336479187
0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,32,auto,2,2,nan,nan,NA,NA,0.9963369963369964,339.38943123817444
1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,sqrt,19,2,nan,nan,NA,NA,0.9706959706959707,345.4846694469452
1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,28,auto,20,21,nan,nan,NA,NA,0.9835164835164835,351.79759097099304
0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,2,8,nan,nan,NA,NA,0.989010989010989,358.0878715515137
1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,log2,3,7,nan,nan,NA,NA,0.9908424908424909,364.04742336273193
1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,2,2,nan,nan,NA,NA,0.9432234432234432,369.96327328681946
0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,3,29,nan,nan,NA,NA,0.9871794871794872,376.7448744773865
1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,5,17,nan,nan,NA,NA,0.9926739926739927,382.6243534088135
1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,2,23,nan,nan,NA,NA,0.8901098901098901,387.7020642757416
1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,16,40,nan,nan,NA,NA,0.8754578754578755,392.8213129043579
1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,10,5,nan,nan,NA,NA,0.9798534798534798,399.13349509239197
0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,auto,2,2,nan,nan,NA,NA,0.9871794871794872,405.3547248840332
0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,13,8,nan,nan,NA,NA,0.967032967032967,411.43904089927673
0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,sqrt,1,23,nan,nan,NA,NA,0.9908424908424909,417.405246257782
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,10,6,nan,nan,NA,NA,0.9706959706959707,423.3717703819275
1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,4,2,nan,nan,NA,NA,0.7948717948717948,428.9921646118164
1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,log2,14,29,nan,nan,NA,NA,0.9560439560439561,435.0255517959595
0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,auto,4,11,nan,nan,NA,NA,0.945054945054945,440.8783621788025
0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,8,38,nan,nan,NA,NA,0.717948717948718,446.16768431663513
0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,18,31,nan,nan,NA,NA,0.9432234432234432,452.2938117980957
1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,19,35,nan,nan,NA,NA,0.815018315018315,458.36050820350647
1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,20,3,nan,nan,NA,NA,0.8791208791208791,464.0582494735718
0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,12,20,nan,nan,NA,NA,0.8663003663003663,469.5066683292389
0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,41,sqrt,20,27,nan,nan,NA,NA,0.9908424908424909,475.241815328598
0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,log2,16,38,nan,nan,NA,NA,0.7673992673992674,480.6193449497223
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,10,11,nan,nan,NA,NA,0.9212454212454212,486.5388607978821
0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,3,18,nan,nan,NA,NA,0.6648351648351648,491.5732264518738
1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,13,12,nan,nan,NA,NA,0.9761904761904762,497.23494815826416
0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,log2,9,19,nan,nan,NA,NA,0.9194139194139194,502.8326029777527
0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,auto,19,27,nan,nan,NA,NA,0.9853479853479854,508.5713441371918
1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,11,2,nan,nan,NA,NA,0.8827838827838828,513.9255492687225
0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,7,15,nan,nan,NA,NA,0.989010989010989,520.1837813854218
0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,sqrt,13,29,nan,nan,NA,NA,0.9688644688644689,526.011477470398
0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,auto,9,40,nan,nan,NA,NA,0.9945054945054945,531.7223286628723
0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,10,32,nan,nan,NA,NA,0.9560439560439561,536.8991479873657
0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,auto,7,38,nan,nan,NA,NA,0.9358974358974359,541.9769494533539
1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,2,31,nan,nan,NA,NA,0.9871794871794872,547.8896317481995
1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,19,39,nan,nan,NA,NA,0.9432234432234432,553.1276154518127
0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,11,7,nan,nan,NA,NA,0.9725274725274725,558.7647790908813
1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,log2,10,36,nan,nan,NA,NA,0.9871794871794872,564.2631115913391
0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,18,5,nan,nan,NA,NA,0.891941391941392,569.3505218029022
1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,auto,14,39,nan,nan,NA,NA,0.978021978021978,574.8212549686432
1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,3,3,nan,nan,NA,NA,0.9194139194139194,580.0755624771118
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9102564102564102,584.3714876174927
0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,sqrt,12,38,nan,nan,NA,NA,0.9871794871794872,589.6330993175507
0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,5,19,nan,nan,NA,NA,0.9157509157509157,595.0295791625977
1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,9,27,nan,nan,NA,NA,0.663003663003663,600.2029275894165
0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,13,34,nan,nan,NA,NA,0.9761904761904762,605.4009592533112
1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,4,20,nan,nan,NA,NA,0.9853479853479854,610.4394564628601
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8333333333333334,614.7611997127533
1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,17,33,nan,nan,NA,NA,0.8516483516483516,619.5795276165009
