feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,log2,17,12,nan,nan,NA,NA,0.8992673992673993,160.1788249015808
1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8992673992673993,165.70919466018677
0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,log2,5,26,nan,nan,NA,NA,0.9542124542124543,171.81739330291748
0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9230769230769231,175.9637107849121
1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,log2,12,21,nan,nan,NA,NA,0.9816849816849816,182.06629252433777
1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,sqrt,8,27,nan,nan,NA,NA,0.9743589743589743,188.45644640922546
1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,log2,16,31,nan,nan,NA,NA,0.9725274725274725,195.26349592208862
1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,auto,18,33,nan,nan,NA,NA,0.9597069597069597,201.55750441551208
1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,sqrt,12,18,nan,nan,NA,NA,0.9413919413919414,207.71243453025818
0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,log2,19,29,nan,nan,NA,NA,0.9633699633699634,214.07095551490784
0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,32,sqrt,13,14,nan,nan,NA,NA,0.978021978021978,220.3935387134552
1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,sqrt,11,38,nan,nan,NA,NA,0.9487179487179487,226.34191417694092
1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,sqrt,13,4,nan,nan,NA,NA,0.9652014652014652,232.9817271232605
1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,log2,17,23,nan,nan,NA,NA,0.9798534798534798,239.60730385780334
1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,log2,14,17,nan,nan,NA,NA,0.9835164835164835,245.97433280944824
0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,log2,11,12,nan,nan,NA,NA,0.9633699633699634,252.00495672225952
1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,log2,9,35,nan,nan,NA,NA,0.9798534798534798,258.2110216617584
1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,sqrt,4,22,nan,nan,NA,NA,0.9816849816849816,264.7372522354126
1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,auto,4,15,nan,nan,NA,NA,0.9908424908424909,271.0490002632141
1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,auto,13,25,nan,nan,NA,NA,0.9945054945054945,277.31140971183777
1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,auto,14,7,nan,nan,NA,NA,0.9926739926739927,284.18421173095703
1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,sqrt,8,18,nan,nan,NA,NA,0.989010989010989,289.9819338321686
1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,auto,18,7,nan,nan,NA,NA,0.9871794871794872,296.6316468715668
0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,auto,6,15,nan,nan,NA,NA,0.9871794871794872,303.1484124660492
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,auto,20,36,nan,nan,NA,NA,0.9853479853479854,309.40502858161926
1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,auto,8,32,nan,nan,NA,NA,0.9505494505494505,315.9274833202362
0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,1,6,nan,nan,NA,NA,0.9926739926739927,322.4089150428772
0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,54,auto,19,6,nan,nan,NA,NA,0.9706959706959707,328.6231908798218
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,19,3,nan,nan,NA,NA,0.8791208791208791,334.2450714111328
0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,nnClassifier,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.29120879120879123,341.538982629776
1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,auto,3,10,nan,nan,NA,NA,0.989010989010989,347.3188328742981
1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,auto,14,3,nan,nan,NA,NA,0.9871794871794872,353.6054685115814
1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,sqrt,7,3,nan,nan,NA,NA,0.9871794871794872,359.8955898284912
0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,auto,14,7,nan,nan,NA,NA,0.9945054945054945,366.0714633464813
1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,log2,15,39,nan,nan,NA,NA,0.9908424908424909,372.10780239105225
1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,sqrt,9,28,nan,nan,NA,NA,0.9413919413919414,378.42450976371765
0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,nnClassifier,logistic,NA,26,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.0,388.07888531684875
0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,auto,17,35,nan,nan,NA,NA,0.9652014652014652,393.7995545864105
0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.793040293040293,398.92746591567993
0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,distance,0.891941391941392,404.3372383117676
1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,12,33,nan,nan,NA,NA,0.9743589743589743,410.3594810962677
1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,log2,10,28,nan,nan,NA,NA,0.9597069597069597,416.77409386634827
0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,log2,10,16,nan,nan,NA,NA,0.9908424908424909,423.28359150886536
1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,log2,2,7,nan,nan,NA,NA,0.9945054945054945,429.8266577720642
1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,sqrt,17,30,nan,nan,NA,NA,0.9597069597069597,435.7306625843048
1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,log2,9,12,nan,nan,NA,NA,0.9230769230769231,441.84387969970703
1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,log2,3,26,nan,nan,NA,NA,0.9945054945054945,448.2668435573578
1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,log2,3,38,nan,nan,NA,NA,0.9908424908424909,454.19814801216125
1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,88,log2,13,3,nan,nan,NA,NA,0.9523809523809523,460.2724184989929
1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,log2,13,12,nan,nan,NA,NA,0.989010989010989,466.6861243247986
0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,12,11,nan,nan,NA,NA,0.9945054945054945,473.10173177719116
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,log2,18,31,nan,nan,NA,NA,0.8974358974358975,479.21981406211853
1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,log2,6,19,nan,nan,NA,NA,0.9157509157509157,484.44190406799316
1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,42,sqrt,6,28,nan,nan,NA,NA,0.9816849816849816,490.1452934741974
1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,log2,3,28,nan,nan,NA,NA,0.9945054945054945,496.0126721858978
1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,auto,10,39,nan,nan,NA,NA,0.9908424908424909,502.1242022514343
0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.2032967032967033,507.86655282974243
0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,auto,10,38,nan,nan,NA,NA,0.9761904761904762,514.5321004390717
1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,16,9,nan,nan,NA,NA,0.9633699633699634,520.5812277793884
0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,17,35,nan,nan,NA,NA,0.9725274725274725,526.2805697917938
1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,auto,16,26,nan,nan,NA,NA,0.9835164835164835,532.3696718215942
1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,log2,12,6,nan,nan,NA,NA,0.9816849816849816,538.3203485012054
0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.8278388278388278,543.2298202514648
0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,log2,11,2,nan,nan,NA,NA,0.9578754578754579,548.716283082962
0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,1,31,nan,nan,NA,NA,0.9926739926739927,554.9240100383759
1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,auto,18,2,nan,nan,NA,NA,0.9908424908424909,560.6475214958191
0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,13,19,nan,nan,NA,NA,0.9926739926739927,566.4975714683533
1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,sqrt,14,20,nan,nan,NA,NA,0.9706959706959707,571.8594398498535
0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,auto,5,16,nan,nan,NA,NA,0.9688644688644689,577.2353122234344
0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,log2,1,2,nan,nan,NA,NA,0.9945054945054945,583.1206088066101
0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,auto,1,19,nan,nan,NA,NA,0.9761904761904762,588.6292524337769
0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8589743589743589,593.07914686203
1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8571428571428571,597.3234360218048
1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,auto,5,18,nan,nan,NA,NA,0.9358974358974359,603.2689712047577
1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,2,16,nan,nan,NA,NA,0.924908424908425,608.3333425521851
0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,13,2,nan,nan,NA,NA,0.9835164835164835,613.7268996238708
0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,sqrt,1,37,nan,nan,NA,NA,0.9926739926739927,619.730461359024
1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,auto,4,23,nan,nan,NA,NA,0.9139194139194139,624.816143989563
1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,auto,12,27,nan,nan,NA,NA,0.9816849816849816,629.4950954914093
1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,74,log2,2,11,nan,nan,NA,NA,0.9816849816849816,634.6375286579132
1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,log2,11,8,nan,nan,NA,NA,0.9615384615384616,639.7492568492889
0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,sqrt,8,10,nan,nan,NA,NA,0.924908424908425,645.4783926010132
1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,auto,19,26,nan,nan,NA,NA,0.9505494505494505,650.3167026042938
