feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8168498168498168,85.24377298355103
1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9047619047619048,90.18155884742737
1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.2692307692307692,99.42136645317078
0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,nnClassifier,relu,NA,26,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.336996336996337,113.45930004119873
1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,auto,10,13,nan,nan,NA,NA,0.9761904761904762,118.92054057121277
1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,log2,12,27,nan,nan,NA,NA,0.8992673992673993,124.28512001037598
1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,auto,12,34,nan,nan,NA,NA,0.9597069597069597,129.90966057777405
1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,auto,12,37,nan,nan,NA,NA,0.9743589743589743,135.4929542541504
0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,5,37,nan,nan,NA,NA,0.9468864468864469,141.70150637626648
1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,82,auto,18,40,nan,nan,NA,NA,0.8846153846153846,147.58227586746216
1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,log2,13,17,nan,nan,NA,NA,0.9743589743589743,153.76172757148743
1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,auto,9,39,nan,nan,NA,NA,0.9029304029304029,159.21423840522766
1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,log2,8,17,nan,nan,NA,NA,0.9304029304029304,165.9518427848816
0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,auto,12,40,nan,nan,NA,NA,0.9725274725274725,171.7130479812622
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,nnClassifier,logistic,NA,27,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.32783882783882784,185.92782139778137
1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,log2,12,2,nan,nan,NA,NA,0.9523809523809523,191.97353053092957
1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,23,sqrt,12,14,nan,nan,NA,NA,0.924908424908425,197.92957949638367
0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,auto,17,16,nan,nan,NA,NA,0.9853479853479854,203.9699351787567
0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,sqrt,18,12,nan,nan,NA,NA,0.989010989010989,210.00039410591125
1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,sqrt,17,18,nan,nan,NA,NA,0.9945054945054945,215.94575929641724
0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,sqrt,19,34,nan,nan,NA,NA,0.9706959706959707,221.97361207008362
0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,16,21,nan,nan,NA,NA,0.9871794871794872,228.45815134048462
0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,auto,16,9,nan,nan,NA,NA,0.989010989010989,234.09037971496582
0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,auto,19,22,nan,nan,NA,NA,0.9633699633699634,239.57327222824097
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,26,sqrt,17,10,nan,nan,NA,NA,0.9743589743589743,244.94607520103455
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,auto,10,14,nan,nan,NA,NA,0.9945054945054945,251.09186911582947
1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,sqrt,1,19,nan,nan,NA,NA,0.9908424908424909,257.02903056144714
1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,2,13,nan,nan,NA,NA,0.9981684981684982,263.42983293533325
1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,auto,18,10,nan,nan,NA,NA,0.9597069597069597,269.7815761566162
0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,sqrt,11,21,nan,nan,NA,NA,0.9816849816849816,275.8345980644226
1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.3717948717948718,283.63982915878296
1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,27,sqrt,6,3,nan,nan,NA,NA,0.9945054945054945,289.5422351360321
1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,6,21,nan,nan,NA,NA,0.9963369963369964,295.3018910884857
0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,6,10,nan,nan,NA,NA,0.9853479853479854,301.1917917728424
1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,log2,8,31,nan,nan,NA,NA,0.9853479853479854,307.7693428993225
0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,73,auto,11,36,nan,nan,NA,NA,0.9816849816849816,314.02647376060486
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,10,23,nan,nan,NA,NA,0.8882783882783882,319.1055529117584
0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,auto,7,5,nan,nan,NA,NA,0.9853479853479854,324.8085606098175
1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,sqrt,7,18,nan,nan,NA,NA,0.9926739926739927,331.33203053474426
0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,16,6,nan,nan,NA,NA,0.9853479853479854,336.89211559295654
0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,14,6,nan,nan,NA,NA,0.9835164835164835,342.6559226512909
1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,auto,3,4,nan,nan,NA,NA,0.9505494505494505,348.03197741508484
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,6,6,nan,nan,NA,NA,0.9505494505494505,353.8269658088684
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,auto,12,5,nan,nan,NA,NA,0.9908424908424909,359.72804951667786
1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,log2,13,20,nan,nan,NA,NA,0.9816849816849816,365.3605604171753
1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,5,6,nan,nan,NA,NA,0.8974358974358975,370.7194559574127
1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,sqrt,3,5,nan,nan,NA,NA,0.989010989010989,377.0871286392212
0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,7,8,nan,nan,NA,NA,0.989010989010989,382.9265570640564
1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,sqrt,2,12,nan,nan,NA,NA,0.9926739926739927,389.11600947380066
0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,auto,12,20,nan,nan,NA,NA,0.9853479853479854,394.87200927734375
1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,14,27,nan,nan,NA,NA,0.7875457875457875,400.4602999687195
1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,log2,4,25,nan,nan,NA,NA,0.9871794871794872,406.2631115913391
1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,log2,15,23,nan,nan,NA,NA,0.9743589743589743,412.12491035461426
0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,auto,8,30,nan,nan,NA,NA,0.9853479853479854,417.58374428749084
0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,sqrt,12,39,nan,nan,NA,NA,0.9926739926739927,423.23599553108215
1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,sqrt,2,7,nan,nan,NA,NA,0.9908424908424909,429.6073431968689
0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,sqrt,7,33,nan,nan,NA,NA,0.9853479853479854,435.5848355293274
0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,16,5,nan,nan,NA,NA,0.9798534798534798,441.78538727760315
1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,log2,18,12,nan,nan,NA,NA,0.9652014652014652,447.57558703422546
0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,3,16,nan,nan,NA,NA,0.9871794871794872,453.2784700393677
0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,sqrt,18,27,nan,nan,NA,NA,0.9688644688644689,459.958612203598
1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,auto,1,28,nan,nan,NA,NA,0.9743589743589743,466.850745677948
1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,nnClassifier,tanh,NA,30,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.3424908424908425,484.0045258998871
1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,auto,15,35,nan,nan,NA,NA,0.9908424908424909,490.14788150787354
0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,sqrt,12,36,nan,nan,NA,NA,0.9816849816849816,495.7068200111389
1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,2,21,nan,nan,NA,NA,0.9761904761904762,501.4007942676544
1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,sqrt,5,2,nan,nan,NA,NA,0.9853479853479854,507.19675946235657
0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,17,29,nan,nan,NA,NA,0.9853479853479854,512.5797445774078
1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,auto,8,22,nan,nan,NA,NA,0.891941391941392,518.0264086723328
1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,6,6,nan,nan,NA,NA,0.9963369963369964,524.221118927002
0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,log2,12,39,nan,nan,NA,NA,0.9358974358974359,530.1364459991455
1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,log2,17,25,nan,nan,NA,NA,0.9633699633699634,535.9009990692139
1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,11,17,nan,nan,NA,NA,0.9652014652014652,541.7294268608093
1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,sqrt,3,13,nan,nan,NA,NA,0.9926739926739927,547.5285286903381
0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,15,18,nan,nan,NA,NA,0.8443223443223443,552.1926794052124
0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,13,2,nan,nan,NA,NA,0.9871794871794872,557.1356816291809
0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,10,38,nan,nan,NA,NA,0.9816849816849816,562.2688498497009
0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,12,4,nan,nan,NA,NA,0.9487179487179487,567.3568234443665
1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,18,20,nan,nan,NA,NA,0.8809523809523809,572.4788811206818
1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,sqrt,2,39,nan,nan,NA,NA,0.9926739926739927,577.5563678741455
0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,7,35,nan,nan,NA,NA,0.9505494505494505,582.7223589420319
0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,6,19,nan,nan,NA,NA,0.8864468864468864,587.7056753635406
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,3,11,nan,nan,NA,NA,0.9487179487179487,593.5813238620758
1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,12,21,nan,nan,NA,NA,0.9926739926739927,599.2276864051819
