activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,10,entropy,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,40,invscaling,76,sqrt,20,12,nnClassifier,2,3,adam,uniform,0.07454545454545454
identity,auto,21,entropy,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,34,adaptive,62,auto,17,21,kneighborsClassifier,6,9,sgd,distance,0.98
tanh,auto,32,entropy,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,2,constant,49,log2,2,38,kneighborsClassifier,8,6,adam,distance,0.9727272727272728
relu,auto,23,entropy,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,2,adaptive,71,auto,10,5,nnClassifier,1,1,lbfgs,distance,0.0036363636363636364
relu,auto,18,gini,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,26,constant,86,auto,10,4,kneighborsClassifier,6,7,adam,uniform,0.9618181818181818
tanh,brute,30,gini,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,40,constant,45,auto,7,25,nnClassifier,9,4,sgd,uniform,0.09636363636363636
identity,brute,20,gini,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,21,constant,88,auto,16,12,nnClassifier,8,2,adam,uniform,0.08727272727272728
tanh,kd_tree,10,gini,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,26,constant,63,log2,5,32,kneighborsClassifier,1,8,lbfgs,distance,0.990909090909091
relu,ball_tree,13,gini,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,13,invscaling,27,sqrt,6,26,nnClassifier,3,4,lbfgs,uniform,0.016363636363636365
logistic,brute,32,gini,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,11,invscaling,11,auto,5,12,randomForestClassifier,1,5,lbfgs,distance,0.9636363636363636
tanh,brute,26,entropy,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,36,adaptive,59,auto,17,34,kneighborsClassifier,5,1,adam,uniform,0.9890909090909091
relu,auto,13,gini,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,25,constant,60,log2,2,25,randomForestClassifier,8,4,lbfgs,uniform,0.9563636363636364
identity,brute,18,entropy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,40,constant,22,log2,8,34,kneighborsClassifier,7,8,lbfgs,uniform,0.9781818181818182
tanh,auto,11,gini,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,18,invscaling,87,sqrt,5,13,randomForestClassifier,9,10,lbfgs,distance,0.96
identity,kd_tree,19,entropy,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,26,constant,60,auto,20,22,randomForestClassifier,1,6,sgd,distance,0.9454545454545454
relu,kd_tree,26,entropy,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,16,constant,43,sqrt,15,28,kneighborsClassifier,8,4,adam,uniform,0.9654545454545455
tanh,brute,28,gini,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,38,constant,26,auto,14,14,kneighborsClassifier,8,5,lbfgs,distance,0.9872727272727273
logistic,kd_tree,11,gini,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,16,adaptive,53,sqrt,19,19,nnClassifier,2,10,sgd,distance,0.0
identity,kd_tree,18,gini,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,15,invscaling,30,auto,15,12,kneighborsClassifier,3,2,lbfgs,distance,0.9709090909090909
tanh,brute,31,entropy,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,18,adaptive,95,auto,16,33,randomForestClassifier,8,8,lbfgs,uniform,0.94
relu,ball_tree,16,gini,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,14,invscaling,100,sqrt,15,35,nnClassifier,9,7,adam,uniform,0.09454545454545454
tanh,kd_tree,9,gini,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,37,constant,20,log2,5,39,nnClassifier,2,5,lbfgs,uniform,0.00909090909090909
identity,ball_tree,32,gini,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,28,constant,93,log2,20,8,kneighborsClassifier,5,6,sgd,distance,0.9854545454545455
tanh,kd_tree,19,entropy,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,13,constant,86,auto,13,33,nnClassifier,2,7,lbfgs,distance,0.02727272727272727
identity,ball_tree,18,entropy,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,9,constant,32,auto,17,7,nnClassifier,5,2,sgd,distance,0.08363636363636363
identity,ball_tree,26,gini,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,31,constant,47,auto,13,4,randomForestClassifier,2,4,lbfgs,distance,0.9127272727272727
identity,ball_tree,15,entropy,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,26,invscaling,71,log2,18,40,randomForestClassifier,5,8,sgd,uniform,0.9218181818181819
tanh,ball_tree,27,entropy,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,38,adaptive,26,log2,7,20,nnClassifier,3,8,lbfgs,distance,0.025454545454545455
relu,ball_tree,26,gini,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,4,constant,63,auto,2,22,nnClassifier,2,2,adam,uniform,0.07090909090909091
identity,kd_tree,18,entropy,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,28,invscaling,91,log2,7,9,kneighborsClassifier,3,3,sgd,uniform,0.9872727272727273
tanh,ball_tree,24,entropy,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,17,adaptive,96,log2,8,21,nnClassifier,1,7,adam,distance,0.00909090909090909
tanh,auto,17,gini,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,6,constant,81,log2,20,12,randomForestClassifier,8,3,sgd,uniform,0.92
relu,kd_tree,18,entropy,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,15,invscaling,38,sqrt,8,31,randomForestClassifier,7,7,sgd,uniform,0.96
logistic,ball_tree,21,entropy,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,22,constant,24,auto,7,11,nnClassifier,9,5,lbfgs,uniform,0.1
tanh,brute,23,gini,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,35,invscaling,82,sqrt,5,18,nnClassifier,2,10,sgd,distance,0.0
relu,auto,9,gini,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,22,adaptive,11,log2,9,22,randomForestClassifier,3,4,sgd,uniform,0.9509090909090909
tanh,kd_tree,14,entropy,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,14,invscaling,60,auto,7,19,randomForestClassifier,2,10,lbfgs,uniform,0.9581818181818181
identity,brute,26,gini,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,4,constant,5,sqrt,6,30,nnClassifier,7,10,sgd,uniform,0.08727272727272728
logistic,auto,10,gini,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,38,constant,33,sqrt,2,33,randomForestClassifier,4,4,adam,uniform,0.9563636363636364
tanh,kd_tree,28,gini,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,36,constant,70,sqrt,7,34,kneighborsClassifier,1,7,adam,distance,0.9727272727272728
logistic,brute,13,entropy,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,5,adaptive,98,log2,10,30,randomForestClassifier,8,9,sgd,uniform,0.96
tanh,auto,18,entropy,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,3,adaptive,33,log2,4,2,nnClassifier,9,5,sgd,distance,0.09454545454545454
identity,brute,14,gini,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,16,constant,41,auto,10,19,kneighborsClassifier,10,9,lbfgs,distance,0.98
identity,kd_tree,31,entropy,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,21,constant,1,log2,16,36,randomForestClassifier,2,5,sgd,distance,0.9363636363636364
logistic,kd_tree,12,entropy,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,29,adaptive,3,auto,20,19,kneighborsClassifier,10,9,lbfgs,distance,0.9836363636363636
tanh,ball_tree,21,gini,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,27,adaptive,98,log2,18,6,kneighborsClassifier,8,10,adam,uniform,0.98
identity,ball_tree,14,entropy,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,34,invscaling,96,log2,3,11,randomForestClassifier,6,8,sgd,distance,0.9581818181818181
logistic,kd_tree,17,entropy,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,28,adaptive,2,log2,15,9,nnClassifier,5,9,sgd,distance,0.04181818181818182
logistic,kd_tree,11,gini,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,3,adaptive,73,log2,6,37,kneighborsClassifier,7,2,lbfgs,distance,0.9709090909090909
tanh,kd_tree,14,entropy,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,37,invscaling,37,log2,3,19,kneighborsClassifier,3,10,lbfgs,distance,0.9781818181818182
relu,kd_tree,17,entropy,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,2,constant,78,sqrt,6,14,randomForestClassifier,7,5,sgd,distance,0.9727272727272728
relu,ball_tree,25,gini,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,25,invscaling,75,auto,10,17,kneighborsClassifier,2,7,adam,uniform,0.9563636363636364
tanh,brute,32,entropy,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,36,invscaling,24,auto,5,7,randomForestClassifier,9,9,lbfgs,uniform,0.9654545454545455
identity,kd_tree,13,gini,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,11,adaptive,92,auto,6,30,kneighborsClassifier,10,3,lbfgs,uniform,0.9836363636363636
tanh,auto,14,gini,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,22,constant,55,auto,17,4,randomForestClassifier,8,9,adam,distance,0.9309090909090909
identity,ball_tree,21,gini,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,7,invscaling,66,auto,4,5,nnClassifier,8,9,lbfgs,uniform,0.08181818181818182
tanh,ball_tree,23,entropy,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,16,invscaling,75,sqrt,11,26,randomForestClassifier,1,9,sgd,uniform,0.9563636363636364
identity,ball_tree,14,entropy,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,4,constant,79,log2,14,14,nnClassifier,5,1,lbfgs,uniform,0.07454545454545454
identity,ball_tree,25,entropy,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,5,constant,21,sqrt,14,17,kneighborsClassifier,5,5,lbfgs,uniform,0.9872727272727273
logistic,auto,13,gini,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,35,constant,12,auto,9,34,randomForestClassifier,3,4,adam,uniform,0.9454545454545454
logistic,ball_tree,24,gini,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,28,constant,60,log2,12,5,randomForestClassifier,2,1,lbfgs,uniform,0.9272727272727272
relu,ball_tree,31,gini,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,14,invscaling,31,log2,12,40,nnClassifier,10,6,lbfgs,uniform,0.09636363636363636
identity,ball_tree,18,gini,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,23,invscaling,65,log2,15,35,nnClassifier,2,4,adam,distance,0.05090909090909091
relu,brute,27,entropy,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,30,invscaling,44,sqrt,6,23,nnClassifier,3,2,sgd,uniform,0.0
identity,auto,21,entropy,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,28,adaptive,59,log2,5,23,randomForestClassifier,7,4,adam,distance,0.9381818181818182
tanh,ball_tree,21,gini,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,11,adaptive,15,auto,15,29,nnClassifier,4,9,lbfgs,uniform,0.07454545454545454
logistic,brute,17,entropy,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,10,constant,64,sqrt,13,4,randomForestClassifier,10,9,sgd,uniform,0.94
logistic,brute,31,gini,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,14,adaptive,21,log2,9,29,kneighborsClassifier,8,2,adam,uniform,0.9709090909090909
relu,brute,21,gini,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,7,constant,5,sqrt,20,36,randomForestClassifier,2,8,adam,uniform,0.8581818181818182
identity,ball_tree,22,gini,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,37,invscaling,76,sqrt,7,40,nnClassifier,1,6,lbfgs,uniform,0.02
logistic,kd_tree,20,entropy,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,38,constant,3,auto,8,25,kneighborsClassifier,5,10,adam,uniform,0.9672727272727273
logistic,brute,23,gini,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,26,constant,47,sqrt,4,18,randomForestClassifier,3,6,sgd,uniform,0.9581818181818181
tanh,auto,27,entropy,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,24,constant,81,log2,17,14,kneighborsClassifier,6,6,lbfgs,uniform,0.9745454545454545
tanh,ball_tree,24,gini,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,6,constant,68,sqrt,11,22,nnClassifier,6,5,lbfgs,uniform,0.07818181818181819
logistic,ball_tree,9,entropy,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,25,invscaling,7,log2,12,35,randomForestClassifier,5,7,lbfgs,distance,0.9509090909090909
relu,kd_tree,21,gini,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,37,adaptive,78,sqrt,11,11,nnClassifier,4,9,adam,distance,0.09818181818181818
tanh,ball_tree,28,gini,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,32,invscaling,32,log2,8,12,nnClassifier,3,10,sgd,distance,0.0
tanh,brute,12,gini,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,5,adaptive,4,log2,14,6,nnClassifier,3,4,adam,uniform,0.09272727272727273
logistic,auto,18,gini,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,19,adaptive,6,sqrt,2,40,kneighborsClassifier,1,6,lbfgs,distance,0.9636363636363636
relu,ball_tree,19,entropy,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,constant,65,auto,9,33,kneighborsClassifier,10,6,lbfgs,distance,0.9709090909090909
relu,ball_tree,24,entropy,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,35,constant,75,auto,6,2,nnClassifier,2,9,adam,distance,0.06
identity,brute,8,entropy,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,17,invscaling,2,auto,6,21,nnClassifier,10,8,sgd,uniform,0.06909090909090909
relu,auto,12,entropy,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,15,constant,28,log2,11,21,kneighborsClassifier,7,10,lbfgs,uniform,0.9690909090909091
logistic,brute,31,gini,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,29,invscaling,56,auto,9,32,kneighborsClassifier,3,7,lbfgs,distance,0.9636363636363636
relu,brute,11,gini,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,25,constant,47,sqrt,7,5,kneighborsClassifier,2,1,lbfgs,distance,0.98
identity,ball_tree,29,entropy,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,31,adaptive,13,log2,8,39,nnClassifier,9,3,adam,distance,0.08727272727272728
tanh,kd_tree,28,entropy,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,27,invscaling,3,sqrt,8,29,nnClassifier,6,6,adam,uniform,0.09636363636363636
