activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,19,gini,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,3,invscaling,8,log2,18,20,randomForestClassifier,9,4,sgd,uniform,0.9072727272727272
tanh,auto,24,gini,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,17,constant,83,sqrt,20,11,kneighborsClassifier,2,2,sgd,uniform,0.9854545454545455
relu,ball_tree,21,gini,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,31,constant,35,auto,16,18,randomForestClassifier,9,5,adam,distance,0.9363636363636364
identity,brute,11,entropy,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,16,invscaling,64,sqrt,7,35,nnClassifier,3,1,sgd,uniform,0.01818181818181818
tanh,auto,8,entropy,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,32,constant,41,log2,5,12,nnClassifier,7,2,adam,distance,0.0890909090909091
relu,ball_tree,23,entropy,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,33,invscaling,16,auto,19,10,nnClassifier,9,5,adam,distance,0.0890909090909091
identity,auto,27,gini,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,7,constant,87,auto,4,16,randomForestClassifier,2,6,sgd,uniform,0.9509090909090909
relu,auto,11,gini,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,7,adaptive,22,auto,9,9,nnClassifier,8,4,sgd,uniform,0.0890909090909091
relu,auto,19,gini,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,invscaling,69,auto,4,34,kneighborsClassifier,5,8,lbfgs,distance,0.9781818181818182
relu,kd_tree,32,entropy,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,21,constant,70,auto,10,32,nnClassifier,4,5,adam,distance,0.0890909090909091
relu,auto,17,gini,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,13,constant,81,log2,14,26,kneighborsClassifier,9,10,sgd,distance,0.9763636363636363
identity,auto,32,gini,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,11,constant,63,sqrt,6,25,randomForestClassifier,9,3,sgd,distance,0.96
identity,ball_tree,18,gini,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,35,constant,31,sqrt,14,24,kneighborsClassifier,5,6,adam,uniform,0.9545454545454546
relu,brute,27,entropy,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,25,adaptive,88,sqrt,7,3,nnClassifier,8,9,adam,distance,0.0890909090909091
tanh,ball_tree,29,entropy,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,23,adaptive,28,auto,7,21,nnClassifier,9,10,adam,uniform,0.09090909090909091
identity,ball_tree,27,entropy,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,21,adaptive,99,log2,3,6,nnClassifier,6,9,adam,uniform,0.07818181818181819
identity,brute,25,gini,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,8,constant,86,log2,10,5,randomForestClassifier,6,5,lbfgs,distance,0.9472727272727273
identity,kd_tree,21,gini,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,18,constant,63,sqrt,16,20,nnClassifier,6,6,lbfgs,uniform,0.07636363636363637
logistic,auto,25,gini,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,14,adaptive,68,auto,5,27,nnClassifier,2,4,sgd,distance,0.0
logistic,brute,26,entropy,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,14,constant,88,auto,15,24,kneighborsClassifier,4,10,sgd,uniform,0.9690909090909091
tanh,ball_tree,32,entropy,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,14,constant,20,sqrt,15,7,randomForestClassifier,10,4,adam,uniform,0.94
tanh,ball_tree,17,entropy,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,23,invscaling,82,auto,18,3,randomForestClassifier,5,2,lbfgs,distance,0.9454545454545454
logistic,auto,32,entropy,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,6,invscaling,4,auto,16,15,randomForestClassifier,3,4,lbfgs,distance,0.8545454545454545
identity,brute,24,gini,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,30,invscaling,61,log2,14,19,kneighborsClassifier,9,10,adam,uniform,0.9618181818181818
logistic,brute,29,entropy,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,20,adaptive,67,sqrt,6,7,randomForestClassifier,1,4,sgd,uniform,0.9309090909090909
logistic,ball_tree,23,entropy,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,4,constant,53,log2,4,14,randomForestClassifier,8,8,sgd,distance,0.9636363636363636
relu,kd_tree,11,entropy,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,14,invscaling,5,sqrt,6,25,kneighborsClassifier,7,5,sgd,distance,0.98
tanh,kd_tree,13,gini,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,9,constant,31,sqrt,12,15,randomForestClassifier,2,8,lbfgs,uniform,0.9490909090909091
relu,brute,9,gini,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,15,constant,72,sqrt,2,38,kneighborsClassifier,10,8,adam,uniform,0.9763636363636363
logistic,brute,25,entropy,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,5,invscaling,45,sqrt,19,29,nnClassifier,10,3,adam,distance,0.0890909090909091
relu,kd_tree,14,gini,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,39,invscaling,17,sqrt,13,14,randomForestClassifier,4,8,adam,distance,0.9418181818181818
logistic,brute,9,gini,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,12,constant,13,log2,6,18,kneighborsClassifier,2,1,sgd,distance,0.98
relu,auto,10,gini,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,37,invscaling,61,auto,18,3,randomForestClassifier,10,9,sgd,distance,0.9054545454545454
logistic,brute,14,gini,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,37,invscaling,23,auto,20,38,kneighborsClassifier,4,10,adam,distance,0.9454545454545454
tanh,auto,27,gini,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,5,invscaling,62,log2,8,26,nnClassifier,8,8,sgd,uniform,0.0
relu,kd_tree,23,entropy,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,16,adaptive,48,log2,20,25,kneighborsClassifier,5,10,adam,uniform,0.9690909090909091
identity,kd_tree,27,gini,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,39,adaptive,76,log2,20,22,randomForestClassifier,9,2,adam,distance,0.9454545454545454
tanh,brute,29,gini,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,14,constant,1,log2,18,4,randomForestClassifier,3,9,lbfgs,uniform,0.9436363636363636
tanh,ball_tree,25,entropy,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,40,adaptive,98,sqrt,7,25,nnClassifier,1,5,lbfgs,distance,0.012727272727272728
logistic,brute,11,gini,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,39,invscaling,80,auto,13,20,randomForestClassifier,1,3,sgd,distance,0.9418181818181818
identity,brute,8,entropy,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,3,constant,98,log2,16,39,randomForestClassifier,3,8,adam,distance,0.9418181818181818
tanh,ball_tree,27,gini,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,13,constant,1,sqrt,18,2,randomForestClassifier,5,5,adam,distance,0.9127272727272727
relu,ball_tree,28,gini,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,21,invscaling,83,auto,11,30,kneighborsClassifier,7,4,lbfgs,uniform,0.98
identity,auto,12,gini,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,3,adaptive,86,log2,4,24,nnClassifier,5,1,adam,uniform,0.06909090909090909
identity,kd_tree,10,gini,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,40,invscaling,93,log2,6,8,randomForestClassifier,5,2,sgd,distance,0.9618181818181818
tanh,auto,31,gini,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,36,invscaling,38,sqrt,14,2,kneighborsClassifier,3,4,adam,distance,0.9745454545454545
tanh,kd_tree,23,entropy,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,16,adaptive,91,log2,2,28,kneighborsClassifier,4,4,lbfgs,uniform,0.98
identity,brute,16,entropy,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,18,adaptive,38,log2,8,15,randomForestClassifier,8,5,lbfgs,distance,0.9418181818181818
relu,brute,25,gini,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,39,invscaling,53,sqrt,12,26,nnClassifier,1,10,adam,uniform,0.0036363636363636364
identity,brute,24,gini,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,25,adaptive,10,auto,15,16,kneighborsClassifier,4,7,sgd,distance,0.9581818181818181
tanh,brute,16,entropy,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,3,invscaling,46,log2,16,23,randomForestClassifier,1,8,lbfgs,uniform,0.9454545454545454
identity,auto,11,gini,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,14,constant,85,sqrt,17,25,kneighborsClassifier,3,10,adam,uniform,0.9709090909090909
logistic,kd_tree,26,gini,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,17,constant,48,sqrt,12,13,nnClassifier,7,8,sgd,distance,0.02727272727272727
relu,kd_tree,23,entropy,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,19,constant,54,log2,14,36,randomForestClassifier,9,2,sgd,distance,0.9236363636363636
tanh,ball_tree,24,entropy,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,17,adaptive,82,auto,14,34,randomForestClassifier,5,9,sgd,distance,0.9472727272727273
identity,ball_tree,8,gini,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,20,constant,61,sqrt,15,8,kneighborsClassifier,6,10,sgd,distance,0.9709090909090909
identity,ball_tree,16,entropy,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,8,adaptive,17,sqrt,12,40,nnClassifier,7,9,sgd,uniform,0.08181818181818182
relu,kd_tree,22,entropy,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,11,constant,93,log2,8,9,nnClassifier,5,9,adam,uniform,0.08545454545454545
relu,ball_tree,28,entropy,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,28,invscaling,89,sqrt,8,22,nnClassifier,6,3,adam,distance,0.0890909090909091
relu,auto,28,entropy,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,20,invscaling,3,sqrt,16,38,randomForestClassifier,3,7,sgd,uniform,0.7109090909090909
logistic,kd_tree,31,entropy,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,26,constant,66,auto,20,30,nnClassifier,5,1,sgd,distance,0.0
relu,kd_tree,26,entropy,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,30,adaptive,65,sqrt,10,37,kneighborsClassifier,1,8,adam,uniform,0.96
relu,ball_tree,15,entropy,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,23,constant,44,sqrt,12,9,randomForestClassifier,6,2,lbfgs,uniform,0.9454545454545454
identity,brute,24,gini,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,22,constant,26,sqrt,17,38,kneighborsClassifier,6,6,lbfgs,uniform,0.9563636363636364
logistic,ball_tree,17,entropy,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,39,constant,8,log2,4,31,randomForestClassifier,4,4,adam,uniform,0.9509090909090909
tanh,auto,31,entropy,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,25,constant,81,log2,2,14,randomForestClassifier,6,9,sgd,uniform,0.9618181818181818
tanh,auto,13,gini,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,31,invscaling,60,sqrt,5,7,nnClassifier,10,8,lbfgs,uniform,0.0890909090909091
identity,ball_tree,15,gini,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,10,adaptive,72,auto,12,23,kneighborsClassifier,5,8,sgd,distance,0.9763636363636363
relu,kd_tree,21,entropy,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,15,constant,63,sqrt,3,23,kneighborsClassifier,7,7,lbfgs,uniform,0.9709090909090909
identity,brute,30,entropy,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,12,adaptive,48,log2,5,12,kneighborsClassifier,10,8,adam,uniform,0.9581818181818181
relu,ball_tree,8,entropy,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,27,adaptive,68,auto,19,23,kneighborsClassifier,1,9,sgd,distance,0.9709090909090909
logistic,brute,22,gini,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,19,adaptive,65,auto,4,40,kneighborsClassifier,4,10,adam,uniform,0.9727272727272728
relu,kd_tree,14,gini,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,22,constant,15,log2,20,24,randomForestClassifier,4,10,sgd,distance,0.9109090909090909
identity,auto,27,entropy,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,9,constant,74,auto,7,40,kneighborsClassifier,9,1,adam,distance,0.98
relu,kd_tree,25,entropy,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,13,invscaling,50,sqrt,16,27,kneighborsClassifier,9,1,adam,distance,0.9709090909090909
identity,auto,31,gini,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,38,invscaling,29,log2,11,27,nnClassifier,10,6,sgd,distance,0.02727272727272727
identity,brute,16,entropy,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,29,constant,96,sqrt,9,19,nnClassifier,4,4,lbfgs,uniform,0.06181818181818182
relu,brute,29,entropy,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,2,invscaling,64,sqrt,2,39,randomForestClassifier,5,5,lbfgs,uniform,0.9545454545454546
tanh,kd_tree,23,gini,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,20,invscaling,85,log2,11,15,nnClassifier,3,3,adam,distance,0.06909090909090909
tanh,ball_tree,32,gini,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,27,invscaling,69,auto,2,27,randomForestClassifier,3,8,adam,uniform,0.9490909090909091
relu,ball_tree,23,gini,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,28,adaptive,66,log2,19,32,randomForestClassifier,1,5,lbfgs,distance,0.9109090909090909
identity,ball_tree,21,entropy,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,4,invscaling,65,auto,2,2,randomForestClassifier,1,1,lbfgs,uniform,0.9690909090909091
