activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,14,gini,1,0,0,10,invscaling,29,log2,13,32,kneighborsClassifier,10,6,sgd,uniform,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,adaptive,24,auto,2,33,randomForestClassifier,1,7,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,invscaling,53,auto,18,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,kd_tree,31,gini,1,0,1,33,constant,94,auto,11,31,randomForestClassifier,9,9,sgd,distance,0.9541984732824428
identity,brute,16,entropy,1,1,0,15,constant,1,auto,12,9,kneighborsClassifier,5,1,adam,uniform,0.9018538713195202
identity,auto,8,entropy,0,1,0,12,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,21,constant,7,sqrt,18,35,randomForestClassifier,4,1,sgd,uniform,0.9541984732824428
identity,auto,16,gini,0,1,0,5,invscaling,73,auto,20,28,randomForestClassifier,4,6,lbfgs,uniform,0.9541984732824428
logistic,auto,28,gini,0,0,0,4,adaptive,33,sqrt,7,6,nnClassifier,1,9,lbfgs,uniform,0.0
logistic,brute,21,entropy,1,1,1,32,adaptive,51,log2,12,30,nnClassifier,5,4,adam,uniform,0.9389312977099237
relu,auto,28,entropy,1,1,0,24,constant,5,auto,9,32,nnClassifier,7,8,lbfgs,distance,0.9389312977099237
tanh,brute,22,gini,1,0,1,22,constant,20,log2,11,18,kneighborsClassifier,1,10,sgd,distance,0.9432933478735005
identity,kd_tree,27,gini,1,0,1,21,adaptive,2,log2,15,13,kneighborsClassifier,4,3,sgd,uniform,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,constant,72,sqrt,15,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
logistic,ball_tree,32,entropy,1,0,1,11,invscaling,49,auto,20,21,nnClassifier,7,6,adam,distance,0.9345692475463467
tanh,brute,15,gini,1,1,1,8,adaptive,27,sqrt,9,6,nnClassifier,2,3,sgd,uniform,0.9389312977099237
identity,kd_tree,21,entropy,1,0,0,26,adaptive,66,auto,20,3,randomForestClassifier,1,8,adam,uniform,0.9541984732824428
tanh,ball_tree,11,gini,1,1,0,18,constant,30,auto,14,4,randomForestClassifier,6,6,lbfgs,uniform,0.9541984732824428
relu,brute,14,gini,0,0,0,13,invscaling,83,log2,12,30,nnClassifier,3,10,sgd,uniform,0.0
relu,brute,9,entropy,0,1,1,32,adaptive,33,log2,20,25,kneighborsClassifier,5,4,lbfgs,uniform,0.955288985823337
relu,brute,9,entropy,0,1,1,32,adaptive,33,log2,20,25,kneighborsClassifier,5,4,lbfgs,uniform,0.955288985823337
relu,auto,14,gini,1,0,0,10,invscaling,29,log2,13,32,kneighborsClassifier,10,6,sgd,uniform,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,adaptive,24,auto,2,33,randomForestClassifier,1,7,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,invscaling,53,auto,18,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,kd_tree,31,gini,1,0,1,33,constant,94,auto,11,31,randomForestClassifier,9,9,sgd,distance,0.9541984732824428
identity,auto,8,entropy,0,1,0,12,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,21,constant,7,sqrt,18,35,randomForestClassifier,4,1,sgd,uniform,0.9541984732824428
identity,auto,16,gini,0,1,0,5,invscaling,73,auto,20,28,randomForestClassifier,4,6,lbfgs,uniform,0.9541984732824428
identity,kd_tree,27,gini,1,0,1,21,adaptive,2,log2,15,13,kneighborsClassifier,4,3,sgd,uniform,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,constant,72,sqrt,15,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
relu,brute,9,entropy,0,1,1,32,invscaling,29,log2,13,32,kneighborsClassifier,10,6,sgd,uniform,0.9541984732824428
relu,auto,14,gini,1,0,0,10,adaptive,24,auto,2,33,randomForestClassifier,1,7,adam,uniform,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,invscaling,53,auto,18,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,constant,21,auto,11,31,kneighborsClassifier,9,9,sgd,distance,0.9443838604143948
identity,kd_tree,31,gini,1,0,1,33,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
identity,auto,8,entropy,0,1,0,12,constant,7,sqrt,18,35,randomForestClassifier,4,6,sgd,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,21,invscaling,73,auto,20,28,nnClassifier,4,6,lbfgs,uniform,0.9389312977099237
identity,auto,16,gini,0,1,0,5,adaptive,2,log2,15,13,randomForestClassifier,4,3,sgd,uniform,0.9541984732824428
identity,kd_tree,27,gini,1,0,1,21,constant,72,sqrt,20,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,adaptive,33,log2,20,25,kneighborsClassifier,5,4,lbfgs,uniform,0.9541984732824428
relu,brute,9,entropy,0,1,1,32,adaptive,33,log2,20,25,kneighborsClassifier,5,4,lbfgs,uniform,0.955288985823337
relu,auto,14,gini,1,0,0,10,invscaling,29,log2,13,32,kneighborsClassifier,10,6,sgd,uniform,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,adaptive,24,auto,2,33,randomForestClassifier,1,7,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,invscaling,53,auto,18,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,kd_tree,31,gini,1,0,1,33,constant,94,auto,11,31,randomForestClassifier,9,9,sgd,distance,0.9541984732824428
identity,auto,8,entropy,0,1,0,12,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,21,constant,7,sqrt,18,35,randomForestClassifier,4,1,sgd,uniform,0.9541984732824428
identity,auto,16,gini,0,1,0,5,invscaling,73,auto,20,28,randomForestClassifier,4,6,lbfgs,uniform,0.9541984732824428
identity,kd_tree,27,gini,1,0,1,21,adaptive,2,log2,15,13,kneighborsClassifier,4,3,sgd,uniform,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,constant,72,sqrt,15,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
relu,brute,9,entropy,0,1,1,32,invscaling,29,log2,13,32,kneighborsClassifier,10,6,lbfgs,uniform,0.9541984732824428
relu,auto,14,gini,1,0,0,10,adaptive,24,auto,2,33,randomForestClassifier,1,7,lbfgs,distance,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,invscaling,53,auto,18,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,constant,94,auto,11,31,randomForestClassifier,9,9,sgd,distance,0.9541984732824428
identity,kd_tree,31,gini,1,0,1,33,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
identity,auto,8,entropy,0,1,0,12,constant,7,sqrt,18,35,randomForestClassifier,4,1,sgd,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,36,invscaling,73,auto,20,28,randomForestClassifier,4,6,lbfgs,uniform,0.9541984732824428
identity,auto,16,gini,0,0,0,5,adaptive,2,log2,15,13,kneighborsClassifier,9,3,sgd,uniform,0.0
identity,kd_tree,27,gini,1,0,1,25,constant,72,sqrt,20,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,adaptive,33,auto,20,25,kneighborsClassifier,5,4,lbfgs,uniform,0.9541984732824428
relu,brute,9,entropy,0,1,1,32,adaptive,33,log2,20,25,kneighborsClassifier,5,4,lbfgs,uniform,0.955288985823337
relu,auto,14,gini,1,0,0,10,invscaling,29,log2,13,32,kneighborsClassifier,10,6,sgd,uniform,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,adaptive,24,auto,2,33,randomForestClassifier,1,7,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,invscaling,53,auto,18,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,kd_tree,31,gini,1,0,1,33,constant,94,auto,11,31,randomForestClassifier,9,9,sgd,distance,0.9541984732824428
identity,auto,8,entropy,0,1,0,12,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,21,constant,7,sqrt,18,35,randomForestClassifier,4,1,sgd,uniform,0.9541984732824428
identity,auto,16,gini,0,1,0,5,invscaling,73,auto,20,28,randomForestClassifier,4,6,lbfgs,uniform,0.9541984732824428
identity,kd_tree,27,gini,1,0,1,21,adaptive,2,log2,15,13,kneighborsClassifier,4,3,sgd,uniform,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,constant,72,sqrt,15,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
relu,brute,9,entropy,0,1,1,32,invscaling,29,log2,13,32,kneighborsClassifier,10,6,sgd,uniform,0.9541984732824428
relu,auto,14,gini,1,0,0,10,adaptive,24,auto,2,33,randomForestClassifier,1,7,adam,uniform,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,invscaling,53,auto,14,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,constant,94,auto,11,31,randomForestClassifier,9,9,sgd,distance,0.9541984732824428
identity,kd_tree,31,gini,1,0,1,33,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
identity,kd_tree,8,entropy,0,1,0,12,constant,7,sqrt,18,35,randomForestClassifier,4,10,sgd,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,21,invscaling,73,auto,20,28,randomForestClassifier,4,6,lbfgs,uniform,0.9541984732824428
identity,auto,16,gini,0,1,0,5,adaptive,2,log2,15,13,kneighborsClassifier,4,3,sgd,uniform,0.9520174482006543
identity,kd_tree,27,gini,1,0,1,21,constant,72,sqrt,15,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,adaptive,36,log2,4,25,kneighborsClassifier,5,4,lbfgs,uniform,0.9541984732824428
relu,brute,9,entropy,0,1,1,32,adaptive,33,log2,20,25,kneighborsClassifier,5,4,lbfgs,uniform,0.955288985823337
relu,auto,14,gini,1,0,0,10,invscaling,29,log2,13,32,kneighborsClassifier,10,6,sgd,uniform,0.9541984732824428
identity,kd_tree,16,entropy,1,0,1,40,adaptive,24,auto,2,33,randomForestClassifier,1,7,adam,uniform,0.9541984732824428
identity,auto,23,entropy,0,0,1,30,invscaling,53,auto,18,22,randomForestClassifier,5,1,adam,uniform,0.9541984732824428
identity,kd_tree,31,gini,1,0,1,33,constant,94,auto,11,31,randomForestClassifier,9,9,sgd,distance,0.9541984732824428
identity,auto,8,entropy,0,1,0,12,adaptive,39,log2,17,24,randomForestClassifier,6,3,adam,uniform,0.9541984732824428
tanh,ball_tree,23,gini,0,1,0,21,constant,7,sqrt,18,35,randomForestClassifier,4,1,sgd,uniform,0.9541984732824428
identity,auto,16,gini,0,1,0,5,invscaling,73,auto,20,28,randomForestClassifier,4,6,lbfgs,uniform,0.9541984732824428
identity,kd_tree,27,gini,1,0,1,21,adaptive,2,log2,15,13,kneighborsClassifier,4,3,sgd,uniform,0.9541984732824428
tanh,ball_tree,12,entropy,0,0,1,23,constant,72,sqrt,15,37,randomForestClassifier,3,5,lbfgs,distance,0.9541984732824428
