activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,11,gini,0,1,1,5,adaptive,65,sqrt,6,39,randomForestClassifier,1,9,sgd,uniform,0.9432933478735005
tanh,auto,13,gini,1,1,0,11,invscaling,67,sqrt,14,15,kneighborsClassifier,1,10,sgd,distance,0.9432933478735005
logistic,auto,30,entropy,0,0,1,23,constant,85,log2,14,16,randomForestClassifier,5,4,adam,distance,0.9432933478735005
tanh,brute,15,gini,1,0,1,22,constant,11,log2,20,38,randomForestClassifier,7,3,adam,distance,0.9432933478735005
relu,ball_tree,20,entropy,1,1,0,17,invscaling,81,sqrt,20,31,kneighborsClassifier,6,5,sgd,uniform,0.9432933478735005
identity,auto,19,entropy,0,0,1,3,invscaling,17,sqrt,18,9,randomForestClassifier,7,6,adam,distance,0.9432933478735005
tanh,ball_tree,20,gini,0,0,0,38,constant,66,log2,12,8,nnClassifier,2,10,sgd,distance,0.0
tanh,auto,24,gini,0,0,1,17,invscaling,36,auto,9,14,randomForestClassifier,4,3,sgd,uniform,0.9432933478735005
identity,kd_tree,21,gini,1,0,0,19,adaptive,89,log2,4,26,randomForestClassifier,2,2,lbfgs,uniform,0.9432933478735005
logistic,kd_tree,17,entropy,1,1,1,17,constant,18,sqrt,7,19,randomForestClassifier,8,6,lbfgs,uniform,0.9432933478735005
logistic,ball_tree,27,entropy,1,1,1,16,constant,20,log2,2,3,nnClassifier,5,9,lbfgs,uniform,0.945474372955289
identity,auto,11,gini,1,0,0,34,invscaling,49,auto,3,14,kneighborsClassifier,2,8,lbfgs,uniform,0.9432933478735005
tanh,brute,10,entropy,0,0,0,37,adaptive,40,log2,5,11,kneighborsClassifier,1,10,sgd,distance,0.0
tanh,auto,15,gini,1,1,1,14,invscaling,70,log2,13,14,randomForestClassifier,4,2,sgd,distance,0.9432933478735005
