activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,22,gini,1,0,0,12,constant,27,log2,5,25,kneighborsClassifier,6,5,lbfgs,distance,0.9476553980370774
relu,ball_tree,15,gini,1,1,0,25,adaptive,90,log2,15,26,randomForestClassifier,8,2,lbfgs,uniform,0.9476553980370774
tanh,auto,19,gini,0,0,1,32,adaptive,11,log2,20,24,nnClassifier,5,9,adam,uniform,0.9411123227917121
logistic,ball_tree,28,entropy,1,0,1,28,adaptive,22,sqrt,7,9,kneighborsClassifier,8,2,adam,distance,0.9073064340239912
relu,kd_tree,13,entropy,0,0,1,17,constant,10,auto,7,40,kneighborsClassifier,7,8,sgd,distance,0.9269356597600873
identity,ball_tree,13,gini,1,1,0,32,adaptive,46,log2,9,38,kneighborsClassifier,6,2,lbfgs,uniform,0.9465648854961832
relu,ball_tree,22,gini,0,0,1,12,constant,25,log2,5,40,kneighborsClassifier,10,10,sgd,uniform,0.9443838604143948
tanh,ball_tree,21,entropy,0,0,1,12,invscaling,27,auto,9,2,nnClassifier,6,3,sgd,uniform,0.9411123227917121
identity,brute,23,gini,0,0,0,10,invscaling,8,log2,11,6,kneighborsClassifier,6,5,lbfgs,uniform,0.0
identity,brute,20,gini,0,0,0,13,adaptive,98,auto,19,32,kneighborsClassifier,10,7,lbfgs,distance,0.0
logistic,kd_tree,9,gini,0,0,0,30,adaptive,72,auto,20,5,randomForestClassifier,1,5,lbfgs,distance,0.0
tanh,auto,14,entropy,1,1,1,39,constant,12,sqrt,13,32,kneighborsClassifier,2,5,adam,uniform,0.9476553980370774
tanh,auto,24,gini,0,1,1,33,constant,76,sqrt,4,36,randomForestClassifier,7,7,lbfgs,distance,0.9476553980370774
logistic,auto,27,entropy,1,1,0,21,adaptive,44,sqrt,10,27,kneighborsClassifier,1,6,adam,distance,0.9422028353326063
logistic,brute,27,gini,0,0,0,23,constant,63,sqrt,12,33,nnClassifier,9,9,sgd,distance,0.0
tanh,kd_tree,30,entropy,0,0,0,25,constant,52,auto,4,38,nnClassifier,1,9,sgd,distance,0.0
relu,ball_tree,15,entropy,1,1,1,19,adaptive,61,auto,18,16,randomForestClassifier,9,6,lbfgs,uniform,0.9476553980370774
identity,kd_tree,17,gini,1,1,0,3,invscaling,28,log2,11,22,nnClassifier,4,7,sgd,distance,0.9411123227917121
relu,kd_tree,22,gini,1,1,1,6,constant,10,log2,8,23,randomForestClassifier,2,3,lbfgs,uniform,0.9476553980370774
identity,auto,26,gini,0,0,0,12,constant,93,log2,17,17,nnClassifier,6,2,sgd,uniform,0.0
tanh,ball_tree,22,gini,1,0,0,12,constant,27,log2,5,25,kneighborsClassifier,6,5,lbfgs,distance,0.9476553980370774
relu,ball_tree,15,gini,1,1,0,25,adaptive,90,log2,15,26,randomForestClassifier,8,2,lbfgs,uniform,0.9476553980370774
tanh,auto,14,entropy,1,1,1,39,constant,12,sqrt,13,32,kneighborsClassifier,2,5,adam,uniform,0.9476553980370774
tanh,auto,24,gini,0,1,1,33,constant,76,sqrt,4,36,randomForestClassifier,7,7,lbfgs,distance,0.9476553980370774
relu,ball_tree,15,entropy,1,1,1,19,adaptive,61,auto,18,16,randomForestClassifier,9,6,lbfgs,uniform,0.9476553980370774
relu,kd_tree,22,gini,1,1,1,6,constant,10,log2,8,23,randomForestClassifier,2,3,lbfgs,uniform,0.9476553980370774
identity,ball_tree,13,gini,1,1,0,32,adaptive,46,log2,9,38,kneighborsClassifier,6,2,lbfgs,uniform,0.9465648854961832
relu,ball_tree,22,gini,0,0,1,12,constant,25,log2,5,40,kneighborsClassifier,10,10,sgd,uniform,0.9443838604143948
logistic,auto,27,entropy,1,1,0,21,adaptive,44,sqrt,10,27,kneighborsClassifier,1,6,adam,distance,0.9422028353326063
tanh,auto,19,gini,0,0,1,32,adaptive,11,log2,20,24,nnClassifier,5,9,adam,uniform,0.9411123227917121
tanh,ball_tree,22,gini,1,0,0,12,adaptive,90,log2,15,26,randomForestClassifier,8,2,lbfgs,uniform,0.9476553980370774
relu,ball_tree,15,gini,1,1,0,25,constant,12,sqrt,13,32,kneighborsClassifier,2,5,adam,uniform,0.9476553980370774
tanh,auto,14,entropy,1,1,1,39,constant,76,sqrt,4,36,randomForestClassifier,7,7,lbfgs,distance,0.9476553980370774
tanh,auto,24,gini,0,1,1,33,adaptive,61,auto,18,16,randomForestClassifier,9,6,lbfgs,uniform,0.9476553980370774
relu,ball_tree,15,entropy,1,1,1,19,constant,10,log2,8,23,randomForestClassifier,2,3,lbfgs,uniform,0.9476553980370774
relu,kd_tree,22,gini,1,1,1,6,adaptive,46,log2,4,38,kneighborsClassifier,6,2,lbfgs,uniform,0.9465648854961832
identity,ball_tree,13,gini,1,1,0,32,constant,25,log2,5,40,kneighborsClassifier,10,10,sgd,uniform,0.9476553980370774
logistic,ball_tree,22,gini,0,0,1,12,adaptive,44,sqrt,10,27,kneighborsClassifier,1,6,adam,distance,0.925845147219193
logistic,auto,27,entropy,1,1,0,21,adaptive,11,log2,20,24,randomForestClassifier,5,9,adam,uniform,0.9476553980370774
tanh,auto,19,gini,0,0,1,32,constant,82,log2,5,24,kneighborsClassifier,6,5,lbfgs,distance,0.925845147219193
tanh,ball_tree,22,gini,1,0,0,12,constant,27,log2,5,25,kneighborsClassifier,6,5,lbfgs,distance,0.9476553980370774
relu,ball_tree,15,gini,1,1,0,25,adaptive,90,log2,15,26,randomForestClassifier,8,2,lbfgs,uniform,0.9476553980370774
tanh,auto,14,entropy,1,1,1,39,constant,12,sqrt,13,32,kneighborsClassifier,2,5,adam,uniform,0.9476553980370774
tanh,auto,24,gini,0,1,1,33,constant,76,sqrt,4,36,randomForestClassifier,7,7,lbfgs,distance,0.9476553980370774
relu,ball_tree,15,entropy,1,1,1,19,adaptive,61,auto,18,16,randomForestClassifier,9,6,lbfgs,uniform,0.9476553980370774
relu,kd_tree,22,gini,1,1,1,6,constant,10,log2,8,23,randomForestClassifier,2,3,lbfgs,uniform,0.9476553980370774
tanh,ball_tree,22,gini,1,0,0,12,adaptive,90,log2,15,26,randomForestClassifier,8,2,lbfgs,uniform,0.9476553980370774
relu,ball_tree,15,gini,1,1,0,25,constant,12,sqrt,13,32,kneighborsClassifier,2,5,adam,uniform,0.9476553980370774
tanh,auto,14,entropy,1,1,1,39,constant,76,sqrt,4,36,randomForestClassifier,7,7,lbfgs,distance,0.9476553980370774
tanh,auto,24,gini,0,1,1,33,adaptive,61,auto,18,16,randomForestClassifier,9,6,lbfgs,uniform,0.9476553980370774
