activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,21,entropy,1,0,1,36,invscaling,98,auto,6,30,nnClassifier,3,6,lbfgs,distance,0.9432933478735005
identity,ball_tree,21,gini,1,1,1,15,constant,88,log2,16,31,nnClassifier,7,7,adam,uniform,0.9400218102508179
logistic,ball_tree,9,entropy,0,0,0,21,invscaling,51,log2,19,18,nnClassifier,7,2,adam,uniform,0.0
identity,brute,32,entropy,1,0,1,17,constant,14,log2,2,18,kneighborsClassifier,4,4,adam,distance,0.9291166848418757
identity,auto,13,gini,1,1,1,33,adaptive,95,log2,11,30,nnClassifier,2,5,adam,distance,0.9345692475463467
tanh,ball_tree,17,gini,0,0,0,2,constant,90,log2,7,38,nnClassifier,6,4,sgd,distance,0.0
identity,kd_tree,28,entropy,0,1,1,17,constant,49,sqrt,10,13,kneighborsClassifier,8,4,lbfgs,uniform,0.9443838604143948
relu,brute,16,gini,1,1,0,22,invscaling,84,sqrt,9,26,kneighborsClassifier,6,4,sgd,distance,0.9411123227917121
relu,kd_tree,17,entropy,1,0,0,35,adaptive,88,sqrt,12,36,randomForestClassifier,1,7,sgd,distance,0.945474372955289
logistic,ball_tree,9,entropy,1,0,0,3,adaptive,12,log2,9,25,kneighborsClassifier,9,5,adam,distance,0.945474372955289
identity,ball_tree,17,entropy,0,1,1,18,constant,6,sqrt,7,17,randomForestClassifier,1,10,adam,distance,0.945474372955289
identity,ball_tree,11,gini,1,1,1,13,constant,68,sqrt,6,28,kneighborsClassifier,2,9,lbfgs,distance,0.9443838604143948
relu,ball_tree,21,entropy,0,0,0,8,constant,62,log2,20,17,randomForestClassifier,6,8,lbfgs,distance,0.0
logistic,ball_tree,15,gini,0,1,1,39,constant,58,log2,5,32,nnClassifier,1,7,adam,uniform,0.9487459105779716
logistic,kd_tree,10,entropy,1,0,1,8,invscaling,38,auto,11,18,randomForestClassifier,3,2,adam,uniform,0.945474372955289
tanh,ball_tree,23,gini,0,0,1,35,constant,67,auto,15,20,randomForestClassifier,6,7,sgd,distance,0.945474372955289
logistic,auto,11,gini,0,0,0,37,constant,26,sqrt,5,30,randomForestClassifier,9,2,lbfgs,distance,0.0
relu,brute,17,gini,1,1,1,31,constant,36,sqrt,19,3,randomForestClassifier,6,1,adam,uniform,0.945474372955289
relu,kd_tree,24,gini,1,1,1,37,adaptive,56,log2,17,36,randomForestClassifier,10,1,adam,distance,0.945474372955289
relu,brute,20,gini,1,0,1,33,adaptive,51,log2,19,15,nnClassifier,6,8,adam,distance,0.945474372955289
logistic,ball_tree,15,gini,0,1,1,39,constant,58,log2,5,32,nnClassifier,1,7,adam,uniform,0.9487459105779716
relu,kd_tree,17,entropy,1,0,0,35,adaptive,88,sqrt,12,36,randomForestClassifier,1,7,sgd,distance,0.945474372955289
logistic,ball_tree,9,entropy,1,0,0,3,adaptive,12,log2,9,25,kneighborsClassifier,9,5,adam,distance,0.945474372955289
identity,ball_tree,17,entropy,0,1,1,18,constant,6,sqrt,7,17,randomForestClassifier,1,10,adam,distance,0.945474372955289
logistic,kd_tree,10,entropy,1,0,1,8,invscaling,38,auto,11,18,randomForestClassifier,3,2,adam,uniform,0.945474372955289
tanh,ball_tree,23,gini,0,0,1,35,constant,67,auto,15,20,randomForestClassifier,6,7,sgd,distance,0.945474372955289
relu,brute,17,gini,1,1,1,31,constant,36,sqrt,19,3,randomForestClassifier,6,1,adam,uniform,0.945474372955289
relu,kd_tree,24,gini,1,1,1,37,adaptive,56,log2,17,36,randomForestClassifier,10,1,adam,distance,0.945474372955289
relu,brute,20,gini,1,0,1,33,adaptive,51,log2,19,15,nnClassifier,6,8,adam,distance,0.945474372955289
identity,kd_tree,28,entropy,0,1,1,17,constant,49,sqrt,10,13,kneighborsClassifier,8,4,lbfgs,uniform,0.9443838604143948
logistic,ball_tree,15,gini,0,1,1,39,adaptive,88,sqrt,15,36,randomForestClassifier,1,7,sgd,distance,0.945474372955289
relu,kd_tree,17,entropy,1,0,0,36,adaptive,12,log2,9,25,kneighborsClassifier,9,5,adam,distance,0.945474372955289
logistic,ball_tree,9,entropy,1,0,0,3,constant,6,sqrt,7,17,randomForestClassifier,1,10,adam,distance,0.945474372955289
identity,ball_tree,30,entropy,0,1,1,18,invscaling,38,auto,11,18,randomForestClassifier,3,2,adam,uniform,0.945474372955289
logistic,kd_tree,10,entropy,1,0,1,8,constant,67,auto,15,20,randomForestClassifier,6,7,sgd,distance,0.945474372955289
tanh,auto,23,gini,0,0,1,35,constant,36,sqrt,19,3,randomForestClassifier,6,1,adam,uniform,0.945474372955289
relu,brute,17,gini,1,1,1,31,adaptive,56,log2,17,36,randomForestClassifier,10,1,adam,distance,0.945474372955289
relu,kd_tree,24,gini,1,1,1,37,adaptive,51,log2,19,39,nnClassifier,6,8,adam,distance,0.945474372955289
relu,brute,20,gini,1,0,1,33,constant,49,sqrt,10,13,kneighborsClassifier,8,4,lbfgs,uniform,0.945474372955289
identity,kd_tree,28,entropy,0,1,1,17,constant,21,log2,5,32,nnClassifier,1,7,adam,uniform,0.9378407851690295
logistic,ball_tree,15,gini,0,1,1,39,constant,58,log2,5,32,nnClassifier,1,7,adam,uniform,0.9487459105779716
relu,kd_tree,17,entropy,1,0,0,35,adaptive,88,sqrt,12,36,randomForestClassifier,1,7,sgd,distance,0.945474372955289
logistic,ball_tree,9,entropy,1,0,0,3,adaptive,12,log2,9,25,kneighborsClassifier,9,5,adam,distance,0.945474372955289
identity,ball_tree,17,entropy,0,1,1,18,constant,6,sqrt,7,17,randomForestClassifier,1,10,adam,distance,0.945474372955289
logistic,kd_tree,10,entropy,1,0,1,8,invscaling,38,auto,11,18,randomForestClassifier,3,2,adam,uniform,0.945474372955289
tanh,ball_tree,23,gini,0,0,1,35,constant,67,auto,15,20,randomForestClassifier,6,7,sgd,distance,0.945474372955289
relu,brute,17,gini,1,1,1,31,constant,36,sqrt,19,3,randomForestClassifier,6,1,adam,uniform,0.945474372955289
relu,kd_tree,24,gini,1,1,1,37,adaptive,56,log2,17,36,randomForestClassifier,10,1,adam,distance,0.945474372955289
relu,brute,20,gini,1,0,1,33,adaptive,51,log2,19,15,nnClassifier,6,8,adam,distance,0.945474372955289
logistic,ball_tree,15,gini,0,1,1,39,adaptive,88,sqrt,15,36,randomForestClassifier,1,7,sgd,distance,0.945474372955289
logistic,ball_tree,15,gini,0,1,1,39,adaptive,88,sqrt,12,33,randomForestClassifier,4,7,sgd,distance,0.945474372955289
relu,kd_tree,17,entropy,1,1,0,35,adaptive,12,log2,9,25,randomForestClassifier,9,5,adam,distance,0.945474372955289
logistic,ball_tree,9,entropy,1,0,0,3,constant,6,sqrt,7,17,randomForestClassifier,1,10,adam,distance,0.945474372955289
identity,ball_tree,17,entropy,0,1,1,18,invscaling,38,auto,11,18,randomForestClassifier,6,2,adam,uniform,0.945474372955289
logistic,kd_tree,10,entropy,1,0,1,8,constant,67,auto,15,20,randomForestClassifier,6,7,sgd,distance,0.945474372955289
tanh,ball_tree,23,gini,0,0,1,35,constant,36,sqrt,19,3,randomForestClassifier,6,1,adam,uniform,0.945474372955289
relu,brute,17,gini,1,1,1,31,adaptive,56,log2,17,36,randomForestClassifier,10,1,adam,distance,0.945474372955289
relu,kd_tree,24,gini,1,1,1,37,adaptive,51,log2,19,15,nnClassifier,6,8,adam,distance,0.945474372955289
relu,brute,20,gini,1,0,1,33,adaptive,88,sqrt,20,36,randomForestClassifier,1,7,sgd,distance,0.945474372955289
logistic,ball_tree,15,gini,0,1,1,39,constant,55,log2,5,32,nnClassifier,1,7,adam,uniform,0.9487459105779716
logistic,ball_tree,15,gini,0,1,1,39,constant,58,log2,5,32,nnClassifier,1,7,adam,uniform,0.9487459105779716
logistic,ball_tree,15,gini,0,1,1,39,constant,55,log2,5,32,nnClassifier,1,7,adam,uniform,0.9487459105779716
