activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,17,entropy,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,15,adaptive,25,sqrt,12,16,kneighborsClassifier,8,8,adam,distance,0.9804270462633452
identity,kd_tree,10,gini,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,14,constant,38,log2,9,32,nnClassifier,6,7,lbfgs,distance,0.802491103202847
identity,kd_tree,8,entropy,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,29,adaptive,44,sqrt,3,7,randomForestClassifier,8,10,lbfgs,uniform,0.9572953736654805
identity,brute,18,gini,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,26,constant,28,log2,5,10,nnClassifier,9,7,sgd,uniform,0.806049822064057
relu,brute,19,entropy,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,31,constant,23,sqrt,11,40,kneighborsClassifier,1,4,adam,distance,0.9839857651245552
relu,ball_tree,32,entropy,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,2,constant,57,auto,20,26,randomForestClassifier,8,1,adam,distance,0.9483985765124555
logistic,ball_tree,9,gini,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,36,invscaling,62,log2,8,10,randomForestClassifier,7,3,lbfgs,distance,0.9555160142348754
identity,brute,21,entropy,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,27,adaptive,43,auto,9,15,kneighborsClassifier,8,1,adam,uniform,0.9661921708185054
logistic,auto,11,entropy,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,12,invscaling,71,auto,10,5,randomForestClassifier,2,6,adam,uniform,0.9626334519572953
tanh,brute,8,gini,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,38,adaptive,27,log2,8,6,nnClassifier,7,1,lbfgs,distance,0.798932384341637
relu,ball_tree,15,gini,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,26,invscaling,88,sqrt,12,16,kneighborsClassifier,2,7,lbfgs,distance,0.9928825622775801
tanh,kd_tree,19,gini,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,35,constant,99,sqrt,3,20,nnClassifier,1,3,lbfgs,distance,0.8042704626334519
tanh,ball_tree,26,gini,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,6,adaptive,98,auto,14,38,randomForestClassifier,6,3,adam,distance,0.9430604982206405
relu,ball_tree,14,gini,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,29,invscaling,94,sqrt,9,5,nnClassifier,6,10,sgd,distance,0.8843416370106761
logistic,brute,26,gini,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,26,adaptive,6,auto,6,27,nnClassifier,2,10,adam,distance,0.8078291814946619
logistic,kd_tree,9,entropy,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,22,adaptive,52,auto,5,29,kneighborsClassifier,1,3,sgd,distance,0.9928825622775801
logistic,brute,24,entropy,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,16,constant,83,sqrt,17,18,nnClassifier,1,10,adam,distance,0.8042704626334519
identity,auto,11,gini,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,12,adaptive,75,log2,15,37,kneighborsClassifier,4,1,adam,distance,0.9839857651245552
relu,kd_tree,22,entropy,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,5,adaptive,78,log2,13,36,randomForestClassifier,6,10,adam,distance,0.9395017793594306
identity,kd_tree,28,entropy,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,21,invscaling,76,sqrt,11,24,kneighborsClassifier,4,10,sgd,distance,0.9786476868327402
relu,auto,28,gini,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,25,invscaling,49,auto,4,31,randomForestClassifier,3,10,adam,uniform,0.9572953736654805
identity,brute,30,entropy,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,20,invscaling,6,log2,8,19,nnClassifier,8,3,lbfgs,uniform,0.806049822064057
tanh,kd_tree,19,entropy,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,5,constant,81,sqrt,10,15,kneighborsClassifier,1,1,sgd,distance,0.9697508896797153
logistic,kd_tree,9,entropy,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,4,invscaling,53,sqrt,19,23,nnClassifier,7,9,adam,distance,0.800711743772242
identity,kd_tree,22,gini,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,37,constant,71,auto,7,3,kneighborsClassifier,10,4,adam,uniform,0.9857651245551602
tanh,kd_tree,24,entropy,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,13,constant,58,auto,6,30,kneighborsClassifier,3,10,lbfgs,distance,0.9893238434163701
identity,kd_tree,24,entropy,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,2,constant,49,auto,16,12,kneighborsClassifier,5,9,lbfgs,uniform,0.9875444839857651
logistic,auto,26,gini,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,20,invscaling,96,auto,5,31,randomForestClassifier,1,8,sgd,distance,0.9483985765124555
relu,auto,16,entropy,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,36,constant,64,log2,9,23,randomForestClassifier,4,4,lbfgs,uniform,0.9590747330960854
identity,kd_tree,25,gini,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,3,invscaling,41,auto,12,19,randomForestClassifier,10,10,sgd,distance,0.9679715302491103
logistic,auto,17,entropy,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,14,invscaling,80,auto,9,28,randomForestClassifier,6,3,lbfgs,uniform,0.9697508896797153
relu,brute,9,entropy,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,17,invscaling,84,auto,9,15,nnClassifier,9,2,sgd,uniform,0.806049822064057
relu,brute,14,gini,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,12,constant,77,log2,3,6,randomForestClassifier,5,3,lbfgs,distance,0.9733096085409253
relu,brute,10,gini,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,12,adaptive,98,log2,15,39,kneighborsClassifier,4,8,sgd,distance,0.9928825622775801
relu,auto,29,entropy,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,36,adaptive,51,sqrt,11,14,kneighborsClassifier,8,1,adam,uniform,0.9377224199288257
tanh,ball_tree,29,gini,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,35,constant,85,sqrt,13,6,nnClassifier,10,2,sgd,distance,0.8042704626334519
identity,brute,16,entropy,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,14,invscaling,15,auto,15,33,randomForestClassifier,10,9,lbfgs,distance,0.9697508896797153
identity,brute,22,entropy,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,28,adaptive,7,sqrt,16,7,nnClassifier,5,3,sgd,distance,0.8113879003558719
logistic,kd_tree,32,entropy,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,33,adaptive,10,sqrt,8,33,nnClassifier,4,4,sgd,distance,0.8042704626334519
tanh,brute,15,gini,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,18,invscaling,42,log2,17,39,kneighborsClassifier,3,1,adam,uniform,0.9626334519572953
relu,kd_tree,16,entropy,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,16,invscaling,43,sqrt,18,12,randomForestClassifier,4,10,adam,uniform,0.9733096085409253
relu,ball_tree,32,entropy,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,38,adaptive,19,sqrt,20,35,randomForestClassifier,8,6,adam,distance,0.9555160142348754
identity,kd_tree,21,gini,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,4,constant,100,sqrt,12,35,kneighborsClassifier,10,3,sgd,distance,0.9839857651245552
logistic,ball_tree,19,gini,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,32,adaptive,78,auto,11,9,randomForestClassifier,5,8,adam,uniform,0.9661921708185054
identity,kd_tree,24,entropy,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,9,invscaling,89,auto,19,34,randomForestClassifier,5,4,lbfgs,distance,0.9555160142348754
tanh,ball_tree,30,gini,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,40,constant,67,log2,12,30,nnClassifier,8,5,sgd,uniform,0.8042704626334519
logistic,brute,8,gini,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,36,adaptive,99,sqrt,6,4,randomForestClassifier,6,7,sgd,distance,0.9697508896797153
relu,kd_tree,19,gini,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,10,constant,84,log2,18,27,randomForestClassifier,3,9,sgd,uniform,0.9466192170818505
identity,ball_tree,23,gini,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,16,constant,56,auto,13,6,randomForestClassifier,9,8,adam,uniform,0.9537366548042705
logistic,auto,26,gini,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,5,invscaling,17,log2,7,26,nnClassifier,10,3,sgd,distance,0.8985765124555161
identity,auto,16,entropy,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,14,invscaling,78,sqrt,12,24,nnClassifier,8,7,lbfgs,uniform,0.8113879003558719
identity,auto,26,entropy,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,21,constant,54,sqrt,4,5,randomForestClassifier,9,9,lbfgs,distance,0.9697508896797153
