feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,1,3,nan,nan,NA,NA,0.6343692870201096,141.29247188568115
0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,64,auto,6,40,nan,nan,NA,NA,0.5786106032906764,148.3529191017151
0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,1,NA,distance,0.38939670932358317,153.74974393844604
0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,log2,2,7,nan,nan,NA,NA,0.5950639853747715,161.65266919136047
1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,log2,4,18,nan,nan,NA,NA,0.6864716636197441,168.55817079544067
1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,sqrt,4,2,nan,nan,NA,NA,0.6572212065813529,176.36771988868713
1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,auto,2,38,nan,nan,NA,NA,0.48720292504570384,182.08204221725464
1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,log2,17,2,nan,nan,NA,NA,0.5365630712979891,189.61170196533203
1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,auto,2,35,nan,nan,NA,NA,0.6389396709323584,196.26178407669067
1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,log2,18,14,nan,nan,NA,NA,0.6179159049360147,203.95352625846863
0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,auto,5,3,nan,nan,NA,NA,0.6361974405850092,212.07315063476562
1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,auto,10,10,nan,nan,NA,NA,0.6096892138939671,219.45700573921204
1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,sqrt,20,17,nan,nan,NA,NA,0.5941499085923218,226.81817531585693
1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,log2,1,29,nan,nan,NA,NA,0.5557586837294333,233.83653473854065
0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,auto,4,38,nan,nan,NA,NA,0.5347349177330896,240.377206325531
1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,log2,20,5,nan,nan,NA,NA,0.5923217550274223,247.79466438293457
1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,log2,6,35,nan,nan,NA,NA,0.5758683729433273,254.37004470825195
0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,log2,5,4,nan,nan,NA,NA,0.6508226691042047,262.0495710372925
0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,log2,4,14,nan,nan,NA,NA,0.4844606946983547,267.7873387336731
1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,2,3,nan,nan,NA,NA,0.5457038391224863,274.4370698928833
0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,auto,2,31,nan,nan,NA,NA,0.6307129798903108,282.33895111083984
0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,auto,2,9,nan,nan,NA,NA,0.6837294332723949,289.023654460907
1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,sqrt,5,5,nan,nan,NA,NA,0.670018281535649,296.12832903862
0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,log2,4,32,nan,nan,NA,NA,0.6361974405850092,303.128226518631
0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,log2,3,19,nan,nan,NA,NA,0.6608775137111518,310.1533977985382
1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,4,20,nan,nan,NA,NA,0.6005484460694699,316.94700860977173
0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,log2,1,8,nan,nan,NA,NA,0.6864716636197441,324.7724199295044
1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,log2,4,12,nan,nan,NA,NA,0.7010968921389397,332.34525847435
1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,sqrt,1,4,nan,nan,NA,NA,0.7230347349177331,340.92014384269714
0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,sqrt,1,11,nan,nan,NA,NA,0.6215722120658135,348.0997359752655
1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,10,20,nan,nan,NA,NA,0.6243144424131627,355.71216893196106
1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,sqrt,9,7,nan,nan,NA,NA,0.6288848263254113,363.23040533065796
1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,2,24,nan,nan,NA,NA,0.6544789762340036,370.33054304122925
0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,log2,3,12,nan,nan,NA,NA,0.6544789762340036,377.1449580192566
1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,auto,1,6,nan,nan,NA,NA,0.6645338208409507,385.31332778930664
0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,auto,17,24,nan,nan,NA,NA,0.5840950639853748,391.80692052841187
1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,sqrt,2,6,nan,nan,NA,NA,0.659963436928702,398.63543701171875
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,auto,5,7,nan,nan,NA,NA,0.643510054844607,407.56032705307007
0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,sqrt,1,27,nan,nan,NA,NA,0.6270566727605119,413.85175037384033
1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,auto,5,23,nan,nan,NA,NA,0.6572212065813529,421.7753758430481
0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,log2,1,6,nan,nan,NA,NA,0.6791590493601463,428.2670760154724
0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,1,15,nan,nan,NA,NA,0.6352833638025595,435.5156192779541
0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,auto,6,3,nan,nan,NA,NA,0.5511882998171846,441.3488173484802
1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,distance,0.46983546617915906,446.8823301792145
1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,log2,5,21,nan,nan,NA,NA,0.5621572212065814,452.9261300563812
1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,sqrt,4,10,nan,nan,NA,NA,0.5840950639853748,461.41418194770813
1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,auto,3,13,nan,nan,NA,NA,0.5255941499085923,467.59416151046753
1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,log2,17,23,nan,nan,NA,NA,0.6078610603290676,475.4340515136719
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,log2,2,39,nan,nan,NA,NA,0.6288848263254113,481.7681453227997
1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,sqrt,5,9,nan,nan,NA,NA,0.5438756855575868,488.73743629455566
1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,sqrt,3,39,nan,nan,NA,NA,0.6508226691042047,495.7070541381836
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,3,11,nan,nan,NA,NA,0.6919561243144424,503.07433557510376
1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,sqrt,3,13,nan,nan,NA,NA,0.6389396709323584,509.74044966697693
0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,sqrt,2,4,nan,nan,NA,NA,0.5648994515539305,516.0846383571625
1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,log2,4,2,nan,nan,NA,NA,0.6983546617915904,523.5578758716583
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,35,auto,5,3,nan,nan,NA,NA,0.6910420475319927,530.4035856723785
1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,sqrt,1,2,nan,nan,NA,NA,0.7376599634369287,537.3461890220642
0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,sqrt,12,2,nan,nan,NA,NA,0.6179159049360147,544.018735408783
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,log2,12,7,nan,nan,NA,NA,0.6179159049360147,549.9115118980408
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,log2,1,2,nan,nan,NA,NA,0.7020109689213894,556.6460249423981
1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,sqrt,5,25,nan,nan,NA,NA,0.6544789762340036,563.6088795661926
0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,log2,1,15,nan,nan,NA,NA,0.6106032906764168,570.7282180786133
1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,7,11,nan,nan,NA,NA,0.6462522851919561,577.239253282547
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,19,39,nan,nan,NA,NA,0.5237659963436929,582.7312042713165
1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,nnClassifier,relu,NA,31,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.2897623400365631,608.1852517127991
1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,log2,2,12,nan,nan,NA,NA,0.6672760511882998,615.9159245491028
0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,3,25,nan,nan,NA,NA,0.6325411334552102,621.830216884613
0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,sqrt,3,11,nan,nan,NA,NA,0.6828153564899452,629.2333633899689
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,sqrt,3,18,nan,nan,NA,NA,0.6371115173674589,635.1564221382141
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,88,auto,2,4,nan,nan,NA,NA,0.6060329067641682,641.5313127040863
1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.3857404021937843,646.1898670196533
0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,log2,5,6,nan,nan,NA,NA,0.6188299817184644,653.0568568706512
1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,sqrt,8,34,nan,nan,NA,NA,0.6215722120658135,659.0877032279968
1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,sqrt,3,9,nan,nan,NA,NA,0.643510054844607,665.3040289878845
0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,2,18,nan,nan,NA,NA,0.45886654478976235,670.2515118122101
1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,sqrt,4,10,nan,nan,NA,NA,0.6325411334552102,677.8530216217041
0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,log2,1,7,nan,nan,NA,NA,0.6526508226691042,685.2260990142822
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,sqrt,1,24,nan,nan,NA,NA,0.6087751371115173,691.7805540561676
0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,auto,1,2,nan,nan,NA,NA,0.680073126142596,700.249748468399
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,auto,19,4,nan,nan,NA,NA,0.5959780621572212,705.5991921424866
0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,sqrt,1,5,nan,nan,NA,NA,0.6115173674588665,712.8595855236053
0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,sqrt,1,19,nan,nan,NA,NA,0.6416819012797075,719.1789059638977
0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,7,11,nan,nan,NA,NA,0.629798903107861,726.9711532592773
