feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,6,8,nan,nan,NA,NA,0.5776965265082267,230.2136173248291
0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,sqrt,2,16,nan,nan,NA,NA,0.659963436928702,237.32754278182983
0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,27,sqrt,5,19,nan,nan,NA,NA,0.6453382084095064,244.50299310684204
0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,sqrt,12,10,nan,nan,NA,NA,0.5365630712979891,251.78763508796692
0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,28,sqrt,3,27,nan,nan,NA,NA,0.5603290676416819,259.18055844306946
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,auto,7,22,nan,nan,NA,NA,0.5365630712979891,264.4738154411316
0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,auto,12,23,nan,nan,NA,NA,0.5036563071297989,270.3826093673706
0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,auto,8,20,nan,nan,NA,NA,0.6334552102376599,277.47441244125366
0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,nnClassifier,relu,NA,28,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.25411334552102377,304.4342269897461
1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,log2,7,20,nan,nan,NA,NA,0.4945155393053016,311.3687982559204
0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,auto,15,20,nan,nan,NA,NA,0.5914076782449725,317.776362657547
1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,sqrt,1,23,nan,nan,NA,NA,0.6151736745886655,324.8738639354706
0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,auto,1,11,nan,nan,NA,NA,0.6517367458866545,332.0252306461334
1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,sqrt,1,7,nan,nan,NA,NA,0.5118829981718465,338.3185148239136
0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,log2,20,17,nan,nan,NA,NA,0.6106032906764168,345.27108502388
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,auto,5,8,nan,nan,NA,NA,0.5978062157221207,352.00184869766235
1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,sqrt,6,13,nan,nan,NA,NA,0.6581352833638026,360.66256165504456
1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,81,auto,4,11,nan,nan,NA,NA,0.603290676416819,367.4443242549896
0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,4,2,nan,nan,NA,NA,0.6188299817184644,374.102826833725
0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,log2,13,8,nan,nan,NA,NA,0.6106032906764168,380.60114765167236
0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,auto,20,29,nan,nan,NA,NA,0.5950639853747715,386.6573176383972
0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,auto,14,8,nan,nan,NA,NA,0.6343692870201096,393.28061389923096
0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,auto,1,22,nan,nan,NA,NA,0.6206581352833638,400.27323031425476
1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,sqrt,2,20,nan,nan,NA,NA,0.6069469835466179,408.7748763561249
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,sqrt,17,7,nan,nan,NA,NA,0.5895795246800731,415.863853931427
1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,sqrt,14,15,nan,nan,NA,NA,0.6124314442413162,423.22267961502075
1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,sqrt,1,19,nan,nan,NA,NA,0.6389396709323584,432.75750732421875
0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,sqrt,14,36,nan,nan,NA,NA,0.5877513711151737,439.0718483924866
1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,sqrt,2,18,nan,nan,NA,NA,0.6261425959780622,448.141304731369
0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,auto,3,38,nan,nan,NA,NA,0.5868372943327239,454.9546239376068
1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,auto,11,19,nan,nan,NA,NA,0.613345521023766,463.0115375518799
0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,sqrt,3,23,nan,nan,NA,NA,0.6023765996343693,469.612428188324
1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,auto,2,35,nan,nan,NA,NA,0.603290676416819,475.96870970726013
0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,14,32,nan,nan,NA,NA,0.5603290676416819,482.7986216545105
0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,log2,1,29,nan,nan,NA,NA,0.6115173674588665,490.3445198535919
0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,sqrt,4,11,nan,nan,NA,NA,0.6755027422303473,497.9061999320984
1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,15,11,nan,nan,NA,NA,0.5776965265082267,504.33912110328674
1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,sqrt,2,11,nan,nan,NA,NA,0.6636197440585009,511.0477247238159
1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,auto,18,7,nan,nan,NA,NA,0.613345521023766,518.3752567768097
0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,log2,3,14,nan,nan,NA,NA,0.5310786106032906,525.4216005802155
0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,auto,2,2,nan,nan,NA,NA,0.6956124314442413,532.1272304058075
0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,auto,1,14,nan,nan,NA,NA,0.6279707495429616,539.3900055885315
1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,auto,1,9,nan,nan,NA,NA,0.7257769652650823,546.1714518070221
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,auto,19,8,nan,nan,NA,NA,0.5557586837294333,553.1239433288574
0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,sqrt,6,9,nan,nan,NA,NA,0.6014625228519196,559.8440799713135
0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,log2,5,5,nan,nan,NA,NA,0.6325411334552102,566.4947509765625
1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,sqrt,5,7,nan,nan,NA,NA,0.706581352833638,572.9715242385864
1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,sqrt,1,4,nan,nan,NA,NA,0.7020109689213894,579.91765832901
0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,log2,2,7,nan,nan,NA,NA,0.6773308957952467,586.3492341041565
0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,auto,3,7,nan,nan,NA,NA,0.56672760511883,593.5538578033447
0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,log2,2,4,nan,nan,NA,NA,0.6307129798903108,601.0767006874084
1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,auto,9,7,nan,nan,NA,NA,0.6279707495429616,606.8740577697754
1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,log2,1,4,nan,nan,NA,NA,0.7157221206581352,614.0038366317749
0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,sqrt,20,6,nan,nan,NA,NA,0.6096892138939671,620.5624077320099
1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,auto,5,13,nan,nan,NA,NA,0.6809872029250457,626.2679634094238
1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,95,log2,1,10,nan,nan,NA,NA,0.6956124314442413,632.7019467353821
1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,log2,10,17,nan,nan,NA,NA,0.5685557586837294,638.37109208107
0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,log2,2,3,nan,nan,NA,NA,0.6106032906764168,644.438328742981
1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,sqrt,3,21,nan,nan,NA,NA,0.5712979890310786,651.3113806247711
1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,auto,5,11,nan,nan,NA,NA,0.6179159049360147,658.8864252567291
1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,auto,4,19,nan,nan,NA,NA,0.5685557586837294,664.8485124111176
1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,sqrt,7,3,nan,nan,NA,NA,0.573126142595978,670.806067943573
1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,log2,3,2,nan,nan,NA,NA,0.6352833638025595,676.8602077960968
0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,log2,5,7,nan,nan,NA,NA,0.6270566727605119,682.5585496425629
1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,auto,5,2,nan,nan,NA,NA,0.6617915904936015,690.1995484828949
1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,log2,3,7,nan,nan,NA,NA,0.6544789762340036,697.0011756420135
1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,57,auto,6,8,nan,nan,NA,NA,0.6480804387568556,704.2087070941925
1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,sqrt,1,2,nan,nan,NA,NA,0.7047531992687386,711.6156904697418
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,log2,8,2,nan,nan,NA,NA,0.603290676416819,717.937255859375
1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,sqrt,5,11,nan,nan,NA,NA,0.6371115173674589,723.4233033657074
